team,L3,Year
Missouri,7.4,7.4
Oregon St,7.2,7.2
Washington,6.8,6.8
UCLA,6.8,6.8
USC,6.3,6.3
Florida,6.1,6.1
Oklahoma,5.9,5.9
Oregon,5.8,5.8
Arizona,5.6,5.6
California,5.5,5.5
West Virginia,5.4,5.4
LSU,5.3,5.3
Tennessee,5.1,5.1
Oklahoma St,5.0,5.0
Auburn,4.9,4.9
S Florida,4.8,4.8
Georgia,4.7,4.7
South Carolina,4.5,4.5
Arizona St,4.4,4.4
Louisville,4.3,4.3
Nebraska,4.0,4.0
Kentucky,4.0,4.0
Cincinnati,4.0,4.0
Washington St,3.7,3.7
Texas A&M,3.6,3.6
Virginia Tech,3.4,3.4
Florida St,3.1,3.1
Colorado,3.0,3.0
Texas,2.8,2.8
Ohio St,2.8,2.8
Texas Tech,2.7,2.7
Stanford,2.4,2.4
Kansas,2.4,2.4
Arkansas,2.4,2.4
Alabama,2.4,2.4
Michigan,2.0,2.0
Kansas St,1.9,1.9
Pittsburgh,1.9,1.9
Maryland,1.9,1.9
Penn St,1.6,1.6
Boston College,1.5,1.5
Illinois,1.4,1.4
UConn,1.4,1.4
Notre Dame,1.3,1.3
Rutgers,1.3,1.3
Utah,1.2,1.2
Duke,1.1,1.1
Clemson,1.0,1.0
Michigan St,1.0,1.0
Syracuse,0.9,0.9
BYU,0.9,0.9
Mississippi St,0.9,0.9
Mississippi,0.6,0.6
Wisconsin,0.3,0.3
Georgia Tech,0.2,0.2
Vanderbilt,0.2,0.2
Wake Forest,-0.3,-0.3
Virginia,-0.7,-0.7
NC State,-0.7,-0.7
Colorado St,-1.1,-1.1
Purdue,-1.2,-1.2
North Carolina,-1.2,-1.2
TCU,-1.3,-1.3
UNLV,-1.6,-1.6
Miami,-1.8,-1.8
Wyoming,-2.3,-2.3
Iowa St,-2.3,-2.3
San Diego St,-2.4,-2.4
Indiana,-2.4,-2.4
Minnesota,-2.6,-2.6
Iowa,-3.0,-3.0
New Mexico,-3.3,-3.3
Air Force,-3.5,-3.5
Troy,-3.8,-3.8
Boise St,-3.8,-3.8
Baylor,-4.0,-4.0
Fresno St,-4.5,-4.5
Northwestern,-4.5,-4.5
UCF,-5.6,-5.6
E Carolina,-6.1,-6.1
Tulsa,-6.3,-6.3
Hawai'i,-6.8,-6.8
Ball St,-6.9,-6.9
Houston,-7.4,-7.4
Marshall,-7.4,-7.4
Florida Atlantic,-7.6,-7.6
Utah St,-7.8,-7.8
C Michigan,-7.9,-7.9
Nevada,-8.2,-8.2
Miami OH,-8.3,-8.3
Southern Miss,-8.5,-8.5
Louisiana Tech,-8.5,-8.5
San Jose St,-8.5,-8.5
Navy,-8.6,-8.6
W Michigan,-8.6,-8.6
E Michigan,-8.9,-8.9
Middle Tenn,-9.0,-9.0
Akron,-9.0,-9.0
UAB,-9.1,-9.1
Bowling Green,-9.3,-9.3
UTEP,-9.5,-9.5
Army,-9.5,-9.5
Buffalo,-9.9,-9.9
UL Monroe,-10.1,-10.1
SMU,-10.2,-10.2
Toledo,-10.3,-10.3
Temple,-11.0,-11.0
Arkansas St,-11.2,-11.2
Florida Intl,-11.4,-11.4
Rice,-11.4,-11.4
Kent St,-11.9,-11.9
N Texas,-12.1,-12.1
Idaho,-12.2,-12.2
N Illinois,-12.2,-12.2
Tulane,-12.3,-12.3
Ohio,-12.4,-12.4
Louisiana,-12.7,-12.7
New Mexico St,-13.1,-13.1
Memphis,-13.2,-13.2
W Kentucky,-14.6,-14.6
