team,L3,Year
USC,141.3,134.4
New Mexico St,149.0,155.0
Clemson,203.0,158.5
Tennessee,128.0,160.4
N Illinois,100.7,164.3
South Carolina,173.0,164.3
San Jose St,120.0,168.1
TCU,116.5,168.1
UCLA,140.0,168.4
Florida St,155.3,168.9
Auburn,177.7,169.2
Florida,149.0,170.7
UConn,159.3,171.4
Ohio St,168.3,171.5
Virginia Tech,193.0,172.2
Wake Forest,100.7,172.5
Tulane,122.3,172.8
Miami,129.0,173.0
Boston College,188.3,174.1
Vanderbilt,128.0,174.9
Utah,210.3,180.8
Miami OH,206.0,180.8
Bowling Green,184.0,180.8
Oregon St,185.3,180.9
Purdue,106.0,181.2
Arizona,225.3,181.9
Mississippi St,246.7,182.3
Virginia,147.3,183.5
Penn St,252.3,185.9
Wyoming,170.3,187.2
Alabama,221.7,189.4
Georgia,134.3,189.8
West Virginia,207.3,191.6
Washington St,223.7,192.4
California,200.7,192.9
Pittsburgh,138.7,193.0
Notre Dame,249.0,195.7
E Carolina,237.3,197.1
Boise St,216.3,198.3
Troy,173.3,199.4
Ohio,246.0,199.5
Army,268.3,200.2
Rutgers,180.0,200.8
Fresno St,236.7,200.8
Kentucky,184.0,201.4
Navy,111.3,202.0
Georgia Tech,284.3,202.1
Hawai'i,224.0,203.0
Toledo,220.3,203.0
Ball St,252.3,204.1
Wisconsin,206.3,204.2
S Florida,145.3,205.6
Illinois,193.3,206.1
Air Force,309.3,206.4
Iowa,216.0,206.8
Colorado,220.3,207.4
W Kentucky,267.3,209.8
UNLV,226.0,210.1
Washington,140.0,211.3
Cincinnati,158.0,211.5
Akron,231.3,211.6
Arizona St,208.0,212.3
San Diego St,317.3,212.4
Middle Tenn,225.7,212.8
Florida Intl,227.7,212.9
Arkansas,193.7,213.5
New Mexico,211.7,213.5
Michigan St,250.7,213.7
Kent St,231.7,213.7
Memphis,187.3,213.8
BYU,243.3,215.8
Louisiana,205.7,216.3
Northwestern,165.0,217.2
LSU,245.7,217.6
Arkansas St,198.0,218.9
Syracuse,211.0,218.9
Duke,221.0,219.5
Colorado St,203.3,219.7
UCF,170.3,219.8
Florida Atlantic,310.7,221.4
Temple,294.0,221.7
North Carolina,296.3,224.9
Maryland,224.3,225.8
Southern Miss,232.3,226.3
E Michigan,362.3,226.4
Stanford,127.0,226.7
UL Monroe,229.0,228.9
Mississippi,210.0,229.8
Michigan,162.3,230.0
Nebraska,214.3,231.4
Buffalo,171.3,235.2
Houston,288.0,240.1
Texas Tech,236.3,240.2
Minnesota,282.7,242.2
Texas A&M,295.3,242.7
Louisville,281.0,248.1
Tulsa,152.7,250.7
Utah St,255.3,251.0
NC State,245.0,253.8
SMU,250.7,255.9
Marshall,219.0,255.9
Idaho,263.3,258.2
UAB,202.3,263.3
W Michigan,268.7,263.5
Louisiana Tech,356.3,264.0
Baylor,284.3,265.9
Texas,199.3,266.3
Kansas,264.7,268.1
Rice,264.7,269.5
Oregon,350.7,270.2
UTEP,287.0,270.3
Oklahoma,303.0,272.5
Indiana,298.7,273.1
Kansas St,340.7,275.4
N Texas,236.0,275.5
Iowa St,293.7,286.4
Oklahoma St,266.3,288.1
Missouri,354.3,289.2
C Michigan,332.3,294.4
Nevada,290.0,318.9
