week,date,winner,loser,point_diff,year
1,2005-09-01,Arizona St,Temple,47,2005
1,2005-09-01,Cincinnati,E Michigan,2,2005
1,2005-09-01,UConn,Buffalo,38,2005
1,2005-09-01,Marshall,William & Mary,12,2005
1,2005-09-01,Minnesota,Tulsa,31,2005
1,2005-09-01,Northwestern State,UL Monroe,4,2005
1,2005-09-01,Oregon,Houston,14,2005
1,2005-09-01,South Carolina,UCF,9,2005
1,2005-09-01,Toledo,Western Illinois,48,2005
1,2005-09-01,Vanderbilt,Wake Forest,4,2005
1,2005-09-01,Washington St,Idaho,12,2005
1,2005-09-02,Indiana,C Michigan,7,2005
1,2005-09-02,Utah,Arizona,3,2005
1,2005-09-03,Air Force,Washington,3,2005
1,2005-09-03,Alabama,Middle Tenn,19,2005
1,2005-09-03,Arkansas,Missouri St,32,2005
1,2005-09-03,Baylor,SMU,5,2005
1,2005-09-03,Boston College,BYU,17,2005
1,2005-09-03,California,Sacramento State,38,2005
1,2005-09-03,Clemson,Texas A&M,1,2005
1,2005-09-03,Colorado,Colorado St,3,2005
1,2005-09-03,E Carolina,Duke,3,2005
1,2005-09-03,Florida,Wyoming,18,2005
1,2005-09-03,Georgia,Boise St,35,2005
1,2005-09-03,Georgia Tech,Auburn,9,2005
1,2005-09-03,Illinois,Rutgers,3,2005
1,2005-09-03,Iowa,Ball St,56,2005
1,2005-09-03,Iowa St,Illinois State,11,2005
1,2005-09-03,Kansas,Florida Atlantic,11,2005
1,2005-09-03,Kansas St,Florida Intl,14,2005
1,2005-09-03,Maryland,Navy,3,2005
1,2005-09-03,Michigan,N Illinois,16,2005
1,2005-09-03,Michigan St,Kent St,35,2005
1,2005-09-03,Mississippi St,Murray State,32,2005
1,2005-09-03,Missouri,Arkansas St,27,2005
1,2005-09-03,Nebraska,Maine,18,2005
1,2005-09-03,Northwestern,Ohio,24,2005
1,2005-09-03,Notre Dame,Pittsburgh,21,2005
1,2005-09-03,Ohio St,Miami OH,20,2005
1,2005-09-03,Oklahoma St,Montana State,5,2005
1,2005-09-03,Oregon St,Portland State,27,2005
1,2005-09-03,Penn St,S Florida,10,2005
1,2005-09-03,San Jose St,Eastern Washington,11,2005
1,2005-09-03,USC,Hawai'i,46,2005
1,2005-09-03,Tennessee,UAB,7,2005
1,2005-09-03,Texas,Louisiana,57,2005
1,2005-09-03,TCU,Oklahoma,7,2005
1,2005-09-03,UTEP,New Mexico St,17,2005
1,2005-09-03,Troy,Cal Poly,17,2005
1,2005-09-03,UCLA,San Diego St,23,2005
1,2005-09-03,Virginia,W Michigan,12,2005
1,2005-09-03,Wisconsin,Bowling Green,14,2005
1,2005-09-04,Louisville,Kentucky,7,2005
1,2005-09-04,Virginia Tech,NC State,4,2005
1,2005-09-04,West Virginia,Syracuse,8,2005
1,2005-09-05,Florida St,Miami,3,2005
1,2005-09-05,Mississippi,Memphis,4,2005
1,2005-09-05,New Mexico,UNLV,2,2005
2,2005-09-08,Oklahoma St,Florida Atlantic,20,2005
2,2005-09-09,Ohio,Pittsburgh,6,2005
2,2005-09-09,Washington St,Nevada,34,2005
2,2005-09-10,Air Force,San Diego St,12,2005
2,2005-09-10,Alabama,Southern Miss,9,2005
2,2005-09-10,UAB,Troy,20,2005
2,2005-09-10,Arizona,Northern Arizona,19,2005
2,2005-09-10,Arkansas St,Tennessee-Martin,49,2005
2,2005-09-10,Auburn,Mississippi St,28,2005
2,2005-09-10,Baylor,Samford,34,2005
2,2005-09-10,Boston College,Army,37,2005
2,2005-09-10,Bowling Green,Ball St,9,2005
2,2005-09-10,BYU,Eastern Illinois,35,2005
2,2005-09-10,California,Washington,39,2005
2,2005-09-10,C Michigan,Miami OH,1,2005
2,2005-09-10,Clemson,Maryland,4,2005
2,2005-09-10,Colorado,New Mexico St,39,2005
2,2005-09-10,UConn,Liberty,59,2005
2,2005-09-10,E Michigan,Louisiana,21,2005
2,2005-09-10,Florida,Louisiana Tech,38,2005
2,2005-09-10,Florida St,Citadel,52,2005
2,2005-09-10,Fresno St,Weber State,38,2005
2,2005-09-10,Georgia,South Carolina,2,2005
2,2005-09-10,Georgia Tech,North Carolina,6,2005
2,2005-09-10,Houston,Sam Houston,21,2005
2,2005-09-10,Illinois,San Jose St,21,2005
2,2005-09-10,Indiana,Nicholls State,4,2005
2,2005-09-10,Iowa St,Iowa,20,2005
2,2005-09-10,Kansas,App State,28,2005
2,2005-09-10,Kansas St,Marshall,2,2005
2,2005-09-10,Kent St,Southeast Missouri State,21,2005
2,2005-09-10,Kentucky,Idaho State,12,2005
2,2005-09-10,LSU,Arizona St,4,2005
2,2005-09-10,Michigan St,Hawai'i,28,2005
2,2005-09-10,Minnesota,Colorado St,32,2005
2,2005-09-10,Nebraska,Wake Forest,28,2005
2,2005-09-10,UNLV,Idaho,3,2005
2,2005-09-10,New Mexico,Missouri,10,2005
2,2005-09-10,N Texas,Middle Tenn,7,2005
2,2005-09-10,Northwestern,N Illinois,1,2005
2,2005-09-10,Notre Dame,Michigan,7,2005
2,2005-09-10,Oklahoma,Tulsa,16,2005
2,2005-09-10,Oregon,Montana,33,2005
2,2005-09-10,Oregon St,Boise St,3,2005
2,2005-09-10,Penn St,Cincinnati,18,2005
2,2005-09-10,Purdue,Akron,25,2005
2,2005-09-10,Rutgers,Villanova,32,2005
2,2005-09-10,S Florida,Florida A&M,34,2005
2,2005-09-10,SMU,TCU,11,2005
2,2005-09-10,Stanford,Navy,3,2005
2,2005-09-10,Syracuse,Buffalo,31,2005
2,2005-09-10,Texas,Ohio St,3,2005
2,2005-09-10,Texas Tech,Florida Intl,53,2005
2,2005-09-10,Toledo,W Michigan,33,2005
2,2005-09-10,UCLA,Rice,42,2005
2,2005-09-10,Utah,Utah St,24,2005
2,2005-09-10,Vanderbilt,Arkansas,4,2005
2,2005-09-10,Virginia Tech,Duke,45,2005
2,2005-09-10,West Virginia,Wofford,28,2005
2,2005-09-10,Wisconsin,Temple,65,2005
2,2005-09-10,Wyoming,UL Monroe,38,2005
3,2005-09-15,TCU,Utah,3,2005
3,2005-09-16,UTEP,Houston,3,2005
3,2005-09-17,Akron,Middle Tenn,10,2005
3,2005-09-17,Alabama,South Carolina,23,2005
3,2005-09-17,UAB,Jacksonville St,7,2005
3,2005-09-17,Arizona St,Northwestern,31,2005
3,2005-09-17,Auburn,Ball St,60,2005
3,2005-09-17,Baylor,Army,10,2005
3,2005-09-17,California,Illinois,15,2005
3,2005-09-17,California-Davis,Stanford,3,2005
3,2005-09-17,Cincinnati,Western Carolina,4,2005
3,2005-09-17,Duke,Virginia Military Institute,26,2005
3,2005-09-17,Florida,Tennessee,9,2005
3,2005-09-17,Florida St,Boston College,11,2005
3,2005-09-17,Georgia,UL Monroe,37,2005
3,2005-09-17,Georgia Tech,UConn,15,2005
3,2005-09-17,Indiana,Kentucky,24,2005
3,2005-09-17,Iowa,Northern Iowa,24,2005
3,2005-09-17,Kansas,Louisiana Tech,20,2005
3,2005-09-17,Louisiana,Northwestern State,21,2005
3,2005-09-17,Louisville,Oregon St,36,2005
3,2005-09-17,Memphis,Chattanooga,45,2005
3,2005-09-17,Miami,Clemson,6,2005
3,2005-09-17,Miami OH,Kent St,17,2005
3,2005-09-17,Michigan,E Michigan,55,2005
3,2005-09-17,Michigan St,Notre Dame,3,2005
3,2005-09-17,Minnesota,Florida Atlantic,39,2005
3,2005-09-17,Mississippi St,Tulane,7,2005
3,2005-09-17,Missouri,Troy,31,2005
3,2005-09-17,Nebraska,Pittsburgh,1,2005
3,2005-09-17,Nevada,UNLV,8,2005
3,2005-09-17,New Mexico,New Mexico St,17,2005
3,2005-09-17,NC State,Eastern Kentucky,44,2005
3,2005-09-17,N Illinois,Tennessee Tech,39,2005
3,2005-09-17,Ohio St,San Diego St,21,2005
3,2005-09-17,Oklahoma St,Arkansas St,10,2005
3,2005-09-17,Oregon,Fresno St,3,2005
3,2005-09-17,Penn St,C Michigan,37,2005
3,2005-09-17,Purdue,Arizona,7,2005
3,2005-09-17,Rutgers,Buffalo,14,2005
3,2005-09-17,S Florida,UCF,17,2005
3,2005-09-17,USC,Arkansas,53,2005
3,2005-09-17,Southern Miss,McNeese State,28,2005
3,2005-09-17,Texas,Rice,41,2005
3,2005-09-17,Texas A&M,SMU,58,2005
3,2005-09-17,Texas Tech,Sam Houston,59,2005
3,2005-09-17,Toledo,Temple,25,2005
3,2005-09-17,Tulsa,N Texas,52,2005
3,2005-09-17,UCLA,Oklahoma,17,2005
3,2005-09-17,Vanderbilt,Mississippi,8,2005
3,2005-09-17,Virginia,Syracuse,3,2005
3,2005-09-17,Virginia Tech,Ohio,45,2005
3,2005-09-17,Wake Forest,E Carolina,10,2005
3,2005-09-17,Washington,Idaho,28,2005
3,2005-09-17,Washington St,Grambling State,41,2005
3,2005-09-17,West Virginia,Maryland,12,2005
3,2005-09-17,W Michigan,Southern Illinois,6,2005
3,2005-09-17,Wisconsin,North Carolina,9,2005
3,2005-09-17,Wyoming,Air Force,1,2005
4,2005-09-21,Boise St,Bowling Green,28,2005
4,2005-09-22,UL Monroe,Florida Atlantic,7,2005
4,2005-09-22,Texas A&M,Texas St,13,2005
4,2005-09-22,Utah,Air Force,3,2005
4,2005-09-23,California,New Mexico St,28,2005
4,2005-09-23,Iowa St,Army,7,2005
4,2005-09-24,Akron,N Illinois,6,2005
4,2005-09-24,Alabama,Arkansas,11,2005
4,2005-09-24,Arizona St,Oregon St,18,2005
4,2005-09-24,Arkansas St,Florida Intl,42,2005
4,2005-09-24,Auburn,W Kentucky,23,2005
4,2005-09-24,Boston College,Clemson,3,2005
4,2005-09-24,UCF,Marshall,10,2005
4,2005-09-24,Colorado St,Nevada,21,2005
4,2005-09-24,E Michigan,C Michigan,3,2005
4,2005-09-24,Florida,Kentucky,21,2005
4,2005-09-24,Georgia,Mississippi St,13,2005
4,2005-09-24,Hawai'i,Idaho,24,2005
4,2005-09-24,Kansas St,N Texas,47,2005
4,2005-09-24,Maryland,Wake Forest,10,2005
4,2005-09-24,Miami,Colorado,20,2005
4,2005-09-24,Michigan St,Illinois,47,2005
4,2005-09-24,Minnesota,Purdue,7,2005
4,2005-09-24,North Carolina,NC State,7,2005
4,2005-09-24,Notre Dame,Washington,19,2005
4,2005-09-24,Ohio,Kent St,3,2005
4,2005-09-24,Ohio St,Iowa,25,2005
4,2005-09-24,Penn St,Northwestern,5,2005
4,2005-09-24,Pittsburgh,Youngstown State,41,2005
4,2005-09-24,San Diego St,San Jose St,31,2005
4,2005-09-24,South Carolina,Troy,25,2005
4,2005-09-24,S Florida,Louisville,31,2005
4,2005-09-24,USC,Oregon,32,2005
4,2005-09-24,TCU,BYU,1,2005
4,2005-09-24,Texas Tech,Indiana State,56,2005
4,2005-09-24,UTEP,New Mexico,8,2005
4,2005-09-24,Tulane,SMU,21,2005
4,2005-09-24,Tulsa,Memphis,6,2005
4,2005-09-24,Utah St,UNLV,7,2005
4,2005-09-24,Vanderbilt,Richmond,24,2005
4,2005-09-24,Virginia,Duke,31,2005
4,2005-09-24,Virginia Tech,Georgia Tech,44,2005
4,2005-09-24,West Virginia,E Carolina,5,2005
4,2005-09-24,W Michigan,Temple,3,2005
4,2005-09-24,Wisconsin,Michigan,3,2005
4,2005-09-24,Wyoming,Mississippi,10,2005
4,2005-09-26,Tennessee,LSU,3,2005
5,2005-09-27,Fresno St,Toledo,30,2005
5,2005-09-28,Miami OH,Cincinnati,28,2005
5,2005-09-29,Colorado St,Air Force,18,2005
5,2005-09-30,Rutgers,Pittsburgh,8,2005
5,2005-10-01,Alabama,Florida,28,2005
5,2005-10-01,UAB,Rice,19,2005
5,2005-10-01,Auburn,South Carolina,41,2005
5,2005-10-01,Boise St,Hawai'i,3,2005
5,2005-10-01,Boston College,Ball St,38,2005
5,2005-10-01,Bowling Green,Temple,63,2005
5,2005-10-01,California,Arizona,28,2005
5,2005-10-01,UCF,Louisiana,3,2005
5,2005-10-01,C Michigan,Akron,14,2005
5,2005-10-01,Colorado,Oklahoma St,34,2005
5,2005-10-01,UConn,Army,34,2005
5,2005-10-01,E Michigan,Kent St,7,2005
5,2005-10-01,Florida Intl,Florida A&M,17,2005
5,2005-10-01,Florida St,Syracuse,24,2005
5,2005-10-01,Houston,Tulsa,7,2005
5,2005-10-01,Idaho,Utah St,14,2005
5,2005-10-01,Iowa,Illinois,28,2005
5,2005-10-01,LSU,Mississippi St,30,2005
5,2005-10-01,Louisiana Tech,New Mexico St,20,2005
5,2005-10-01,UL Monroe,Arkansas St,4,2005
5,2005-10-01,Louisville,Florida Atlantic,51,2005
5,2005-10-01,Marshall,SMU,3,2005
5,2005-10-01,Maryland,Virginia,12,2005
5,2005-10-01,Memphis,UTEP,7,2005
5,2005-10-01,Miami,S Florida,20,2005
5,2005-10-01,Michigan,Michigan St,3,2005
5,2005-10-01,Middle Tenn,Vanderbilt,2,2005
5,2005-10-01,Navy,Duke,7,2005
5,2005-10-01,Nebraska,Iowa St,7,2005
5,2005-10-01,Nevada,San Jose St,7,2005
5,2005-10-01,North Carolina,Utah,14,2005
5,2005-10-01,Notre Dame,Purdue,21,2005
5,2005-10-01,Oklahoma,Kansas St,22,2005
5,2005-10-01,Oregon,Stanford,24,2005
5,2005-10-01,Oregon St,Washington St,11,2005
5,2005-10-01,Penn St,Minnesota,30,2005
5,2005-10-01,San Diego St,BYU,21,2005
5,2005-10-01,USC,Arizona St,10,2005
5,2005-10-01,Southern Miss,E Carolina,26,2005
5,2005-10-01,Tennessee,Mississippi,17,2005
5,2005-10-01,Texas,Missouri,31,2005
5,2005-10-01,Texas A&M,Baylor,3,2005
5,2005-10-01,TCU,New Mexico,21,2005
5,2005-10-01,Texas Tech,Kansas,13,2005
5,2005-10-01,Tulane,Southeastern Louisiana,7,2005
5,2005-10-01,UCLA,Washington,4,2005
5,2005-10-01,Virginia Tech,West Virginia,17,2005
5,2005-10-01,Wake Forest,Clemson,4,2005
5,2005-10-01,W Michigan,Buffalo,10,2005
5,2005-10-01,Wisconsin,Indiana,17,2005
5,2005-10-01,Wyoming,UNLV,25,2005
6,2005-10-04,Troy,N Texas,3,2005
6,2005-10-05,N Illinois,Miami OH,11,2005
6,2005-10-06,Florida Atlantic,Louisiana,18,2005
6,2005-10-06,NC State,Georgia Tech,3,2005
6,2005-10-07,UConn,Syracuse,19,2005
6,2005-10-08,Akron,Buffalo,6,2005
6,2005-10-08,Arkansas,UL Monroe,29,2005
6,2005-10-08,Ball St,W Michigan,3,2005
6,2005-10-08,Baylor,Iowa St,10,2005
6,2005-10-08,Boise St,Portland State,7,2005
6,2005-10-08,Boston College,Virginia,11,2005
6,2005-10-08,Bowling Green,Ohio,24,2005
6,2005-10-08,BYU,New Mexico,3,2005
6,2005-10-08,UCF,Memphis,21,2005
6,2005-10-08,C Michigan,Army,4,2005
6,2005-10-08,Colorado,Texas A&M,21,2005
6,2005-10-08,Colorado St,Utah,4,2005
6,2005-10-08,E Carolina,Rice,13,2005
6,2005-10-08,Florida,Mississippi St,26,2005
6,2005-10-08,Florida St,Wake Forest,17,2005
6,2005-10-08,Fresno St,New Mexico St,30,2005
6,2005-10-08,Georgia,Tennessee,13,2005
6,2005-10-08,Houston,Tulane,21,2005
6,2005-10-08,Indiana,Illinois,23,2005
6,2005-10-08,Iowa,Purdue,17,2005
6,2005-10-08,Kansas St,Kansas,9,2005
6,2005-10-08,LSU,Vanderbilt,28,2005
6,2005-10-08,Louisiana Tech,Hawai'i,32,2005
6,2005-10-08,Louisville,North Carolina,55,2005
6,2005-10-08,Maryland,Temple,31,2005
6,2005-10-08,Miami,Duke,45,2005
6,2005-10-08,Minnesota,Michigan,3,2005
6,2005-10-08,Mississippi,Citadel,20,2005
6,2005-10-08,Missouri,Oklahoma St,7,2005
6,2005-10-08,Navy,Air Force,3,2005
6,2005-10-08,Nevada,Idaho,48,2005
6,2005-10-08,UNLV,San Diego St,3,2005
6,2005-10-08,Northwestern,Wisconsin,3,2005
6,2005-10-08,Oregon,Arizona St,14,2005
6,2005-10-08,Penn St,Ohio St,7,2005
6,2005-10-08,Pittsburgh,Cincinnati,18,2005
6,2005-10-08,South Carolina,Kentucky,28,2005
6,2005-10-08,USC,Arizona,21,2005
6,2005-10-08,SMU,UAB,1,2005
6,2005-10-08,Stanford,Washington St,3,2005
6,2005-10-08,Texas,Oklahoma,33,2005
6,2005-10-08,TCU,Wyoming,14,2005
6,2005-10-08,Texas Tech,Nebraska,3,2005
6,2005-10-08,Toledo,E Michigan,27,2005
6,2005-10-08,Tulsa,Southern Miss,17,2005
6,2005-10-08,UCLA,California,7,2005
6,2005-10-08,Utah St,San Jose St,7,2005
6,2005-10-08,Virginia Tech,Marshall,27,2005
6,2005-10-08,West Virginia,Rutgers,13,2005
7,2005-10-13,Arkansas St,Louisiana,3,2005
7,2005-10-13,Clemson,NC State,21,2005
7,2005-10-14,UTEP,Tulane,24,2005
7,2005-10-15,Air Force,UNLV,35,2005
7,2005-10-15,Alabama,Mississippi,3,2005
7,2005-10-15,Auburn,Arkansas,17,2005
7,2005-10-15,Boise St,San Jose St,17,2005
7,2005-10-15,Boston College,Wake Forest,5,2005
7,2005-10-15,Bowling Green,Buffalo,20,2005
7,2005-10-15,BYU,Colorado St,10,2005
7,2005-10-15,C Michigan,Ohio,27,2005
7,2005-10-15,Cincinnati,UConn,11,2005
7,2005-10-15,E Carolina,SMU,7,2005
7,2005-10-15,Fresno St,Utah St,32,2005
7,2005-10-15,Georgia,Vanderbilt,17,2005
7,2005-10-15,Georgia Tech,Duke,25,2005
7,2005-10-15,Hawai'i,New Mexico St,21,2005
7,2005-10-15,Iowa,Indiana,17,2005
7,2005-10-15,LSU,Florida,4,2005
7,2005-10-15,UL Monroe,Troy,24,2005
7,2005-10-15,Marshall,UAB,1,2005
7,2005-10-15,Memphis,Houston,15,2005
7,2005-10-15,Miami,Temple,31,2005
7,2005-10-15,Miami OH,Akron,28,2005
7,2005-10-15,Michigan,Penn St,2,2005
7,2005-10-15,Middle Tenn,Florida Atlantic,21,2005
7,2005-10-15,Missouri,Iowa St,3,2005
7,2005-10-15,Navy,Kent St,3,2005
7,2005-10-15,Nebraska,Baylor,9,2005
7,2005-10-15,Nevada,Louisiana Tech,10,2005
7,2005-10-15,New Mexico,Wyoming,3,2005
7,2005-10-15,N Texas,Florida Intl,3,2005
7,2005-10-15,N Illinois,E Michigan,16,2005
7,2005-10-15,Northwestern,Purdue,5,2005
7,2005-10-15,Ohio St,Michigan St,11,2005
7,2005-10-15,Oklahoma,Kansas,16,2005
7,2005-10-15,Oregon,Washington,24,2005
7,2005-10-15,Oregon St,California,3,2005
7,2005-10-15,Pittsburgh,S Florida,14,2005
7,2005-10-15,Rutgers,Syracuse,22,2005
7,2005-10-15,San Diego St,Utah,9,2005
7,2005-10-15,USC,Notre Dame,3,2005
7,2005-10-15,Southern Miss,UCF,21,2005
7,2005-10-15,Stanford,Arizona,4,2005
7,2005-10-15,Texas,Colorado,25,2005
7,2005-10-15,Texas A&M,Oklahoma St,39,2005
7,2005-10-15,TCU,Army,21,2005
7,2005-10-15,Texas Tech,Kansas St,39,2005
7,2005-10-15,Toledo,Ball St,20,2005
7,2005-10-15,Tulsa,Rice,20,2005
7,2005-10-15,UCLA,Washington St,3,2005
7,2005-10-15,Virginia,Florida St,5,2005
7,2005-10-15,West Virginia,Louisville,2,2005
7,2005-10-15,Wisconsin,Minnesota,4,2005
8,2005-10-20,Troy,Florida Intl,5,2005
8,2005-10-20,Virginia Tech,Maryland,19,2005
8,2005-10-21,UCF,Tulane,10,2005
8,2005-10-21,Southern Miss,UAB,9,2005
8,2005-10-22,Alabama,Tennessee,3,2005
8,2005-10-22,Arkansas St,Florida Atlantic,3,2005
8,2005-10-22,Army,Akron,20,2005
8,2005-10-22,Boise St,Utah St,24,2005
8,2005-10-22,California,Washington St,4,2005
8,2005-10-22,Clemson,Temple,30,2005
8,2005-10-22,Colorado,Kansas,31,2005
8,2005-10-22,Colorado St,Wyoming,8,2005
8,2005-10-22,Florida St,Duke,31,2005
8,2005-10-22,Fresno St,Idaho,30,2005
8,2005-10-22,Georgia,Arkansas,3,2005
8,2005-10-22,Hawai'i,San Jose St,7,2005
8,2005-10-22,Houston,Mississippi St,12,2005
8,2005-10-22,Iowa St,Oklahoma St,27,2005
8,2005-10-22,Louisiana,Middle Tenn,3,2005
8,2005-10-22,LSU,Auburn,3,2005
8,2005-10-22,Louisiana Tech,N Texas,26,2005
8,2005-10-22,Louisville,Cincinnati,24,2005
8,2005-10-22,Memphis,E Carolina,3,2005
8,2005-10-22,Miami OH,E Michigan,1,2005
8,2005-10-22,Michigan,Iowa,3,2005
8,2005-10-22,Mississippi,Kentucky,6,2005
8,2005-10-22,Missouri,Nebraska,17,2005
8,2005-10-22,Navy,Rice,32,2005
8,2005-10-22,New Mexico,San Diego St,23,2005
8,2005-10-22,North Carolina,Virginia,2,2005
8,2005-10-22,N Illinois,Kent St,31,2005
8,2005-10-22,Northwestern,Michigan St,35,2005
8,2005-10-22,Notre Dame,BYU,26,2005
8,2005-10-22,Ohio,Ball St,17,2005
8,2005-10-22,Ohio St,Indiana,31,2005
8,2005-10-22,Oklahoma,Baylor,7,2005
8,2005-10-22,Oregon,Arizona,7,2005
8,2005-10-22,Penn St,Illinois,53,2005
8,2005-10-22,Pittsburgh,Syracuse,17,2005
8,2005-10-22,Rutgers,UConn,2,2005
8,2005-10-22,South Carolina,Vanderbilt,7,2005
8,2005-10-22,USC,Washington,27,2005
8,2005-10-22,Stanford,Arizona St,10,2005
8,2005-10-22,Texas,Texas Tech,35,2005
8,2005-10-22,Texas A&M,Kansas St,2,2005
8,2005-10-22,TCU,Air Force,38,2005
8,2005-10-22,UTEP,Marshall,28,2005
8,2005-10-22,Toledo,Buffalo,23,2005
8,2005-10-22,Tulsa,SMU,7,2005
8,2005-10-22,UCLA,Oregon St,23,2005
8,2005-10-22,Utah,UNLV,10,2005
8,2005-10-22,Wake Forest,NC State,8,2005
8,2005-10-22,W Michigan,Bowling Green,31,2005
8,2005-10-22,Wisconsin,Purdue,11,2005
9,2005-10-27,Virginia Tech,Boston College,20,2005
9,2005-10-28,Colorado St,New Mexico,10,2005
9,2005-10-29,Akron,Bowling Green,10,2005
9,2005-10-29,Alabama,Utah St,32,2005
9,2005-10-29,Arizona,Oregon St,2,2005
9,2005-10-29,Arizona St,Washington,24,2005
9,2005-10-29,Auburn,Mississippi,24,2005
9,2005-10-29,Ball St,N Illinois,14,2005
9,2005-10-29,Boise St,Nevada,35,2005
9,2005-10-29,BYU,Air Force,21,2005
9,2005-10-29,UCF,E Carolina,10,2005
9,2005-10-29,C Michigan,Toledo,4,2005
9,2005-10-29,Cincinnati,Syracuse,6,2005
9,2005-10-29,Colorado,Kansas St,3,2005
9,2005-10-29,Florida,Georgia,4,2005
9,2005-10-29,Florida St,Maryland,8,2005
9,2005-10-29,Fresno St,Hawai'i,14,2005
9,2005-10-29,Georgia Tech,Clemson,1,2005
9,2005-10-29,Idaho,New Mexico St,1,2005
9,2005-10-29,Iowa St,Texas A&M,28,2005
9,2005-10-29,Kansas,Missouri,10,2005
9,2005-10-29,Kentucky,Mississippi St,6,2005
9,2005-10-29,Louisiana,Troy,3,2005
9,2005-10-29,LSU,N Texas,53,2005
9,2005-10-29,Louisiana Tech,San Jose St,17,2005
9,2005-10-29,Marshall,Tulane,1,2005
9,2005-10-29,Miami,North Carolina,18,2005
9,2005-10-29,Miami OH,Temple,27,2005
9,2005-10-29,Michigan,Northwestern,16,2005
9,2005-10-29,Michigan St,Indiana,31,2005
9,2005-10-29,NC State,Southern Miss,4,2005
9,2005-10-29,Ohio,Buffalo,14,2005
9,2005-10-29,Ohio St,Minnesota,14,2005
9,2005-10-29,Oklahoma,Nebraska,7,2005
9,2005-10-29,Penn St,Purdue,18,2005
9,2005-10-29,Rutgers,Navy,10,2005
9,2005-10-29,South Carolina,Tennessee,1,2005
9,2005-10-29,USC,Washington St,42,2005
9,2005-10-29,Texas,Oklahoma St,19,2005
9,2005-10-29,TCU,San Diego St,3,2005
9,2005-10-29,Texas Tech,Baylor,28,2005
9,2005-10-29,UTEP,Rice,7,2005
9,2005-10-29,UCLA,Stanford,3,2005
9,2005-10-29,Wake Forest,Duke,38,2005
9,2005-10-29,W Michigan,Kent St,30,2005
9,2005-10-29,Wisconsin,Illinois,17,2005
10,2005-11-01,UAB,Memphis,17,2005
10,2005-11-02,West Virginia,UConn,32,2005
10,2005-11-03,Louisville,Pittsburgh,22,2005
10,2005-11-04,Toledo,Ohio,9,2005
10,2005-11-05,Alabama,Mississippi St,17,2005
10,2005-11-05,Arizona,UCLA,38,2005
10,2005-11-05,Arizona St,Washington St,3,2005
10,2005-11-05,Army,Air Force,3,2005
10,2005-11-05,Auburn,Kentucky,22,2005
10,2005-11-05,Ball St,Akron,6,2005
10,2005-11-05,Boise St,New Mexico St,50,2005
10,2005-11-05,Bowling Green,Kent St,10,2005
10,2005-11-05,BYU,UNLV,41,2005
10,2005-11-05,UCF,Houston,2,2005
10,2005-11-05,Clemson,Duke,29,2005
10,2005-11-05,Colorado,Missouri,29,2005
10,2005-11-05,Florida,Vanderbilt,7,2005
10,2005-11-05,Florida Intl,UL Monroe,2,2005
10,2005-11-05,Fresno St,San Jose St,38,2005
10,2005-11-05,Georgia Tech,Wake Forest,13,2005
10,2005-11-05,Iowa St,Kansas St,28,2005
10,2005-11-05,Kansas,Nebraska,25,2005
10,2005-11-05,Louisiana,N Texas,3,2005
10,2005-11-05,LSU,App State,24,2005
10,2005-11-05,Louisiana Tech,Utah St,10,2005
10,2005-11-05,Miami,Virginia Tech,20,2005
10,2005-11-05,Miami OH,Buffalo,41,2005
10,2005-11-05,Middle Tenn,Arkansas St,38,2005
10,2005-11-05,Minnesota,Indiana,21,2005
10,2005-11-05,Navy,Tulane,28,2005
10,2005-11-05,Nevada,Hawai'i,10,2005
10,2005-11-05,North Carolina,Boston College,2,2005
10,2005-11-05,NC State,Florida St,5,2005
10,2005-11-05,N Illinois,C Michigan,3,2005
10,2005-11-05,Northwestern,Iowa,1,2005
10,2005-11-05,Notre Dame,Tennessee,20,2005
10,2005-11-05,Ohio St,Illinois,38,2005
10,2005-11-05,Oregon,California,7,2005
10,2005-11-05,Oregon St,Washington,8,2005
10,2005-11-05,Penn St,Wisconsin,21,2005
10,2005-11-05,Purdue,Michigan St,7,2005
10,2005-11-05,South Carolina,Arkansas,4,2005
10,2005-11-05,S Florida,Rutgers,14,2005
10,2005-11-05,USC,Stanford,30,2005
10,2005-11-05,SMU,Rice,20,2005
10,2005-11-05,Texas,Baylor,62,2005
10,2005-11-05,TCU,Colorado St,27,2005
10,2005-11-05,Texas Tech,Texas A&M,39,2005
10,2005-11-05,UTEP,Tulsa,3,2005
10,2005-11-05,Troy,Florida Atlantic,14,2005
10,2005-11-05,Utah,Wyoming,30,2005
10,2005-11-05,Virginia,Temple,48,2005
10,2005-11-05,W Michigan,E Michigan,8,2005
11,2005-11-08,Southern Miss,Marshall,3,2005
11,2005-11-09,West Virginia,Cincinnati,38,2005
11,2005-11-10,Fresno St,Boise St,20,2005
11,2005-11-11,Louisville,Rutgers,51,2005
11,2005-11-12,Arkansas,Mississippi,11,2005
11,2005-11-12,Arkansas St,Troy,6,2005
11,2005-11-12,Army,UMass,7,2005
11,2005-11-12,Auburn,Georgia,1,2005
11,2005-11-12,Ball St,E Michigan,1,2005
11,2005-11-12,Boston College,NC State,20,2005
11,2005-11-12,BYU,Wyoming,14,2005
11,2005-11-12,Buffalo,Kent St,4,2005
11,2005-11-12,UCF,UAB,6,2005
11,2005-11-12,Clemson,Florida St,21,2005
11,2005-11-12,Florida Atlantic,N Texas,3,2005
