f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,label
88.69999999999999,-14.300000000000011,113.60000000000002,54.60000000000002,5.399999999999999,-4.600000000000001,0.0,-1.2999999999999998,0.0,7.6000000000000005,1.2999999999999998,1
-105.0,-49.0,-138.0,-5.0,7.0,-1.0,0.0,0.0,-40.0,2.4000000000000004,2.5999999999999996,0
78.69999999999999,32.30000000000001,59.0,137.0,27.700000000000003,11.700000000000003,-0.2999999999999998,-0.5999999999999999,-13.600000000000001,9.5,3.1999999999999993,0
153.0,3.299999999999997,12.600000000000023,-107.3,10.299999999999997,-19.0,-1.7,0.7,-20.0,26.900000000000002,12.2,0
-27.0,45.3,-19.399999999999977,-51.30000000000001,-15.7,8.0,0.0,0.0,0.0,-19.2,-4.4,0
79.30000000000001,-55.30000000000001,-48.60000000000001,24.999999999999986,-3.6000000000000014,-7.999999999999999,0.0,0.9999999999999998,0.0,-0.40000000000000213,3.3000000000000007,0
-20.399999999999977,-34.69999999999999,109.0,42.0,1.7000000000000028,7.699999999999999,2.0,0.0,-20.0,-2.4000000000000004,-3.1,0
-143.39999999999998,18.30000000000001,166.39999999999998,-107.0,-2.0,-13.700000000000003,-0.7000000000000002,-1.3,-78.9,9.200000000000001,0.30000000000000004,0
38.30000000000001,68.60000000000002,-48.0,-95.0,8.3,3.0,0.5999999999999999,0.7,-10.0,7.8999999999999995,1.0,0
68.00000000000001,-27.0,30.0,-240.7,7.399999999999999,-31.7,0.6000000000000001,0.30000000000000004,-10.0,9.8,5.4,1
-19.0,30.30000000000001,-15.300000000000011,-36.69999999999999,2.599999999999998,-3.700000000000003,0.3999999999999999,0.0,-40.0,19.4,13.3,1
40.69999999999999,59.30000000000001,19.0,45.30000000000001,4.699999999999999,0.0,0.0,0.9999999999999998,22.199999999999996,-11.200000000000001,-4.0,0
61.000000000000014,-82.30000000000001,-13.600000000000023,6.300000000000011,8.3,-11.299999999999997,-1.0,-0.6000000000000001,20.0,5.0,1.5000000000000002,1
70.30000000000001,54.69999999999999,118.0,94.69999999999999,19.599999999999998,-1.6000000000000014,-1.3,-0.2999999999999998,11.100000000000001,7.700000000000001,-2.8000000000000003,0
157.0,-84.60000000000002,-88.0,61.69999999999999,-1.6999999999999993,3.0,-0.3999999999999999,-1.7000000000000002,2.700000000000003,-5.1,-2.4000000000000004,1
-42.0,-110.0,105.69999999999999,6.0,4.699999999999999,-16.000000000000004,0.2999999999999998,0.7,11.099999999999994,7.8,5.7,1
167.3,-207.3,29.0,-88.30000000000001,36.599999999999994,-31.7,-1.0,2.4000000000000004,-10.0,26.6,10.9,0
70.5,-188.0,62.0,-10.5,7.0,-28.5,0.0,1.0,46.7,34.7,5.300000000000001,0
-95.0,19.299999999999997,-137.0,-39.30000000000001,-32.3,-6.300000000000001,0.40000000000000036,1.4000000000000001,-10.0,-16.2,12.399999999999999,0
105.0,-56.0,171.5,-77.5,39.5,-7.0,-2.5,-0.5,44.4,10.3,-12.8,1
24.30000000000001,-15.699999999999989,-23.0,90.0,11.7,-1.0,0.0,0.30000000000000004,20.0,5.1,7.6000000000000005,0
116.39999999999999,-70.39999999999999,-8.399999999999977,5.0,1.0,-16.599999999999998,-0.2999999999999998,-0.3,-32.7,9.700000000000001,1.0,1
-11.000000000000014,-97.0,79.0,73.00000000000001,3.0,-3.3999999999999986,-0.7,0.0,-11.100000000000001,12.6,4.6,1
-76.0,-63.60000000000002,-40.0,140.3,-4.700000000000003,0.0,0.30000000000000004,1.7000000000000002,20.0,-12.0,-3.999999999999999,0
54.30000000000001,1.0,133.0,178.60000000000002,15.400000000000002,17.999999999999996,0.7,0.0,-42.7,10.100000000000001,-2.3000000000000007,1
127.39999999999998,-16.0,-52.39999999999998,-160.0,11.999999999999996,-26.400000000000002,-0.30000000000000004,2.3,-20.0,14.200000000000001,3.799999999999999,1
-152.0,16.600000000000023,36.7,47.60000000000002,-8.0,12.3,1.0,-1.0,22.300000000000004,-5.6,-2.4000000000000004,1
60.80000000000001,-140.3,303.7,63.5,32.8,-1.7999999999999972,0.8,0.30000000000000004,37.8,30.0,21.2,0
31.60000000000001,-109.60000000000001,43.60000000000002,2.3999999999999773,-3.0,-8.7,0.3999999999999999,-1.2999999999999998,-43.6,16.8,1.0,0
84.99999999999999,-62.69999999999999,-34.69999999999999,205.7,21.0,13.3,-0.2999999999999998,1.4,10.0,-3.0000000000000004,-5.699999999999999,0
-194.39999999999998,-50.30000000000001,236.7,125.69999999999999,9.700000000000003,15.3,-0.9999999999999998,-0.30000000000000004,-22.199999999999996,-4.0,-5.0,1
252.7,-37.7,-125.69999999999999,119.5,4.5,-2.1999999999999993,0.19999999999999996,2.0,-20.0,10.6,16.6,0
-55.30000000000001,48.30000000000001,-9.699999999999989,126.30000000000001,-4.0,9.599999999999998,0.7,0.0,50.0,-9.0,-4.5,0
