team,L3,Year
Texas Tech,3.0,3.0
Nebraska,4.5,4.5
Virginia Tech,2.3,5.8
Oklahoma St,6.5,6.5
Auburn,8.7,8.7
Georgia,10.7,11.3
Texas,11.7,11.7
Florida St,12.0,12.0
UAB,12.0,12.0
Iowa St,12.0,12.0
Ohio St,12.3,12.8
Boston College,16.0,12.8
Florida,12.7,13.0
Tennessee,13.0,13.0
Indiana,13.5,13.5
West Virginia,13.7,13.7
Alabama,16.0,13.8
Syracuse,14.0,14.0
UConn,14.0,14.0
Michigan,13.3,14.3
Miami,14.3,14.3
Tulane,15.5,15.5
Kansas St,15.7,15.7
USC,15.7,15.7
Baylor,16.5,16.5
Kansas,16.5,16.5
Texas A&M,16.5,16.5
Virginia,16.7,16.7
California,16.7,16.7
Wisconsin,8.3,16.8
Colorado,17.0,17.0
S Florida,17.0,17.0
Penn St,18.7,17.3
Rutgers,18.0,18.0
Iowa,18.0,18.0
Wyoming,14.0,18.5
Middle Tenn,19.0,19.0
Minnesota,22.0,19.0
Toledo,20.0,20.0
Mississippi,20.3,20.3
Michigan St,23.0,20.8
Pittsburgh,21.7,21.7
North Carolina,21.7,21.7
Mississippi St,21.7,21.7
UCLA,22.0,22.0
Marshall,22.0,22.0
Utah,21.7,22.3
South Carolina,24.7,22.3
Vanderbilt,22.3,22.3
UCF,22.7,22.7
Maryland,23.7,22.8
Notre Dame,23.7,23.0
Washington St,23.5,23.5
Memphis,23.5,23.5
UTEP,23.7,23.7
Arizona St,26.7,24.0
Oklahoma,24.3,24.3
New Mexico,25.7,24.8
Georgia Tech,28.3,24.8
Clemson,25.3,25.0
TCU,30.3,25.3
NC State,25.5,25.5
Tulsa,21.3,26.3
UNLV,28.0,27.0
Miami OH,27.3,27.3
Utah St,27.5,27.5
Missouri,27.7,27.7
Wake Forest,29.0,27.8
Air Force,32.0,28.3
E Michigan,28.3,28.3
E Carolina,28.3,28.3
Buffalo,28.7,28.7
Arizona,29.0,29.0
Arkansas St,29.3,29.3
Washington,32.7,29.5
Purdue,30.0,30.0
C Michigan,33.3,30.0
Southern Miss,30.0,30.0
Army,30.7,30.7
LSU,31.0,31.0
Ohio,29.0,31.3
Florida Atlantic,32.3,31.8
Louisville,32.0,32.0
Navy,32.0,32.0
Idaho,30.7,32.5
Boise St,32.7,32.7
Akron,32.7,32.7
San Diego St,29.7,33.3
SMU,35.7,33.8
Cincinnati,34.0,34.0
Northwestern,41.0,34.3
UL Monroe,34.3,34.3
W Michigan,34.3,34.3
Oregon,34.3,34.3
Hawai'i,35.0,35.0
BYU,35.5,35.5
Duke,35.7,35.7
Colorado St,36.0,36.0
Illinois,38.3,36.3
Fresno St,37.0,37.0
Kent St,37.0,37.0
Nevada,37.0,37.0
Louisiana Tech,37.5,37.5
Stanford,38.0,38.0
New Mexico St,39.3,38.0
N Texas,38.3,38.3
Kentucky,39.3,39.3
N Illinois,39.7,39.7
Arkansas,40.7,40.7
Houston,41.0,41.0
Troy,41.3,41.3
Oregon St,44.0,44.0
Bowling Green,45.0,45.0
Louisiana,45.5,45.5
San Jose St,46.0,46.0
Temple,42.0,47.3
Florida Intl,52.3,52.3
Ball St,53.0,53.0
Rice,57.0,57.0
