team,L3,Year
Kansas,55.0,55.0
Toledo,55.0,55.0
USC,53.5,53.5
Michigan,53.5,53.5
W Kentucky,49.0,49.0
Georgia,49.0,49.0
Louisiana,49.0,49.0
North Carolina,49.0,49.0
SMU,48.0,48.0
Tennessee,46.5,46.5
Oklahoma St,46.0,46.0
Wake Forest,45.0,45.0
UCLA,45.0,45.0
Washington,45.0,45.0
Georgia So,45.0,45.0
Vanderbilt,44.0,44.0
J Madison,44.0,44.0
Mississippi St,44.0,44.0
Michigan St,43.5,43.5
Maryland,43.5,43.5
Tulane,42.0,42.0
Air Force,41.0,41.0
Clemson,41.0,41.0
Florida Atlantic,40.5,40.5
Penn St,40.5,40.5
Kansas St,40.0,40.0
Syracuse,39.5,39.5
Oklahoma,39.0,39.0
App State,39.0,39.0
S Alabama,38.0,38.0
Minnesota,38.0,38.0
TCU,38.0,38.0
BYU,38.0,38.0
UTSA,38.0,38.0
Coastal Car,38.0,38.0
Alabama,37.5,37.5
Tulsa,37.5,37.5
Arkansas,37.5,37.5
West Virginia,36.5,36.5
Texas,35.5,35.5
Nebraska,35.0,35.0
N Illinois,35.0,35.0
Oregon St,34.5,34.5
C Michigan,34.0,34.0
Houston,33.5,33.5
Texas Tech,33.0,33.0
Ohio St,33.0,33.0
Army,33.0,33.0
South Carolina,32.5,32.5
Pittsburgh,32.5,32.5
Fresno St,32.0,32.0
Missouri,32.0,32.0
Kentucky,31.5,31.5
Purdue,31.0,31.0
Duke,30.5,30.5
Nevada,30.5,30.5
Memphis,30.0,30.0
Miami,30.0,30.0
E Carolina,29.5,29.5
Mississippi,28.0,28.0
Stanford,28.0,28.0
Arizona,27.5,27.5
Texas St,27.5,27.5
Illinois,27.3,27.3
Northwestern,27.0,27.0
Marshall,26.0,26.0
Utah,26.0,26.0
Ohio,25.5,25.5
Liberty,25.0,25.0
W Michigan,25.0,25.0
Cincinnati,24.0,24.0
Boise St,24.0,24.0
Auburn,24.0,24.0
Louisiana Tech,24.0,24.0
Florida St,24.0,24.0
Indiana,23.0,23.0
LSU,23.0,23.0
Wyoming,23.0,23.0
Florida,22.5,22.5
Rutgers,22.0,22.0
Virginia Tech,22.0,22.0
NC State,21.0,21.0
Georgia St,21.0,21.0
E Michigan,21.0,21.0
S Florida,21.0,21.0
Old Dominion,20.5,20.5
N Texas,20.5,20.5
Middle Tenn,20.5,20.5
San Diego St,20.0,20.0
Ball St,20.0,20.0
Baylor,20.0,20.0
California,20.0,20.0
Arizona St,17.0,17.0
Southern Miss,17.0,17.0
Washington St,17.0,17.0
UConn,17.0,17.0
Bowling Green,17.0,17.0
Charlotte,17.0,17.0
San Jose St,16.0,16.0
Notre Dame,15.5,15.5
Boston College,15.5,15.5
Utah St,15.5,15.5
UTEP,15.3,15.3
Wisconsin,14.0,14.0
Rice,14.0,14.0
UNLV,14.0,14.0
UAB,14.0,14.0
New Mexico,14.0,14.0
UCF,14.0,14.0
Texas A&M,14.0,14.0
Louisville,13.5,13.5
Colorado St,13.0,13.0
Miami OH,13.0,13.0
Navy,13.0,13.0
Hawai'i,12.3,12.3
Arkansas St,12.0,12.0
Florida Intl,12.0,12.0
Kent St,11.5,11.5
Colorado,11.5,11.5
Troy,10.0,10.0
UL Monroe,10.0,10.0
UMass,10.0,10.0
Buffalo,10.0,10.0
Iowa St,10.0,10.0
Georgia Tech,10.0,10.0
New Mexico St,8.3,8.3
Iowa,7.0,7.0
Virginia,3.0,3.0
Oregon,3.0,3.0
Temple,0.0,0.0
Akron,0.0,0.0
