team,L3,Year
Ohio St,8.5,8.5
Texas,7.4,7.4
USC,6.8,6.8
Michigan,6.7,6.7
Notre Dame,6.4,6.4
Northwestern,6.2,6.2
Minnesota,6.2,6.2
S Florida,5.8,5.8
Penn St,5.7,5.7
Miami,5.6,5.6
North Carolina,4.5,4.5
Oregon,4.1,4.1
Michigan St,3.9,3.9
Purdue,3.9,3.9
Colorado,3.6,3.6
Tennessee,3.5,3.5
Virginia Tech,3.5,3.5
Arizona St,3.5,3.5
Oklahoma,3.1,3.1
Iowa,2.9,2.9
Wisconsin,2.8,2.8
Stanford,2.1,2.1
Washington,2.1,2.1
Maryland,2.0,2.0
NC State,1.9,1.9
Boston College,1.9,1.9
LSU,1.8,1.8
Colorado St,1.5,1.5
Clemson,1.3,1.3
Georgia Tech,1.2,1.2
Texas Tech,1.1,1.1
Louisville,1.1,1.1
Temple,1.0,1.0
West Virginia,0.9,0.9
Georgia,0.7,0.7
Florida,0.6,0.6
South Carolina,0.6,0.6
Baylor,0.6,0.6
Texas A&M,0.5,0.5
Florida St,0.5,0.5
Iowa St,0.5,0.5
Arizona,0.2,0.2
Washington St,0.2,0.2
BYU,0.1,0.1
Auburn,0.1,0.1
Indiana,0.0,0.0
San Diego St,0.0,0.0
Oregon St,0.0,0.0
Wake Forest,0.0,0.0
Arkansas,-0.2,-0.2
New Mexico,-0.3,-0.3
Illinois,-0.3,-0.3
California,-0.3,-0.3
UCLA,-0.3,-0.3
Missouri,-0.4,-0.4
Pittsburgh,-0.7,-0.7
Southern Miss,-0.8,-0.8
Kansas,-0.8,-0.8
TCU,-1.0,-1.0
Nebraska,-1.0,-1.0
Ball St,-1.1,-1.1
Kansas St,-1.4,-1.4
Alabama,-1.4,-1.4
Houston,-1.6,-1.6
Wyoming,-1.8,-1.8
Virginia,-1.8,-1.8
Tulsa,-1.8,-1.8
Mississippi St,-1.9,-1.9
Cincinnati,-2.0,-2.0
Oklahoma St,-2.0,-2.0
UCF,-2.2,-2.2
Syracuse,-2.3,-2.3
C Michigan,-2.4,-2.4
Air Force,-2.5,-2.5
Rice,-2.7,-2.7
Vanderbilt,-2.8,-2.8
Rutgers,-2.8,-2.8
Kentucky,-2.9,-2.9
Memphis,-3.2,-3.2
Fresno St,-3.3,-3.3
Mississippi,-3.3,-3.3
N Illinois,-3.4,-3.4
New Mexico St,-3.4,-3.4
Utah,-3.5,-3.5
Army,-3.5,-3.5
Boise St,-3.8,-3.8
E Carolina,-4.1,-4.1
UConn,-4.1,-4.1
Akron,-4.2,-4.2
Ohio,-4.2,-4.2
Hawai'i,-4.3,-4.3
E Michigan,-4.5,-4.5
Miami OH,-4.5,-4.5
UNLV,-4.9,-4.9
SMU,-5.1,-5.1
Marshall,-5.2,-5.2
Navy,-5.2,-5.2
Duke,-5.2,-5.2
Buffalo,-5.4,-5.4
Toledo,-6.0,-6.0
Utah St,-6.4,-6.4
UAB,-6.6,-6.6
UTEP,-7.2,-7.2
Tulane,-7.2,-7.2
Kent St,-7.6,-7.6
Bowling Green,-7.6,-7.6
N Texas,-7.8,-7.8
Florida Atlantic,-7.9,-7.9
Idaho,-7.9,-7.9
San Jose St,-8.1,-8.1
Nevada,-8.3,-8.3
W Michigan,-8.4,-8.4
Louisiana Tech,-8.8,-8.8
Middle Tenn,-9.4,-9.4
UL Monroe,-9.8,-9.8
Louisiana,-10.6,-10.6
Florida Intl,-10.7,-10.7
Troy,-11.1,-11.1
Arkansas St,-11.9,-11.9
