team,L3,Year
TCU,2.7,3.3
S Florida,3.7,3.1
Texas Tech,3.0,3.0
Iowa St,3.0,3.0
Miami,5.0,3.0
USC,4.3,2.9
UCF,4.0,2.8
Georgia Tech,2.3,2.8
Louisiana Tech,3.3,2.8
Southern Miss,2.7,2.8
Georgia,1.7,2.6
Tulsa,2.7,2.5
Northwestern,1.7,2.5
Arkansas St,1.3,2.5
Miami OH,3.7,2.4
Oregon,3.7,2.4
Arizona St,2.7,2.4
Notre Dame,2.3,2.3
Louisville,2.3,2.3
Colorado St,2.0,2.3
Florida,1.7,2.3
UL Monroe,2.0,2.3
Boise St,3.7,2.2
W Michigan,3.0,2.2
Oregon St,2.3,2.2
UTEP,1.3,2.1
UAB,1.3,2.1
Oklahoma St,2.0,2.1
Ohio,1.7,2.1
BYU,4.3,2.1
Wisconsin,1.7,2.1
Fresno St,2.0,2.0
Kansas St,1.7,2.0
West Virginia,2.3,2.0
Utah,2.3,2.0
Pittsburgh,3.3,2.0
Baylor,1.3,2.0
Texas A&M,1.3,2.0
Penn St,2.3,2.0
Virginia,1.7,2.0
Michigan,1.7,1.9
San Diego St,2.7,1.9
Missouri,1.7,1.9
Temple,1.7,1.9
Arizona,3.0,1.9
Syracuse,1.3,1.9
Nevada,3.0,1.9
Oklahoma,2.0,1.9
Stanford,1.0,1.9
Florida Intl,2.0,1.9
Texas,1.7,1.8
Purdue,2.3,1.8
Ball St,1.7,1.8
South Carolina,1.3,1.8
Bowling Green,1.0,1.8
Rutgers,1.3,1.8
Washington St,2.3,1.8
Tennessee,1.7,1.8
SMU,1.3,1.8
Nebraska,1.3,1.8
Idaho,2.7,1.8
Mississippi,2.3,1.8
Houston,1.0,1.8
Mississippi St,1.7,1.8
UConn,1.3,1.8
Marshall,2.0,1.8
Wyoming,0.3,1.7
Clemson,2.0,1.7
UCLA,1.0,1.7
Alabama,1.7,1.7
Kent St,0.7,1.7
North Carolina,2.0,1.7
Virginia Tech,1.7,1.7
Navy,1.7,1.7
Maryland,2.3,1.7
California,1.3,1.7
Toledo,2.0,1.6
Memphis,1.0,1.6
Cincinnati,1.3,1.6
Hawai'i,1.3,1.6
Florida St,1.0,1.6
E Carolina,0.0,1.6
Wake Forest,1.3,1.5
New Mexico,2.3,1.5
Colorado,2.0,1.5
Air Force,0.7,1.5
Duke,0.7,1.4
Michigan St,0.7,1.4
UNLV,0.7,1.4
Washington,2.0,1.4
C Michigan,0.7,1.4
Army,1.3,1.4
NC State,1.7,1.4
Indiana,0.7,1.3
Utah St,1.3,1.3
Kansas,1.3,1.3
Auburn,1.3,1.3
N Texas,0.7,1.3
New Mexico St,2.7,1.3
Florida Atlantic,1.3,1.3
E Michigan,1.7,1.3
Middle Tenn,1.0,1.3
LSU,0.3,1.3
Tulane,2.3,1.3
San Jose St,1.7,1.3
Troy,1.0,1.2
Akron,0.7,1.2
Vanderbilt,1.0,1.2
Iowa,1.3,1.2
Ohio St,1.0,1.2
Minnesota,0.3,1.2
Kentucky,2.0,1.1
Boston College,1.0,1.1
Rice,2.3,1.0
Louisiana,1.0,1.0
N Illinois,2.0,1.0
Arkansas,1.0,0.9
Buffalo,1.0,0.8
Illinois,0.7,0.7
