team,L3,Year
Oklahoma,10.9,10.9
Texas,8.7,8.7
Texas Tech,8.2,8.2
USC,7.4,7.4
Oregon,7.3,7.3
Washington,6.5,6.5
Miami,6.4,6.4
Virginia Tech,6.2,6.2
Alabama,6.1,6.1
Arkansas,5.6,5.6
Nebraska,5.6,5.6
Mississippi St,5.5,5.5
Georgia,5.4,5.4
LSU,5.4,5.4
Florida,5.2,5.2
Arizona,4.9,4.9
Georgia Tech,4.7,4.7
Stanford,4.7,4.7
California,4.4,4.4
South Carolina,4.2,4.2
Clemson,4.2,4.2
Florida St,3.9,3.9
Tennessee,3.9,3.9
TCU,3.7,3.7
UCLA,3.4,3.4
Oklahoma St,3.4,3.4
Oregon St,3.3,3.3
UConn,3.2,3.2
Kansas,3.1,3.1
Auburn,3.0,3.0
Mississippi,2.9,2.9
Baylor,2.9,2.9
Missouri,2.7,2.7
North Carolina,2.6,2.6
Arizona St,2.4,2.4
Boston College,2.3,2.3
Notre Dame,2.0,2.0
Iowa,1.9,1.9
Ohio St,1.9,1.9
Wake Forest,1.8,1.8
Virginia,1.7,1.7
Kentucky,1.3,1.3
Cincinnati,1.0,1.0
Minnesota,0.9,0.9
Texas A&M,0.7,0.7
Michigan St,0.5,0.5
Louisville,0.4,0.4
Vanderbilt,0.3,0.3
Purdue,0.2,0.2
Houston,0.0,0.0
Colorado,-0.2,-0.2
West Virginia,-0.3,-0.3
Kansas St,-0.3,-0.3
Wisconsin,-0.4,-0.4
BYU,-0.5,-0.5
Penn St,-0.6,-0.6
Boise St,-0.8,-0.8
Illinois,-0.9,-0.9
Maryland,-0.9,-0.9
Pittsburgh,-1.0,-1.0
S Florida,-1.3,-1.3
Iowa St,-1.3,-1.3
NC State,-1.4,-1.4
Michigan,-1.4,-1.4
Washington St,-1.4,-1.4
Navy,-1.5,-1.5
Air Force,-1.7,-1.7
Duke,-2.3,-2.3
Utah,-2.4,-2.4
Louisiana Tech,-2.5,-2.5
E Carolina,-2.7,-2.7
C Michigan,-2.8,-2.8
Syracuse,-2.8,-2.8
Indiana,-2.8,-2.8
Rutgers,-3.3,-3.3
Fresno St,-3.9,-3.9
UCF,-4.0,-4.0
Northwestern,-4.1,-4.1
Tulsa,-4.4,-4.4
Bowling Green,-4.7,-4.7
Southern Miss,-4.8,-4.8
Miami OH,-4.9,-4.9
Colorado St,-5.2,-5.2
UAB,-5.5,-5.5
UNLV,-5.6,-5.6
Utah St,-5.9,-5.9
Wyoming,-5.9,-5.9
Nevada,-6.1,-6.1
Marshall,-6.3,-6.3
Memphis,-6.3,-6.3
SMU,-6.5,-6.5
Troy,-6.7,-6.7
Arkansas St,-6.9,-6.9
Buffalo,-6.9,-6.9
Akron,-7.1,-7.1
Florida Intl,-7.4,-7.4
Rice,-7.5,-7.5
Florida Atlantic,-7.6,-7.6
New Mexico,-7.9,-7.9
San Jose St,-8.1,-8.1
Idaho,-8.2,-8.2
W Michigan,-8.4,-8.4
Ohio,-8.4,-8.4
Toledo,-8.5,-8.5
San Diego St,-8.7,-8.7
UL Monroe,-8.9,-8.9
UTEP,-9.0,-9.0
Middle Tenn,-9.0,-9.0
E Michigan,-9.6,-9.6
W Kentucky,-9.8,-9.8
Kent St,-9.8,-9.8
Temple,-9.9,-9.9
N Illinois,-10.0,-10.0
Hawai'i,-10.2,-10.2
Ball St,-11.0,-11.0
Tulane,-11.5,-11.5
Louisiana,-11.8,-11.8
Army,-12.5,-12.5
N Texas,-12.7,-12.7
New Mexico St,-13.2,-13.2
