team,L3,Year
Nebraska,94.3,145.7
Michigan,184.3,155.2
Fresno St,166.0,159.5
Boise St,176.3,163.4
Alabama,201.7,172.3
Michigan St,166.0,173.7
Florida St,134.7,178.5
Minnesota,209.7,179.9
Arizona St,230.7,181.5
Bowling Green,134.7,181.9
Vanderbilt,247.7,182.5
Florida,198.3,185.3
BYU,225.0,186.0
Georgia,154.3,186.1
Air Force,231.3,188.9
Washington,152.0,189.9
Wisconsin,164.0,190.8
Hawai'i,104.7,191.8
Notre Dame,195.7,194.4
Louisville,207.3,197.7
Army,100.0,199.0
Oklahoma,280.0,199.8
LSU,326.3,202.6
South Carolina,280.3,204.4
Colorado St,186.7,204.5
Virginia,211.7,204.9
Texas Tech,218.7,206.9
Illinois,127.0,208.6
Pittsburgh,159.7,208.9
UConn,320.0,212.0
Buffalo,239.3,212.2
N Illinois,196.0,212.3
Utah St,207.0,212.9
Texas,133.0,213.5
Florida Atlantic,200.3,213.8
Maryland,255.3,215.0
San Diego St,165.7,216.7
Iowa,218.7,217.2
E Michigan,261.7,217.5
UCF,305.0,217.8
Virginia Tech,214.0,217.9
Navy,251.0,218.1
Southern Miss,200.0,219.0
Nevada,200.3,220.4
W Kentucky,220.3,223.9
Penn St,272.0,225.8
Auburn,215.3,226.3
Oregon St,175.3,227.6
S Alabama,258.7,228.7
Rutgers,266.7,229.1
Miami OH,162.0,229.5
Mississippi St,266.7,230.1
San Jose St,306.0,230.8
Indiana,269.7,234.1
UMass,217.0,234.8
Ohio,164.0,238.8
USC,210.0,239.7
Tulsa,158.7,239.8
Purdue,232.7,240.5
W Michigan,280.7,240.5
Texas St,161.0,240.9
Kentucky,200.0,241.2
UNLV,240.7,241.4
Ohio St,140.3,243.5
Temple,182.3,245.8
UTEP,265.0,246.0
TCU,201.0,246.5
Memphis,197.0,247.0
Missouri,409.0,248.4
Kansas St,243.3,249.1
Utah,247.7,249.5
Syracuse,320.3,249.9
New Mexico St,255.7,249.9
Rice,328.3,250.8
Cincinnati,233.0,250.9
Georgia Tech,182.3,251.0
Mississippi,284.0,251.0
Stanford,215.0,251.0
Clemson,281.3,251.1
Arkansas St,306.0,251.5
Oregon,211.7,251.5
Washington St,252.0,251.5
Boston College,233.7,252.2
Akron,232.0,252.2
Ball St,228.3,253.9
Wyoming,195.7,255.1
UCLA,218.7,255.4
C Michigan,244.3,255.8
North Carolina,209.7,257.7
Colorado,170.7,258.0
Troy,234.7,258.4
Marshall,320.3,259.2
Tulane,287.0,259.7
UAB,206.7,259.7
Texas A&M,265.7,260.1
N Texas,254.3,260.4
Middle Tenn,236.0,261.4
SMU,279.0,261.5
Florida Intl,299.7,262.1
Duke,298.7,263.9
S Florida,284.0,265.5
Wake Forest,283.3,266.3
Northwestern,233.0,268.2
California,329.7,269.9
E Carolina,356.0,270.5
New Mexico,253.7,271.5
UL Monroe,294.3,271.5
Idaho,211.3,276.5
Kent St,266.3,279.1
Miami,341.3,281.8
NC State,239.3,283.1
Toledo,300.3,284.6
Houston,292.7,290.3
Arkansas,266.0,291.2
Tennessee,239.7,291.5
Kansas,407.3,292.2
UTSA,341.0,292.5
Louisiana,296.0,295.5
Iowa St,270.7,298.3
Oklahoma St,364.0,304.3
Arizona,253.3,309.8
Baylor,329.0,326.5
Louisiana Tech,329.3,340.4
West Virginia,277.7,346.6
