team,L3,Year
Oregon,0.7,0.3
Washington,0.7,0.5
Georgia,0.3,0.6
USC,1.0,0.7
Ball St,1.0,0.8
Utah,1.0,0.8
Duke,1.0,0.8
Clemson,0.7,0.8
W Michigan,0.7,0.8
Nevada,1.7,0.8
N Illinois,1.0,0.8
Rice,1.3,1.0
Kansas St,0.7,1.0
Arizona,1.7,1.0
UTEP,1.7,1.0
Baylor,1.0,1.0
Arizona St,1.3,1.0
Iowa St,1.0,1.0
Northwestern,0.7,1.0
Boston College,0.7,1.0
LSU,0.3,1.1
Indiana,1.7,1.2
Georgia So,1.0,1.2
Louisiana Tech,1.7,1.2
W Kentucky,1.0,1.2
Cincinnati,1.7,1.2
E Carolina,1.0,1.2
Miami OH,1.3,1.3
Oklahoma,1.3,1.3
Georgia Tech,1.3,1.3
Kentucky,0.7,1.3
Syracuse,1.7,1.3
Michigan St,1.7,1.3
S Alabama,0.7,1.3
Old Dominion,1.7,1.3
Iowa,1.0,1.3
South Carolina,1.3,1.3
TCU,1.7,1.4
New Mexico,1.0,1.4
Mississippi,0.3,1.4
Colorado,1.3,1.4
UCLA,2.0,1.4
Texas A&M,2.3,1.4
Wyoming,1.7,1.5
UL Monroe,2.0,1.5
North Carolina,2.0,1.5
Colorado St,1.0,1.5
Air Force,1.7,1.5
Ohio St,0.7,1.5
Auburn,1.7,1.5
Nebraska,2.0,1.5
Marshall,2.0,1.5
Kent St,0.7,1.6
Middle Tenn,1.0,1.6
Florida Atlantic,2.3,1.6
NC State,2.0,1.6
Alabama,1.3,1.6
Buffalo,1.3,1.6
Oregon St,1.3,1.6
Texas St,2.0,1.6
Memphis,2.3,1.6
Pittsburgh,1.7,1.7
Utah St,1.0,1.7
Kansas,1.0,1.7
Troy,2.3,1.7
Army,1.3,1.7
Washington St,1.3,1.7
Navy,1.7,1.7
Missouri,2.0,1.7
UNLV,1.7,1.7
Penn St,1.0,1.7
Akron,1.7,1.7
Toledo,1.7,1.7
S Florida,1.7,1.7
Minnesota,0.7,1.7
Oklahoma St,2.0,1.7
California,1.3,1.7
Purdue,1.3,1.7
Ohio,1.3,1.7
App State,2.0,1.8
Louisiana,0.7,1.8
Stanford,1.7,1.8
Rutgers,1.3,1.8
Arkansas,2.7,1.8
Texas,2.0,1.9
Notre Dame,2.3,1.9
Bowling Green,2.0,1.9
UMass,2.3,1.9
Fresno St,2.3,2.0
Florida Intl,2.7,2.0
UTSA,3.0,2.0
Hawai'i,2.7,2.0
Tulsa,1.3,2.0
Virginia Tech,1.3,2.0
Tulane,0.7,2.0
Idaho,1.7,2.0
Wisconsin,1.7,2.0
Southern Miss,2.3,2.0
Georgia St,1.0,2.0
Louisville,1.3,2.1
C Michigan,2.3,2.1
Illinois,2.0,2.2
Mississippi St,2.7,2.2
Florida St,1.7,2.2
Wake Forest,2.7,2.2
San Diego St,2.7,2.2
N Texas,2.3,2.2
Miami,1.7,2.2
Tennessee,3.0,2.2
Maryland,2.0,2.2
Virginia,1.7,2.2
Temple,2.3,2.2
Michigan,1.3,2.3
BYU,3.0,2.3
West Virginia,2.3,2.3
Houston,2.0,2.3
Texas Tech,2.3,2.3
UAB,1.7,2.3
UConn,2.3,2.4
Arkansas St,3.0,2.4
Boise St,3.7,2.4
Vanderbilt,2.0,2.5
SMU,2.3,2.5
Florida,4.0,2.7
UCF,3.0,2.8
San Jose St,2.0,2.8
E Michigan,2.0,3.2
New Mexico St,4.0,3.3
