team,L3,Year
Clemson,166.0,143.1
Ohio St,104.0,150.3
LSU,202.3,160.6
West Virginia,136.0,161.0
South Carolina,208.0,164.4
Rutgers,183.0,175.0
Troy,182.7,175.6
Wyoming,170.7,176.1
S Florida,169.3,180.9
Notre Dame,239.7,181.0
Auburn,189.3,181.1
Pittsburgh,213.0,181.6
USC,169.0,184.1
Michigan,156.0,184.1
Wisconsin,147.0,185.4
Texas Tech,158.3,186.1
Vanderbilt,223.0,186.1
Miami,180.0,188.3
UConn,200.3,188.6
Utah,160.0,189.4
Mississippi St,191.0,190.5
TCU,149.3,191.3
Colorado St,173.0,192.5
Georgia,196.0,195.9
Kansas,228.3,197.9
Temple,190.7,198.5
Akron,247.3,198.5
Arkansas,135.3,200.1
Houston,243.0,203.9
Ball St,190.3,204.7
Kentucky,183.3,205.3
Penn St,271.7,205.7
Maryland,245.3,205.9
Michigan St,139.0,207.1
Georgia Tech,153.0,207.3
Virginia Tech,259.7,208.1
Fresno St,185.3,208.9
Middle Tenn,189.7,208.9
Nevada,205.0,210.1
North Carolina,201.7,210.6
Bowling Green,177.0,211.9
UNLV,196.0,211.9
Iowa,257.7,212.9
Florida St,200.3,213.1
Arkansas St,161.3,213.3
BYU,150.0,214.8
Boise St,253.7,215.3
Southern Miss,220.7,216.4
Virginia,209.0,217.3
Ohio,233.7,217.4
NC State,259.3,218.9
Arizona St,257.3,220.0
Army,207.7,222.3
Wake Forest,186.0,224.4
Nebraska,171.7,224.6
Mississippi,199.3,225.2
Air Force,195.0,225.5
E Michigan,258.7,226.1
Colorado,266.0,226.6
Indiana,176.3,227.4
Texas,244.7,227.6
San Jose St,248.3,227.9
Miami OH,172.0,228.1
Buffalo,252.3,228.3
Oklahoma,286.3,229.9
Florida Atlantic,148.0,229.9
Memphis,216.0,230.3
Alabama,268.0,231.1
Kent St,268.7,233.1
Kansas St,236.3,234.6
UCF,276.3,237.1
Oregon St,235.0,237.6
N Illinois,252.0,238.4
Iowa St,243.7,238.5
New Mexico,144.3,240.6
California,198.3,241.9
Toledo,216.3,242.8
UCLA,199.0,243.1
Baylor,253.0,246.5
Florida Intl,218.3,247.0
Purdue,218.0,248.3
Texas A&M,293.3,250.1
Arizona,215.7,251.0
Florida,258.7,251.6
Hawai'i,304.7,253.3
W Michigan,232.7,254.9
Marshall,331.0,255.4
Northwestern,268.3,255.9
Oregon,261.7,256.3
UAB,241.3,257.6
Utah St,288.3,258.4
Navy,213.7,258.7
Tennessee,298.7,259.1
UL Monroe,239.0,259.3
Washington,311.0,259.4
Syracuse,277.0,262.3
Illinois,192.3,264.0
Boston College,238.3,264.4
Stanford,241.7,267.4
Tulsa,225.3,267.5
Idaho,261.7,270.3
Washington St,240.7,270.5
San Diego St,219.7,270.5
W Kentucky,252.7,270.8
Louisiana Tech,289.0,272.0
Louisville,205.7,272.0
Louisiana,322.0,275.9
Cincinnati,283.7,280.1
Duke,302.0,280.5
Tulane,331.7,281.7
Missouri,300.0,283.4
N Texas,283.3,288.6
E Carolina,306.3,289.4
New Mexico St,302.0,296.9
SMU,234.0,300.0
C Michigan,281.7,305.0
Oklahoma St,250.3,313.4
UTEP,307.3,327.0
Minnesota,319.7,349.9
Rice,341.7,356.4
