team,L3,Year
Ball St,1.0,0.6
Clemson,0.7,0.8
Georgia,1.0,0.8
LSU,1.3,0.8
California,1.0,0.8
Georgia Tech,1.3,1.0
Syracuse,1.0,1.0
Air Force,1.0,1.0
E Carolina,1.3,1.0
Florida,1.0,1.0
UConn,1.0,1.0
Louisiana Tech,1.0,1.0
Louisiana,1.3,1.0
Iowa,0.7,1.0
Michigan St,1.0,1.2
Florida Atlantic,1.0,1.2
Akron,1.7,1.2
Kentucky,1.7,1.3
Florida St,1.3,1.3
San Jose St,1.0,1.3
C Michigan,1.3,1.3
Cincinnati,1.0,1.3
South Carolina,1.3,1.3
San Diego St,1.3,1.3
Missouri,1.3,1.3
Nevada,1.3,1.3
UNLV,1.7,1.4
UL Monroe,1.7,1.5
UTEP,1.7,1.5
Texas A&M,1.7,1.5
Maryland,2.0,1.5
Wisconsin,1.7,1.5
Alabama,1.7,1.5
Arizona St,1.3,1.6
Washington St,2.0,1.6
Navy,1.0,1.6
Virginia,1.3,1.6
Kansas St,1.7,1.7
UAB,1.7,1.7
Rutgers,1.7,1.7
Memphis,1.7,1.7
Ohio,2.0,1.8
Stanford,2.0,1.8
Texas Tech,2.3,1.8
Virginia Tech,1.3,1.8
Tennessee,2.0,1.8
Arkansas St,2.0,1.8
Duke,1.7,1.8
Mississippi,1.3,1.8
Utah,2.3,1.8
Oregon,2.7,1.8
Fresno St,2.0,2.0
New Mexico,2.7,2.0
West Virginia,2.7,2.0
Rice,2.0,2.0
Indiana,2.3,2.0
Arizona,2.7,2.0
Utah St,2.3,2.0
Louisville,2.3,2.0
Bowling Green,2.0,2.0
Kansas,2.0,2.0
Tulsa,2.0,2.0
Troy,2.3,2.0
UCF,2.7,2.0
Michigan,1.3,2.0
Ohio St,1.0,2.0
E Michigan,2.3,2.0
Miami,2.7,2.0
Toledo,2.3,2.0
Washington,2.7,2.0
Vanderbilt,2.0,2.0
Oklahoma,2.0,2.0
Boston College,1.7,2.0
Middle Tenn,1.0,2.2
UCLA,3.3,2.2
Colorado St,2.7,2.3
USC,2.0,2.3
Oklahoma St,2.7,2.3
Boise St,2.3,2.3
S Florida,2.3,2.3
Marshall,2.3,2.3
Southern Miss,2.3,2.3
Texas,2.7,2.4
Notre Dame,2.7,2.4
Colorado,2.3,2.4
Buffalo,3.0,2.4
Miami OH,2.3,2.4
BYU,2.7,2.4
SMU,2.3,2.4
Nebraska,2.7,2.4
Illinois,1.7,2.5
Baylor,2.0,2.5
Army,2.7,2.5
Northwestern,3.3,2.5
Arkansas,2.7,2.5
TCU,2.3,2.6
Penn St,2.7,2.6
W Kentucky,2.7,2.7
Tulane,2.7,2.7
Kent St,2.7,2.8
Purdue,2.7,2.8
Pittsburgh,3.7,2.8
North Carolina,3.0,2.8
Mississippi St,1.3,2.8
Iowa St,2.7,2.8
Auburn,2.3,2.8
Wyoming,3.3,3.0
Houston,2.7,3.0
Hawai'i,3.0,3.0
N Texas,3.0,3.0
Temple,3.3,3.0
N Illinois,3.0,3.0
W Michigan,3.3,3.3
Wake Forest,3.0,3.3
New Mexico St,3.3,3.3
Minnesota,4.3,3.6
Idaho,4.7,3.8
Florida Intl,3.7,3.8
NC State,5.0,4.3
Oregon St,6.0,5.0
