team,L3,Year
Wisconsin,119.0,135.4
Ohio St,102.3,136.3
W Kentucky,125.3,138.0
Clemson,133.7,144.1
Coastal Car,143.0,157.3
Kansas St,186.3,157.8
S Florida,151.0,163.3
Michigan,211.3,163.6
Georgia,148.3,167.7
Minnesota,117.7,167.8
UAB,125.3,167.8
Oregon,203.3,169.3
Missouri,183.7,173.2
Florida Intl,113.7,177.8
Army,191.0,179.3
Northwestern,166.7,180.2
Colorado St,146.7,181.3
Virginia,155.0,181.7
Memphis,256.3,181.8
Kentucky,99.0,182.9
Iowa,197.0,183.0
UTSA,232.7,184.2
Indiana,170.3,186.2
Liberty,190.3,186.6
Oklahoma,210.3,186.8
BYU,154.3,188.0
Navy,204.7,189.6
Tulsa,172.3,189.7
Alabama,192.7,190.6
TCU,167.7,194.4
Notre Dame,233.0,195.2
Michigan St,224.0,196.6
UTEP,182.3,202.8
Louisiana,162.3,203.2
Nebraska,158.7,205.1
Texas St,231.0,205.6
Cincinnati,258.0,206.0
Florida,202.7,206.7
N Illinois,189.0,209.5
Utah,148.7,209.5
Fresno St,182.7,210.8
UNLV,231.3,211.2
Georgia Tech,250.7,211.5
Georgia St,196.0,212.0
Miami OH,153.7,212.2
California,187.3,213.7
Akron,142.3,214.1
S Alabama,192.0,214.2
North Carolina,204.3,214.6
Boise St,269.3,217.3
Tulane,220.7,217.7
Old Dominion,220.3,218.3
App State,157.7,218.4
Charlotte,257.3,218.7
Georgia So,151.7,218.8
Iowa St,203.0,219.0
Duke,209.0,219.2
Buffalo,156.0,221.7
Texas A&M,248.3,221.7
San Diego St,181.3,222.5
Miami,191.3,222.8
Auburn,221.3,224.7
N Texas,266.7,224.8
Tennessee,222.3,225.2
LSU,229.7,225.2
Pittsburgh,260.0,226.7
Washington,260.7,226.7
USC,196.0,227.1
Penn St,228.3,228.3
San Jose St,200.3,228.5
Kent St,238.7,228.7
Hawai'i,196.3,229.8
Arkansas,177.3,230.8
Baylor,256.0,231.7
UCF,247.7,232.7
Illinois,204.3,237.0
Rutgers,277.3,241.6
West Virginia,267.7,242.2
New Mexico St,151.3,243.9
Temple,349.7,244.0
Rice,234.7,244.3
Mississippi St,285.0,244.4
Arizona St,265.7,250.8
SMU,279.3,251.4
Vanderbilt,137.0,253.4
Kansas,327.3,253.7
Ohio,266.7,255.2
Oregon St,219.3,255.8
Air Force,258.3,255.8
Marshall,248.7,256.3
UConn,230.3,257.8
E Michigan,242.0,258.2
NC State,239.7,258.7
C Michigan,212.3,259.0
South Carolina,197.3,259.8
Louisiana Tech,232.0,260.3
Ball St,231.7,262.0
Stanford,245.0,262.1
E Carolina,290.0,267.4
UL Monroe,255.0,267.5
Florida Atlantic,275.0,270.3
Purdue,247.3,275.4
Oklahoma St,284.7,275.7
Middle Tenn,304.0,277.0
W Michigan,289.0,277.3
Virginia Tech,335.0,280.4
Mississippi,234.3,280.9
Washington St,279.3,282.3
Toledo,231.3,283.2
Texas Tech,340.0,283.7
Wake Forest,285.3,285.8
UMass,300.7,291.2
Utah St,261.0,293.0
Florida St,274.0,293.0
Southern Miss,249.7,294.5
Syracuse,282.7,295.5
Bowling Green,299.7,297.7
Arkansas St,310.0,298.3
Louisville,326.7,300.0
Arizona,275.7,300.3
Wyoming,225.0,307.7
Houston,297.7,308.5
Texas,304.0,310.0
Boston College,327.0,311.2
UCLA,260.0,312.4
Nevada,317.3,315.5
Colorado,349.3,316.0
Maryland,305.7,324.2
Troy,305.3,326.6
New Mexico,306.0,332.2
