team,L3,Year
San Jose St,24.0,24.0
West Virginia,29.0,29.0
Pittsburgh,63.0,63.0
Cincinnati,81.0,81.0
UConn,85.0,85.0
Clemson,95.0,95.0
Oklahoma,106.5,106.5
E Michigan,108.0,108.0
Missouri,124.0,124.0
Buffalo,128.0,128.0
Stanford,128.0,128.0
Rice,128.0,128.0
W Michigan,131.5,131.5
Utah St,132.0,132.0
Ohio St,138.5,138.5
North Carolina,140.0,140.0
Air Force,140.0,140.0
Michigan,143.5,143.5
Florida St,146.5,146.5
UCLA,147.0,147.0
Washington,152.0,152.0
Mississippi,153.0,153.0
Northwestern,155.0,155.0
Texas A&M,160.0,160.0
S Florida,163.0,163.0
Memphis,165.0,165.0
Baylor,166.0,166.0
Miami,166.0,166.0
Auburn,167.0,167.0
UMass,168.0,168.0
Hawai'i,168.5,168.5
N Texas,171.0,171.0
California,173.0,173.0
Vanderbilt,175.0,175.0
Georgia Tech,177.0,177.0
Oregon St,180.0,180.0
NC State,184.0,184.0
Illinois,186.0,186.0
Penn St,186.5,186.5
Louisville,186.5,186.5
Texas Tech,187.0,187.0
Mississippi St,191.0,191.0
Arkansas,191.5,191.5
Oregon,192.0,192.0
UL Monroe,192.0,192.0
Kansas St,192.0,192.0
Old Dominion,192.0,192.0
Minnesota,194.0,194.0
Bowling Green,195.0,195.0
Notre Dame,196.0,196.0
TCU,197.0,197.0
Troy,199.0,199.0
Ohio,201.5,201.5
Washington St,204.0,204.0
E Carolina,205.0,205.0
Kent St,208.0,208.0
Alabama,208.5,208.5
Virginia Tech,212.0,212.0
Wisconsin,212.0,212.0
South Carolina,212.0,212.0
Marshall,213.0,213.0
Tulsa,214.5,214.5
Iowa St,215.0,215.0
USC,216.5,216.5
Wake Forest,221.0,221.0
Colorado,226.0,226.0
Kentucky,227.0,227.0
Tulane,228.0,228.0
Boise St,229.5,229.5
Colorado St,233.0,233.0
Ball St,233.0,233.0
Purdue,234.0,234.0
Arkansas St,236.0,236.0
UTSA,236.0,236.0
Southern Miss,237.0,237.0
Florida,237.0,237.0
Florida Intl,241.5,241.5
Arizona,245.5,245.5
Duke,246.0,246.0
Arizona St,247.0,247.0
Iowa,247.0,247.0
Georgia,250.5,250.5
App State,252.0,252.0
Louisiana,257.0,257.0
Miami OH,263.0,263.0
Oklahoma St,265.0,265.0
Temple,265.0,265.0
C Michigan,266.0,266.0
Utah,267.5,267.5
Nevada,269.0,269.0
Army,270.0,270.0
Texas,273.5,273.5
SMU,275.5,275.5
Virginia,279.0,279.0
Indiana,283.0,283.0
W Kentucky,287.0,287.0
Georgia So,293.0,293.0
Charlotte,299.0,299.0
S Alabama,303.0,303.0
UNLV,306.5,306.5
BYU,308.0,308.0
Akron,309.5,309.5
Tennessee,310.0,310.0
UCF,310.5,310.5
Middle Tenn,312.0,312.0
New Mexico,321.0,321.0
San Diego St,321.0,321.0
Houston,325.0,325.0
N Illinois,329.0,329.0
Wyoming,330.0,330.0
LSU,335.0,335.0
Michigan St,337.0,337.0
Georgia St,344.5,344.5
Nebraska,346.0,346.0
Florida Atlantic,362.0,362.0
Idaho,368.5,368.5
Kansas,370.0,370.0
Texas St,370.0,370.0
Syracuse,373.0,373.0
UTEP,376.5,376.5
New Mexico St,377.0,377.0
Fresno St,392.0,392.0
Toledo,412.0,412.0
Louisiana Tech,441.0,441.0
Rutgers,478.0,478.0
Maryland,491.0,491.0
