team,L3,Year
TCU,1.0,9.7
Missouri,7.3,11.8
Boise St,4.7,12.3
Alabama,17.0,12.9
Utah,12.0,14.0
Iowa,10.3,14.4
West Virginia,12.0,14.8
Arizona,15.0,14.8
LSU,19.0,15.2
UCF,12.7,15.2
Mississippi St,14.3,16.0
Ohio St,18.0,16.0
Nebraska,18.0,16.2
S Florida,12.0,17.2
Georgia,14.3,17.4
Florida St,16.7,17.8
Michigan St,15.7,18.2
Rutgers,20.3,18.4
Florida,24.7,18.7
Penn St,23.3,18.8
Texas,25.0,18.8
Clemson,19.3,19.0
Oklahoma,16.3,19.0
Air Force,20.0,19.2
North Carolina,14.3,19.3
Nevada,22.0,19.3
Oregon,28.3,19.6
Purdue,21.7,20.2
Navy,20.7,20.4
N Illinois,15.0,20.5
San Diego St,18.7,20.8
South Carolina,29.0,21.2
Northwestern,24.3,21.4
Wisconsin,25.0,21.5
Illinois,21.0,21.6
Kansas St,22.7,22.0
Virginia Tech,24.0,22.0
Pittsburgh,18.0,22.4
Notre Dame,16.7,23.0
Ohio,17.3,23.2
Louisville,19.7,23.4
Baylor,25.7,23.5
Temple,31.0,23.5
Miami,26.3,23.6
UTEP,21.7,23.7
Cincinnati,20.3,23.8
Army,29.3,23.9
Maryland,25.0,24.0
USC,27.7,24.3
Auburn,26.7,24.4
Syracuse,31.7,24.5
Southern Miss,26.3,24.7
California,21.7,24.8
Stanford,33.7,25.0
Georgia Tech,18.3,25.3
Colorado,28.0,25.3
Vanderbilt,29.7,25.5
Kent St,26.0,25.6
Texas A&M,30.7,25.6
UCLA,25.0,25.7
UConn,23.0,25.8
SMU,25.7,25.9
Boston College,33.0,26.2
NC State,30.3,26.5
Florida Atlantic,24.0,26.6
C Michigan,34.3,26.7
Arizona St,29.0,26.8
Michigan,35.7,27.0
Florida Intl,25.0,27.2
Oklahoma St,26.7,27.2
Mississippi,32.0,27.4
Arkansas,35.3,27.4
N Texas,28.7,27.7
Troy,21.7,27.8
Toledo,32.7,28.0
BYU,27.7,28.0
Idaho,32.3,28.4
UAB,26.7,28.8
Miami OH,28.7,28.9
Middle Tenn,32.7,29.2
Hawai'i,23.0,29.5
Kentucky,35.7,29.9
Louisiana Tech,27.3,30.0
Minnesota,32.7,30.2
Fresno St,38.0,30.4
Utah St,27.0,30.6
Oregon St,30.0,30.8
Indiana,38.0,31.0
Tulsa,17.3,31.3
Washington,29.7,31.3
Houston,34.7,31.8
Texas Tech,41.3,32.0
Virginia,37.0,32.0
Colorado St,28.7,32.3
Arkansas St,29.7,32.4
Wyoming,30.0,32.5
UL Monroe,33.0,32.8
Tennessee,28.7,33.0
W Michigan,31.0,33.6
Ball St,34.3,34.4
Rice,39.0,34.6
Buffalo,38.7,34.8
Tulane,35.7,35.2
Marshall,33.0,35.3
UNLV,45.3,36.4
Kansas,43.3,37.2
Bowling Green,35.0,37.3
Louisiana,37.3,37.5
Akron,38.7,37.8
Iowa St,52.7,38.3
New Mexico St,35.3,38.5
Memphis,48.3,39.4
W Kentucky,29.0,39.5
E Carolina,37.3,39.5
Duke,28.0,40.0
Wake Forest,34.7,41.8
San Jose St,46.3,42.8
Washington St,36.3,43.2
E Michigan,40.0,43.4
New Mexico,33.0,46.5
