team,L3,Year
Texas A&M,11.6,11.6
Stanford,11.4,11.4
Vanderbilt,9.9,9.9
Clemson,8.7,8.7
North Carolina,8.7,8.7
LSU,8.7,8.7
Alabama,7.9,7.9
Florida,7.9,7.9
Auburn,7.9,7.9
Miami,7.8,7.8
South Carolina,7.6,7.6
Syracuse,7.2,7.2
BYU,6.9,6.9
Houston,6.5,6.5
Oregon,6.5,6.5
Florida Atlantic,5.8,5.8
Texas,5.7,5.7
Pittsburgh,5.1,5.1
UCLA,4.9,4.9
Fresno St,4.4,4.4
Rice,4.1,4.1
Florida St,2.4,2.4
Ohio St,2.2,2.2
Cincinnati,2.0,2.0
USC,1.8,1.8
Arkansas St,1.3,1.3
Kentucky,1.2,1.2
New Mexico St,1.0,1.0
Mississippi St,0.9,0.9
Tulsa,-0.1,-0.1
Duke,-0.3,-0.3
Maryland,-0.4,-0.4
E Michigan,-0.7,-0.7
Northwestern,-1.0,-1.0
Temple,-1.0,-1.0
UCF,-1.2,-1.2
Oklahoma,-1.2,-1.2
Texas St,-1.3,-1.3
Tulane,-1.3,-1.3
Virginia,-1.4,-1.4
Hawai'i,-1.6,-1.6
Notre Dame,-1.7,-1.7
Kansas St,-1.7,-1.7
Indiana,-2.0,-2.0
Boise St,-2.7,-2.7
Colorado,-2.7,-2.7
Georgia,-2.8,-2.8
Wake Forest,-3.0,-3.0
Michigan St,-3.0,-3.0
TCU,-3.1,-3.1
Iowa St,-3.1,-3.1
Utah St,-3.2,-3.2
Arizona St,-3.5,-3.5
Purdue,-3.5,-3.5
Utah,-3.6,-3.6
Army,-3.6,-3.6
Iowa,-3.7,-3.7
Southern Miss,-3.8,-3.8
Ohio,-4.0,-4.0
Toledo,-4.3,-4.3
West Virginia,-4.3,-4.3
W Michigan,-4.5,-4.5
N Illinois,-4.6,-4.6
California,-4.6,-4.6
Washington St,-4.7,-4.7
Miami OH,-4.8,-4.8
Air Force,-4.8,-4.8
Marshall,-4.8,-4.8
Wisconsin,-4.9,-4.9
N Texas,-4.9,-4.9
Louisiana,-5.2,-5.2
Mississippi,-5.2,-5.2
Nebraska,-5.5,-5.5
Michigan,-5.6,-5.6
Georgia So,-5.6,-5.6
S Florida,-5.9,-5.9
Louisville,-5.9,-5.9
Oklahoma St,-6.0,-6.0
Liberty,-6.1,-6.1
Penn St,-6.8,-6.8
Middle Tenn,-7.5,-7.5
Oregon St,-7.5,-7.5
SMU,-7.6,-7.6
Georgia Tech,-7.9,-7.9
Arizona,-8.1,-8.1
UL Monroe,-8.3,-8.3
Minnesota,-8.6,-8.6
Missouri,-8.6,-8.6
Georgia St,-8.6,-8.6
Washington,-9.2,-9.2
Nevada,-9.5,-9.5
Texas Tech,-10.4,-10.4
Wyoming,-10.4,-10.4
Memphis,-10.6,-10.6
E Carolina,-10.7,-10.7
Louisiana Tech,-11.0,-11.0
S Alabama,-11.1,-11.1
San Diego St,-11.1,-11.1
Buffalo,-11.3,-11.3
Ball St,-11.3,-11.3
NC State,-11.4,-11.4
UNLV,-11.6,-11.6
Rutgers,-11.7,-11.7
Tennessee,-11.8,-11.8
Kent St,-11.8,-11.8
Arkansas,-12.6,-12.6
W Kentucky,-13.0,-13.0
Colorado St,-13.0,-13.0
Akron,-13.7,-13.7
Virginia Tech,-13.8,-13.8
Kansas,-13.8,-13.8
Boston College,-14.2,-14.2
Coastal Car,-14.4,-14.4
Troy,-14.8,-14.8
Florida Intl,-14.9,-14.9
UTSA,-15.4,-15.4
New Mexico,-16.7,-16.7
Illinois,-17.5,-17.5
UMass,-18.6,-18.6
Charlotte,-18.9,-18.9
Bowling Green,-19.4,-19.4
Old Dominion,-19.6,-19.6
San Jose St,-20.4,-20.4
App State,-20.5,-20.5
UConn,-20.6,-20.6
UTEP,-21.5,-21.5
Baylor,-22.0,-22.0
C Michigan,-22.2,-22.2
Navy,-22.6,-22.6
UAB,-27.0,-27.0
