team,L3,Year
Tulsa,54.3,54.7
Oklahoma,46.0,47.0
Missouri,37.3,46.7
Texas Tech,47.7,46.5
Texas,43.0,45.6
Florida,50.7,42.0
Oklahoma St,28.7,41.7
Oregon,31.7,41.5
Rice,38.3,40.1
Utah,40.0,39.3
Penn St,35.7,38.8
USC,38.0,38.0
California,30.7,37.9
Houston,43.3,36.7
Arizona,25.0,36.6
Nevada,40.0,36.3
Ball St,31.0,36.0
Louisiana,43.7,35.7
Oregon St,42.7,34.6
Kansas St,30.7,34.1
BYU,23.3,33.6
Nebraska,32.7,33.1
Fresno St,34.7,32.7
Georgia,34.0,32.7
Alabama,23.3,31.9
TCU,33.0,31.9
Illinois,30.7,31.9
UTEP,33.0,31.4
Kansas,27.3,31.4
LSU,27.7,30.7
North Carolina,29.0,30.6
W Michigan,34.3,30.6
S Florida,28.7,30.3
Boise St,28.0,29.8
Southern Miss,25.7,29.0
Pittsburgh,34.0,28.7
Troy,35.7,28.7
Akron,35.0,28.1
UNLV,30.3,27.9
Florida St,32.3,27.8
Michigan St,26.3,27.8
Iowa,32.0,27.4
Miami,28.3,27.4
Minnesota,20.0,27.3
Air Force,29.0,27.3
Texas A&M,34.7,27.3
Buffalo,26.7,27.0
Louisville,33.7,27.0
Navy,29.3,27.0
Boston College,30.0,26.8
C Michigan,28.7,26.6
Notre Dame,28.3,26.6
Memphis,24.7,26.4
Mississippi,22.3,26.3
Northwestern,29.0,25.6
E Carolina,24.7,25.3
UConn,20.7,25.1
Arkansas St,25.7,25.0
Cincinnati,20.7,25.0
Kent St,33.3,25.0
Maryland,17.7,24.7
N Illinois,23.7,24.3
Wisconsin,16.7,24.3
Iowa St,17.3,24.1
New Mexico,27.7,24.1
Baylor,21.3,23.9
Virginia Tech,23.3,23.9
Stanford,21.7,23.8
New Mexico St,25.3,23.5
UL Monroe,30.7,23.4
Bowling Green,23.3,23.4
Georgia Tech,21.7,23.2
South Carolina,24.0,22.3
Ohio St,22.3,22.3
Duke,13.7,22.2
San Jose St,25.7,22.0
Colorado St,20.3,22.0
Florida Intl,32.0,21.4
Toledo,14.3,21.3
Vanderbilt,11.7,21.0
Kentucky,14.3,20.7
UAB,24.3,20.7
UCLA,22.3,20.4
SMU,25.3,20.1
Utah St,17.3,19.9
Tulane,17.0,19.9
West Virginia,25.0,19.8
Hawai'i,23.0,19.3
Rutgers,25.3,19.0
Michigan,16.0,18.9
Auburn,17.3,18.9
Middle Tenn,22.0,18.6
Indiana,14.3,18.6
Tennessee,19.0,18.4
Florida Atlantic,23.3,18.1
Virginia,25.0,18.0
Ohio,18.7,18.0
UCF,21.3,18.0
Army,18.3,18.0
San Diego St,17.0,18.0
Arkansas,22.0,17.9
Idaho,22.0,17.8
Arizona St,11.3,17.5
Wake Forest,7.3,17.4
E Michigan,21.3,17.4
NC State,24.0,17.3
Purdue,11.7,17.1
N Texas,23.3,16.9
Colorado,9.3,16.9
Temple,18.7,16.8
Marshall,11.3,16.5
Washington,11.3,16.1
Miami OH,20.3,15.7
Syracuse,14.3,15.7
Clemson,13.7,15.6
Louisiana Tech,22.3,15.3
Mississippi St,17.0,14.0
W Kentucky,13.3,10.5
Washington St,5.3,9.0
Wyoming,4.7,7.7
