team,L3,Year
Louisiana,361.0,311.7
Nevada,301.7,287.4
Oregon,229.0,278.8
Navy,268.0,274.4
Air Force,324.7,270.7
Army,288.0,258.0
Oklahoma St,207.7,249.4
West Virginia,220.7,245.2
Tulsa,271.0,244.4
Georgia Tech,195.7,244.2
New Mexico,256.7,221.3
Kent St,251.0,217.9
Fresno St,263.3,215.6
UConn,146.0,213.6
Penn St,165.7,212.9
Alabama,189.0,205.4
TCU,167.0,203.9
Florida,252.3,196.0
Stanford,232.3,192.4
USC,241.0,191.9
Ball St,201.0,191.1
Wisconsin,156.3,190.3
Louisville,174.7,190.2
Arkansas St,180.3,189.2
Iowa,210.7,188.9
Baylor,135.0,184.0
Texas,159.0,183.4
Utah,195.3,182.4
Southern Miss,153.3,181.6
California,140.3,179.4
Oklahoma,175.7,177.1
Oregon St,215.3,173.9
Memphis,172.3,173.0
Florida St,170.0,172.2
N Illinois,222.7,170.4
Georgia,191.0,166.9
LSU,144.0,165.3
Louisiana Tech,207.7,164.0
Pittsburgh,176.0,162.7
UAB,184.7,161.4
Michigan St,115.7,160.7
Illinois,156.0,160.3
Northwestern,173.0,159.1
Ohio St,134.0,158.4
Akron,201.0,158.4
Mississippi,145.3,157.1
Indiana,102.7,157.0
S Florida,121.0,152.9
Tulane,168.0,152.6
Maryland,140.3,151.7
Arizona,118.7,151.0
Wyoming,142.3,150.9
Nebraska,165.0,149.5
Troy,159.3,147.2
Virginia Tech,127.7,145.6
Vanderbilt,80.0,144.3
Missouri,94.3,141.9
Houston,161.0,140.7
Texas Tech,128.7,137.7
UNLV,146.3,137.3
Auburn,105.0,137.0
Rice,158.3,136.8
Arkansas,176.0,136.4
W Kentucky,190.3,136.3
UL Monroe,162.0,135.1
Michigan,152.0,134.0
BYU,118.7,133.6
Utah St,116.0,133.0
E Michigan,122.0,132.8
Boston College,90.7,132.7
E Carolina,131.7,132.1
San Jose St,115.7,130.9
UTEP,101.3,130.3
Boise St,146.7,128.3
Kansas St,130.3,128.1
Florida Atlantic,150.3,127.8
Colorado St,110.7,127.4
Colorado,124.7,126.9
Toledo,99.7,126.4
Syracuse,122.0,126.0
Kansas,148.7,125.4
C Michigan,125.7,123.3
N Texas,120.0,123.3
Idaho,167.0,123.3
Minnesota,94.7,123.1
Notre Dame,141.3,122.7
North Carolina,133.7,120.3
Iowa St,119.7,120.0
Purdue,115.0,116.4
Miami OH,170.0,115.7
Buffalo,88.3,114.7
Tennessee,58.7,113.5
Miami,128.0,112.9
Texas A&M,91.0,112.8
Cincinnati,110.0,112.2
Marshall,70.3,111.0
Virginia,128.7,109.4
Wake Forest,141.3,109.0
Mississippi St,134.7,108.9
Rutgers,69.7,104.7
NC State,115.7,103.6
Bowling Green,110.3,102.6
Ohio,123.7,101.0
Kentucky,97.0,101.0
Hawai'i,91.7,99.3
UCF,73.7,99.2
Temple,106.0,98.3
W Michigan,85.7,96.3
Washington,63.3,92.6
Clemson,97.7,91.8
Florida Intl,101.7,91.4
Duke,68.3,91.0
South Carolina,63.7,90.0
Arizona St,84.3,85.8
Middle Tenn,118.7,85.6
UCLA,55.0,82.1
San Diego St,109.0,78.4
Washington St,55.0,70.7
New Mexico St,58.0,62.2
SMU,62.0,41.3
