team,L3,Year
Boise St,87.7,129.3
Air Force,180.0,144.6
San Jose St,167.0,148.0
Ohio St,118.7,149.0
Illinois,138.0,159.0
Michigan,202.0,164.1
Nevada,135.7,167.0
Georgia,154.0,172.8
UAB,179.3,174.7
Tulsa,132.3,177.7
Iowa St,176.7,178.2
Minnesota,251.7,183.3
Fresno St,157.3,184.2
Auburn,141.0,184.8
Kentucky,197.7,185.7
Texas A&M,202.7,188.3
Iowa,188.3,188.5
Florida St,187.3,192.3
Utah St,152.3,193.4
UTEP,259.0,195.1
New Mexico St,201.0,195.7
Syracuse,151.7,196.8
Cincinnati,189.0,197.7
E Michigan,169.7,197.9
Missouri,206.7,198.7
NC State,200.0,200.8
Alabama,289.7,201.8
Notre Dame,187.0,202.0
UMass,219.3,202.3
Liberty,190.7,202.7
Tulane,286.3,204.0
Georgia Tech,232.0,205.8
Pittsburgh,189.7,206.3
Rutgers,201.0,208.2
Temple,261.0,208.3
Virginia,183.3,209.7
South Carolina,220.0,212.0
Northwestern,209.3,214.2
Rice,197.7,214.3
San Diego St,174.0,216.5
Buffalo,209.7,216.9
UNLV,149.7,217.1
Louisville,258.3,217.7
Troy,193.0,217.9
App State,186.0,218.2
Mississippi,223.0,218.7
BYU,292.0,219.3
Colorado,319.7,219.6
Toledo,230.3,219.7
Colorado St,185.0,219.8
Texas Tech,207.3,220.7
Hawai'i,229.0,222.3
Boston College,246.0,223.0
Army,196.0,224.2
LSU,237.3,224.3
Mississippi St,247.3,227.1
Miami,208.0,229.8
Georgia St,144.0,230.3
USC,279.7,231.0
Louisiana,190.3,231.5
Penn St,176.7,231.6
Ball St,178.7,231.6
Florida Atlantic,185.3,231.9
SMU,220.7,232.0
W Kentucky,199.0,233.0
New Mexico,172.7,233.4
S Alabama,208.0,234.2
Virginia Tech,296.0,234.5
Wisconsin,291.0,235.0
Louisiana Tech,241.3,235.7
Coastal Car,254.7,235.8
Utah,308.7,235.8
Wyoming,180.0,236.4
Miami OH,192.7,238.1
Oklahoma,287.0,239.7
Southern Miss,240.7,240.0
Stanford,209.3,240.3
Florida,306.0,242.0
Clemson,213.7,242.6
J Madison,328.0,244.3
UL Monroe,235.7,244.9
Kansas St,279.0,245.2
Baylor,242.7,246.8
Marshall,238.3,247.2
Texas St,293.7,248.7
Washington St,203.0,249.0
Oregon St,273.3,249.1
Texas,253.7,249.3
UConn,186.7,249.4
W Michigan,259.7,250.1
Houston,198.7,253.7
UCF,302.7,254.2
Wake Forest,240.7,255.0
Florida Intl,229.0,255.0
UCLA,305.0,255.8
Maryland,272.7,260.0
C Michigan,214.0,260.7
Bowling Green,160.3,262.6
Purdue,290.7,264.0
Akron,259.3,264.4
Old Dominion,275.3,266.0
N Illinois,195.7,267.1
Arizona,325.3,267.2
Indiana,229.0,267.4
TCU,276.0,268.5
Michigan St,274.0,269.0
S Florida,329.0,269.8
UTSA,294.7,274.7
E Carolina,351.0,277.7
Arizona St,330.7,278.8
California,309.0,280.7
Duke,297.0,280.9
Memphis,276.0,283.5
Charlotte,236.7,284.4
Washington,295.3,286.1
Navy,293.7,286.5
N Texas,319.0,289.7
Arkansas St,295.7,290.6
North Carolina,305.0,291.8
Georgia So,327.3,299.7
Kent St,275.0,301.1
Kansas,291.7,301.9
Oregon,236.0,304.5
Middle Tenn,326.3,304.8
West Virginia,370.7,305.3
Nebraska,282.3,306.3
Arkansas,329.7,306.8
Ohio,259.0,311.0
Vanderbilt,348.7,314.1
Oklahoma St,328.0,329.3
Tennessee,402.7,332.0
