team,L3,Year
Ohio St,50.7,49.6
Tennessee,43.3,47.7
Georgia,41.0,43.2
Alabama,34.3,43.1
Michigan,33.0,42.7
TCU,39.7,42.3
Oklahoma St,40.7,41.7
Wake Forest,39.7,41.0
USC,38.0,40.4
North Carolina,35.3,39.3
UCLA,37.3,39.0
Washington,38.3,38.7
Oregon,46.3,37.8
W Kentucky,27.7,37.4
Clemson,30.7,37.4
Toledo,43.7,37.0
Texas,35.7,36.4
Kansas,32.0,35.4
Utah,39.0,35.3
Mississippi,40.0,35.3
J Madison,30.7,34.7
Memphis,35.0,34.6
UCF,41.3,34.2
Maryland,32.7,34.1
App State,31.3,34.0
Oklahoma,25.3,33.9
Georgia So,35.3,33.7
Penn St,26.3,33.4
Coastal Car,27.7,33.3
UTSA,30.7,33.3
Liberty,40.3,32.6
SMU,28.7,32.5
Cincinnati,29.3,32.5
Houston,31.7,32.3
Duke,33.3,32.3
Baylor,33.3,32.2
Texas Tech,35.7,31.8
Arkansas,31.7,31.8
Mississippi St,21.0,31.8
Arizona,34.7,31.7
N Texas,39.7,31.6
Tulane,35.7,31.0
E Carolina,30.0,31.0
Wisconsin,35.0,30.9
Buffalo,35.3,30.9
LSU,34.3,30.9
South Carolina,36.7,30.3
N Illinois,29.3,30.3
BYU,23.0,30.1
West Virginia,24.3,29.8
Syracuse,22.3,29.7
Purdue,32.7,29.4
Pittsburgh,25.3,29.2
S Alabama,22.3,29.0
Tulsa,23.0,28.5
Air Force,27.7,28.4
Nebraska,28.7,28.3
Florida St,22.0,28.2
Ohio,37.3,28.1
Georgia St,29.7,28.0
Florida,30.7,28.0
Louisiana Tech,36.3,27.8
Kansas St,25.0,27.7
Army,24.0,27.6
Oregon St,31.3,27.6
UAB,30.7,27.5
Louisiana,26.0,27.5
Louisville,30.3,27.1
Minnesota,13.7,27.0
Michigan St,22.3,27.0
Florida Atlantic,22.0,26.7
San Jose St,27.7,26.6
Notre Dame,28.7,26.6
Rice,28.0,26.3
Old Dominion,32.0,25.7
Kentucky,20.0,25.7
Navy,35.7,25.5
Boise St,31.3,25.3
E Michigan,25.0,25.3
Illinois,23.0,25.2
Washington St,17.3,24.7
UNLV,11.7,24.6
Arkansas St,19.0,24.6
Middle Tenn,20.3,24.5
Vanderbilt,14.0,24.4
Charlotte,23.3,23.7
Ball St,19.3,23.6
Fresno St,26.0,23.5
Kent St,29.3,23.4
C Michigan,20.7,23.0
Indiana,20.0,23.0
NC State,16.0,22.8
Wyoming,23.7,22.6
Arizona St,28.0,22.5
Miami,21.7,22.5
Stanford,19.3,22.5
S Florida,27.7,22.5
UTEP,32.0,22.4
Missouri,18.7,22.3
Bowling Green,19.3,22.0
California,14.3,21.5
Utah St,21.7,20.9
UL Monroe,26.3,20.7
Marshall,15.3,20.6
Texas A&M,22.7,20.3
Troy,18.0,20.3
Texas St,21.3,19.9
Iowa St,13.7,19.7
Auburn,20.3,19.0
Southern Miss,16.7,18.5
Akron,27.3,18.3
Virginia Tech,17.7,17.8
Northwestern,12.7,17.7
W Michigan,17.7,17.4
Hawai'i,19.3,17.3
Nevada,12.3,16.9
UConn,24.3,16.7
Miami OH,16.7,16.7
Boston College,17.3,16.2
San Diego St,17.3,16.0
Rutgers,15.7,15.8
Iowa,10.0,15.2
New Mexico St,24.3,15.0
Virginia,16.7,14.8
Florida Intl,18.7,14.8
Colorado,16.3,13.7
Colorado St,15.7,13.3
New Mexico,10.7,13.3
Georgia Tech,19.3,13.0
Temple,10.7,12.3
UMass,14.7,10.7
