team,L3,Year
Oklahoma,124.0,149.7
Florida,203.7,172.4
Florida Atlantic,180.3,174.7
W Kentucky,147.0,176.0
Alabama,109.0,176.7
Michigan St,220.0,176.8
W Michigan,208.0,177.6
Florida St,200.3,177.6
Wyoming,198.0,180.2
Virginia Tech,202.7,184.0
NC State,169.0,185.8
Louisville,228.3,186.3
UMass,185.3,188.0
S Florida,254.7,191.2
Marshall,175.0,193.0
Purdue,173.7,198.7
Bowling Green,157.3,198.8
South Carolina,129.0,199.3
Cincinnati,216.7,200.5
Texas,223.3,203.0
Washington,245.7,203.7
Arizona,206.3,204.2
Baylor,175.7,205.4
Ball St,203.7,206.7
Southern Miss,283.7,208.0
UConn,223.7,209.0
Navy,162.7,209.8
UCLA,243.3,210.2
Georgia Tech,233.7,210.3
UTEP,225.7,211.3
Miami,216.7,211.6
Tulsa,199.3,213.7
UNLV,281.3,214.8
LSU,243.3,215.4
Louisiana Tech,158.0,215.5
Toledo,239.3,216.2
Nevada,171.3,216.5
Iowa,211.3,217.3
Penn St,236.7,218.2
Wisconsin,238.0,218.8
New Mexico St,134.0,218.9
Arizona St,221.7,220.2
Pittsburgh,227.0,223.0
USC,293.3,223.6
Illinois,156.7,224.0
Kentucky,266.7,224.0
Buffalo,169.3,225.3
C Michigan,219.3,225.4
Texas Tech,214.0,226.2
Rice,177.0,226.6
New Mexico,223.7,227.3
BYU,268.0,229.9
Arkansas,226.7,230.1
Army,211.3,230.9
Vanderbilt,199.3,231.5
Mississippi,237.7,231.5
Memphis,230.0,232.0
UCF,295.0,234.2
Oregon St,235.7,234.5
Clemson,236.7,234.7
Duke,238.0,235.2
E Carolina,194.0,236.0
E Michigan,220.3,236.5
Utah St,251.0,237.6
Mississippi St,234.3,237.6
Kansas St,270.7,238.2
UTSA,267.7,240.3
TCU,208.0,240.7
Maryland,318.0,240.8
Ohio,162.3,244.0
Kansas,252.3,244.8
Notre Dame,267.0,244.9
Boston College,256.7,245.0
Boise St,197.3,245.8
Tennessee,206.3,246.5
Florida Intl,228.3,247.0
Kent St,257.7,247.0
Stanford,258.7,247.1
UL Monroe,194.3,247.8
San Jose St,321.0,248.2
Oregon,339.7,251.2
Akron,220.3,251.6
Nebraska,218.3,252.0
North Carolina,330.3,252.7
Miami OH,195.3,252.7
Georgia,222.0,253.4
Middle Tenn,218.3,253.8
Louisiana,245.0,254.0
Northwestern,189.0,254.2
Wake Forest,336.0,255.3
Michigan,286.7,255.4
Virginia,323.3,257.2
N Texas,188.3,259.6
S Alabama,230.0,259.8
Oklahoma St,237.0,260.4
Arkansas St,214.7,263.0
San Diego St,257.0,264.0
West Virginia,393.3,265.5
Minnesota,229.0,267.5
Georgia St,242.7,271.8
Utah,210.7,274.8
N Illinois,259.3,275.3
Ohio St,294.3,275.8
Syracuse,260.0,276.7
Missouri,240.0,277.8
Temple,233.7,278.5
Washington St,446.0,283.9
Fresno St,238.3,284.8
Texas A&M,282.3,287.5
SMU,236.3,287.6
Air Force,230.7,288.2
Tulane,357.7,289.2
Indiana,359.3,294.2
Texas St,226.7,297.2
Houston,334.7,298.6
Iowa St,360.7,306.0
Hawai'i,342.3,308.7
UAB,311.7,309.4
Auburn,346.0,311.2
Colorado,360.7,320.8
Idaho,348.7,321.4
Colorado St,349.0,321.8
California,475.7,353.2
Rutgers,325.3,353.4
Troy,388.3,355.2
