team,L3,Year
Army,323.7,317.1
Georgia Tech,200.7,315.6
Air Force,411.0,279.2
Memphis,336.3,276.5
Wisconsin,296.0,273.4
UCF,291.7,273.2
Ohio,344.3,267.9
Georgia So,338.7,262.5
Navy,213.0,259.3
Clemson,287.7,256.8
Georgia,288.0,249.4
Oklahoma,198.7,247.6
Illinois,224.0,244.0
Maryland,255.7,230.3
Florida Atlantic,232.3,229.6
Pittsburgh,138.3,228.8
Mississippi St,213.3,227.0
App State,219.7,224.4
Cincinnati,245.7,222.5
Toledo,270.0,216.9
UNLV,215.3,216.2
Florida,302.3,215.1
Tulane,226.0,214.4
Louisiana,180.0,211.4
Houston,174.3,210.8
Wyoming,300.3,210.1
Penn St,210.7,208.5
Nebraska,186.3,207.5
Wake Forest,206.7,206.4
Michigan,165.0,203.8
Alabama,160.0,202.9
Syracuse,149.0,201.9
Missouri,220.3,200.3
Kentucky,209.3,198.2
S Florida,157.3,197.8
Arizona,193.7,196.5
W Michigan,197.7,196.4
UAB,109.0,194.8
Tulsa,138.0,194.1
Utah St,133.3,193.9
UConn,189.7,193.9
Buffalo,192.0,192.0
Miami,194.0,187.5
Coastal Car,99.7,186.9
Arkansas St,199.7,185.8
Arizona St,147.3,184.2
Oregon,236.0,183.5
Notre Dame,126.7,182.9
North Carolina,211.3,182.7
Utah,125.0,180.8
Washington,217.3,178.7
Texas A&M,251.3,176.6
Ohio St,187.3,175.9
Kansas St,191.3,175.9
Georgia St,181.0,175.4
LSU,186.3,173.8
Boston College,79.7,173.1
Marshall,222.7,171.9
Florida Intl,207.3,171.5
Minnesota,190.0,171.2
Oklahoma St,168.0,170.4
Kansas,200.0,167.9
Boise St,217.0,167.5
N Illinois,107.7,166.9
Temple,140.0,165.6
Troy,102.3,164.0
Mississippi,75.0,163.8
UL Monroe,125.3,163.6
Virginia,166.3,162.3
San Diego St,147.0,162.0
Vanderbilt,194.3,160.3
Miami OH,206.0,159.9
Baylor,198.0,158.6
Iowa,177.7,157.9
Virginia Tech,171.7,157.9
Charlotte,238.7,157.4
Indiana,154.3,157.3
UCLA,161.3,155.3
Kent St,154.0,155.1
N Texas,174.7,153.8
California,116.7,153.1
BYU,200.7,152.8
Texas,136.7,151.5
TCU,221.7,150.8
NC State,201.3,149.4
West Virginia,166.7,149.3
Arkansas,45.7,149.1
S Alabama,214.3,149.0
Fresno St,192.0,148.3
South Carolina,106.0,147.1
Nevada,134.3,146.9
Auburn,226.0,145.7
W Kentucky,175.7,145.3
E Michigan,198.3,144.0
Liberty,133.7,143.9
Duke,111.0,141.9
Ball St,102.7,141.5
New Mexico,109.0,138.1
Louisville,227.7,137.3
Oregon St,118.7,137.0
Purdue,95.0,136.4
E Carolina,176.3,135.3
USC,101.0,134.4
Rutgers,163.0,134.1
Texas St,152.3,132.9
Middle Tenn,96.3,132.7
Iowa St,139.3,131.6
Rice,157.3,129.8
Colorado,85.7,127.7
UMass,147.3,126.6
UTEP,79.3,125.6
Louisiana Tech,99.0,125.2
Tennessee,134.7,124.5
C Michigan,64.0,122.5
Michigan St,111.3,122.0
Texas Tech,90.7,119.7
Northwestern,169.0,117.5
Bowling Green,152.3,117.1
Old Dominion,107.3,111.8
Stanford,154.0,105.7
SMU,134.0,103.9
Southern Miss,103.7,103.7
New Mexico St,94.7,103.5
Colorado St,112.3,103.3
Hawai'i,68.3,99.5
Akron,72.3,88.9
UTSA,69.0,87.3
Florida St,133.7,87.2
Washington St,78.7,82.1
San Jose St,48.7,54.3
