team,L3,Year
South Carolina,98.0,133.7
Michigan St,178.0,135.3
Alabama,108.3,135.6
Boise St,139.0,166.1
Kent St,178.7,166.2
Georgia Tech,120.7,166.3
Florida,159.3,168.4
Temple,147.7,175.6
Miami OH,173.7,178.1
Nevada,137.3,182.4
Vanderbilt,203.3,183.2
Wisconsin,176.7,185.0
Virginia,149.3,185.2
LSU,129.7,185.6
UCF,257.3,186.0
San Diego St,176.3,188.0
Tulane,174.3,188.1
Ohio St,203.3,188.3
Mississippi St,178.0,188.4
West Virginia,185.3,190.0
Michigan,185.0,190.7
Penn St,221.0,190.7
Georgia,198.7,191.3
Kentucky,211.7,194.8
Buffalo,137.0,195.9
Rutgers,132.0,196.2
Nebraska,161.7,196.8
Southern Miss,172.3,198.2
Miami,225.0,198.5
W Michigan,203.3,198.6
Tennessee,214.7,200.5
E Carolina,223.3,200.7
Illinois,138.0,203.7
Colorado St,259.3,209.7
Louisville,179.0,212.7
Indiana,218.3,214.0
Virginia Tech,241.7,215.1
BYU,227.7,215.3
Florida Atlantic,161.7,215.6
Texas,278.7,216.3
New Mexico St,236.0,216.7
Utah St,219.7,217.3
NC State,162.3,217.4
Bowling Green,160.3,217.7
Clemson,208.3,220.3
Army,200.7,220.7
Akron,248.7,221.3
Auburn,203.0,221.6
Arkansas St,226.7,221.7
Mississippi,246.3,223.0
Arkansas,190.0,224.2
Air Force,261.3,224.4
Notre Dame,206.0,225.4
Middle Tenn,195.7,227.8
Maryland,216.0,228.5
Ohio,239.0,229.4
Purdue,181.0,229.8
Florida Intl,213.0,231.3
TCU,192.0,231.5
Wyoming,163.7,232.0
Florida St,253.7,232.7
San Jose St,303.0,233.7
W Kentucky,265.7,235.5
Pittsburgh,174.7,235.8
Oregon St,275.7,236.7
Washington St,304.3,236.8
Oklahoma,261.0,237.0
Arizona St,249.7,238.3
Stanford,223.7,238.6
Navy,314.7,239.5
Colorado,271.7,240.6
Iowa St,254.7,242.8
Minnesota,180.3,243.0
Texas Tech,248.7,243.8
Utah,210.0,243.8
UCLA,264.7,244.3
Oklahoma St,226.3,245.0
E Michigan,283.7,245.5
Oregon,248.3,245.7
California,186.0,245.7
Fresno St,262.7,246.6
UL Monroe,244.3,248.3
Wake Forest,273.0,250.0
Louisiana,247.3,251.0
C Michigan,215.0,252.6
Washington,227.0,253.0
Louisiana Tech,260.7,253.8
S Florida,246.7,253.8
Rice,222.0,253.9
Toledo,250.7,256.0
Houston,279.7,257.3
Northwestern,259.3,258.3
UTEP,290.0,259.7
Iowa,234.3,260.0
Marshall,264.3,261.1
N Illinois,233.3,261.3
Baylor,268.3,263.2
Kansas St,295.0,264.0
USC,315.0,265.1
SMU,306.3,265.7
Ball St,293.0,268.3
Boston College,292.0,274.0
Duke,282.0,275.8
Missouri,212.0,277.7
Hawai'i,318.3,278.7
North Carolina,271.0,278.9
UConn,370.7,281.0
UAB,262.7,284.0
N Texas,205.3,284.9
Troy,245.3,287.5
Idaho,233.3,289.8
Tulsa,269.7,299.7
New Mexico,269.0,300.7
Cincinnati,292.3,308.3
Arizona,344.7,309.5
Kansas,354.0,317.8
UNLV,289.0,319.2
Memphis,304.7,322.7
Syracuse,330.0,323.7
Texas A&M,333.7,335.4
