team,L3,Year
Tulsa,49.7,50.8
Oklahoma,55.0,48.9
Texas Tech,48.3,45.4
Missouri,40.0,44.8
Texas,39.0,44.2
Oklahoma St,39.0,43.9
Florida,54.3,42.9
Rice,45.3,41.1
USC,47.3,40.3
Penn St,35.7,38.8
Oregon,33.7,38.7
Louisiana,45.3,37.4
Arizona,25.0,36.6
California,31.3,36.4
Nevada,40.0,36.3
Ball St,31.0,36.0
Utah,34.0,36.0
BYU,31.3,35.0
Houston,37.3,34.7
Kansas,34.7,34.0
Oregon St,42.3,33.6
Southern Miss,46.7,33.6
TCU,43.3,33.2
Fresno St,36.7,33.0
UTEP,34.3,33.0
Boise St,36.3,32.6
Nebraska,31.7,32.6
Kansas St,23.0,32.5
Alabama,29.3,32.2
LSU,32.3,31.3
Illinois,33.0,31.3
W Michigan,31.0,30.6
North Carolina,29.0,30.6
Georgia,28.7,29.9
Pittsburgh,37.3,29.6
Troy,35.7,28.9
Akron,35.0,28.1
C Michigan,33.0,27.9
Florida St,28.0,27.8
Navy,29.3,27.8
S Florida,25.0,27.8
Buffalo,29.0,27.6
Stanford,34.0,27.6
Michigan St,22.3,27.5
Notre Dame,30.0,27.4
Miami,29.7,27.0
Iowa,35.7,27.0
Texas A&M,32.7,26.9
Memphis,24.7,26.4
UNLV,25.7,26.3
Louisville,29.0,26.1
Boston College,24.3,26.0
Minnesota,20.3,26.0
Air Force,22.7,25.9
Bowling Green,26.0,25.8
Kent St,34.3,25.6
Northwestern,30.3,25.4
Mississippi,20.0,25.1
Cincinnati,17.7,24.9
Maryland,17.7,24.7
Colorado St,32.0,24.5
UL Monroe,31.3,24.4
Baylor,18.0,24.4
Georgia Tech,23.0,24.3
N Illinois,23.7,24.3
Wisconsin,22.3,24.2
Virginia Tech,23.3,23.9
E Carolina,21.0,23.8
UConn,21.0,23.6
Duke,23.7,23.3
Iowa St,19.7,23.3
San Jose St,25.7,23.0
South Carolina,22.7,22.9
New Mexico,30.0,22.7
Ohio St,22.3,22.3
West Virginia,28.7,22.0
Michigan,26.7,21.4
Arkansas St,20.0,21.4
Toledo,14.3,21.3
Florida Intl,24.7,21.3
Purdue,26.7,21.0
Utah St,25.0,21.0
Vanderbilt,11.7,21.0
N Texas,30.3,20.7
Indiana,22.7,20.5
UCLA,22.3,20.4
New Mexico St,9.3,20.1
SMU,25.3,20.1
Kentucky,13.3,19.9
UAB,19.0,19.9
Marshall,22.7,19.4
Wake Forest,14.3,19.4
Arkansas,23.7,19.4
Rutgers,25.3,19.0
Middle Tenn,22.0,18.6
Hawai'i,19.7,18.6
Tulane,16.0,18.6
Arizona St,15.0,18.6
Louisiana Tech,30.3,18.6
Idaho,19.3,18.4
Ohio,18.3,18.1
Florida Atlantic,23.3,18.1
Temple,18.3,17.9
Virginia,19.0,17.9
Auburn,15.3,17.6
Clemson,17.0,17.5
Syracuse,15.7,17.4
NC State,24.0,17.3
San Diego St,17.0,17.0
Tennessee,16.3,17.0
Colorado,10.3,16.9
UCF,14.3,16.9
Army,15.0,16.6
E Michigan,20.3,16.6
Miami OH,20.3,15.7
W Kentucky,22.3,14.7
Washington,6.7,14.1
Mississippi St,15.7,13.9
Wyoming,16.3,11.1
Washington St,4.3,7.9
