team,L3,Year
Michigan,59.0,59.0
UCLA,58.0,58.0
Texas,56.0,56.0
Fresno St,52.0,52.0
Texas A&M,52.0,52.0
Marshall,52.0,52.0
Rutgers,51.0,51.0
Minnesota,51.0,51.0
Louisville,49.0,49.0
Wisconsin,45.0,45.0
Northwestern,44.0,44.0
Maryland,43.0,43.0
Cincinnati,42.0,42.0
Texas Tech,41.0,41.0
Colorado,41.0,41.0
Ohio St,40.0,40.0
N Texas,40.0,40.0
NC State,40.0,40.0
Mississippi,39.0,39.0
Clemson,38.0,38.0
UCF,38.0,38.0
Washington,38.0,38.0
LSU,37.0,37.0
Nebraska,37.0,37.0
W Kentucky,35.0,35.0
Georgia,35.0,35.0
Vanderbilt,35.0,35.0
Alabama,35.0,35.0
Wyoming,34.0,34.0
Bowling Green,34.0,34.0
Troy,34.0,34.0
Arkansas,34.0,34.0
Miami,34.0,34.0
Oklahoma,34.0,34.0
Rice,31.0,31.0
UAB,31.0,31.0
Auburn,31.0,31.0
Utah,30.0,30.0
USC,30.0,30.0
N Illinois,30.0,30.0
California,30.0,30.0
Notre Dame,28.0,28.0
TCU,27.0,27.0
Colorado St,27.0,27.0
Iowa,27.0,27.0
South Carolina,27.0,27.0
Kentucky,26.0,26.0
Michigan St,26.0,26.0
Utah St,26.0,26.0
Florida,24.0,24.0
Washington St,24.0,24.0
UNLV,23.0,23.0
Penn St,23.0,23.0
SMU,23.0,23.0
Texas St,22.0,22.0
Oklahoma St,21.0,21.0
UTSA,21.0,21.0
Buffalo,20.0,20.0
Nevada,20.0,20.0
Virginia,19.0,19.0
Syracuse,17.0,17.0
BYU,16.0,16.0
Southern Miss,15.0,15.0
Miami OH,14.0,14.0
Louisiana Tech,14.0,14.0
Louisiana,14.0,14.0
New Mexico,13.0,13.0
W Michigan,13.0,13.0
Hawai'i,13.0,13.0
North Carolina,10.0,10.0
Florida Intl,10.0,10.0
Virginia Tech,10.0,10.0
C Michigan,9.0,9.0
Purdue,7.0,7.0
Ohio,7.0,7.0
New Mexico St,7.0,7.0
Tulsa,7.0,7.0
Akron,7.0,7.0
Boise St,6.0,6.0
Florida Atlantic,6.0,6.0
Temple,6.0,6.0
Toledo,6.0,6.0
Idaho,6.0,6.0
Mississippi St,3.0,3.0
UL Monroe,0.0,0.0
UMass,0.0,0.0
