team,L3,Year
Missouri,54.3,54.3
Oklahoma,53.5,53.5
Tulsa,52.3,52.3
Texas,48.7,48.7
Penn St,48.3,48.3
Oklahoma St,47.5,47.5
BYU,43.7,43.7
California,43.7,43.7
USC,43.5,43.5
Oregon,43.3,43.5
Arizona,33.3,42.5
Nebraska,40.0,40.0
Ball St,39.3,39.3
Texas Tech,39.0,39.0
Utah,43.3,38.8
Florida,37.3,37.3
Kansas St,37.0,37.0
Toledo,37.0,37.0
Minnesota,36.7,36.7
Alabama,36.7,36.0
Cincinnati,35.5,35.5
TCU,35.0,35.0
W Michigan,34.7,34.7
Kansas,34.3,34.3
Wisconsin,34.0,34.0
LSU,33.5,33.5
Maryland,33.3,33.3
Georgia,32.3,32.3
Rice,24.3,32.3
Illinois,31.0,31.0
Duke,30.5,30.5
North Carolina,30.5,30.5
Houston,30.0,30.0
Vanderbilt,28.3,29.8
Fresno St,29.7,29.7
Southern Miss,22.3,29.5
UConn,29.3,29.3
Purdue,29.0,29.0
Oregon St,29.0,29.0
Mississippi,28.7,28.7
Baylor,28.7,28.7
Boise St,28.5,28.5
S Florida,28.3,28.3
Michigan St,27.3,28.3
Iowa St,28.0,28.0
Wake Forest,27.7,27.7
Colorado,27.5,27.5
Louisiana,27.3,27.3
Buffalo,22.3,27.3
N Illinois,26.5,26.5
Iowa,26.3,26.3
UNLV,26.0,26.3
Akron,29.3,26.3
E Carolina,25.3,25.8
Air Force,25.7,25.7
Navy,25.7,25.7
Indiana,25.5,25.5
Memphis,25.0,25.0
Georgia Tech,24.7,24.7
Arkansas St,24.3,24.3
C Michigan,24.3,24.3
Arizona St,23.7,23.7
Boston College,23.7,23.7
Kentucky,23.5,23.5
Northwestern,23.3,23.3
Utah St,25.3,23.3
Stanford,18.0,22.5
Colorado St,22.5,22.5
Miami,22.0,22.0
Pittsburgh,21.7,21.7
Texas A&M,21.7,21.7
Tennessee,21.7,21.7
Marshall,21.7,21.7
Auburn,17.0,21.3
Notre Dame,21.0,21.0
UTEP,21.0,21.0
Arkansas,21.0,21.0
Virginia Tech,20.7,20.7
New Mexico St,20.5,20.5
Troy,20.5,20.5
Louisville,20.0,20.0
UAB,19.7,19.7
South Carolina,19.3,19.3
Ohio St,19.0,19.0
San Jose St,19.0,19.0
New Mexico,24.0,18.8
Temple,13.3,18.8
Michigan,18.7,18.7
Clemson,18.5,18.5
Kent St,18.3,18.3
Tulane,18.0,18.0
Nevada,18.0,18.0
Ohio,16.7,17.5
Middle Tenn,17.3,17.3
Syracuse,17.0,17.0
Bowling Green,17.0,17.0
E Michigan,17.0,17.0
Washington,17.0,17.0
Florida Atlantic,17.3,15.5
UCF,15.5,15.5
Idaho,15.0,15.0
SMU,13.7,13.7
Rutgers,13.3,13.3
Miami OH,13.0,13.0
NC State,13.0,13.0
UL Monroe,12.3,12.3
UCLA,12.3,12.3
N Texas,11.7,11.7
San Diego St,11.5,11.5
Washington St,11.0,11.0
Louisiana Tech,11.0,11.0
W Kentucky,10.0,10.0
West Virginia,8.5,8.5
Hawai'i,8.5,8.5
Virginia,8.5,8.5
Wyoming,8.0,8.0
Mississippi St,7.7,7.7
Florida Intl,6.3,6.3
Army,5.0,5.0
Florida St,3.0,3.0
