team,L3,Year
Air Force,353.0,353.0
Army,373.3,344.5
Florida,297.3,323.0
Michigan,276.0,290.8
Duke,284.7,284.7
Mississippi,280.0,280.0
Texas,300.3,267.8
Arkansas,268.0,262.3
SMU,253.0,253.0
Coastal Car,246.7,246.7
San Diego St,241.0,241.0
Kentucky,238.3,238.3
Boston College,237.3,237.3
UCF,233.5,233.5
Baylor,223.0,223.0
Ohio St,229.3,222.3
Auburn,222.0,222.0
TCU,220.5,220.5
Oregon St,218.7,218.7
Northwestern,215.7,215.7
Oregon,214.0,214.0
Georgia Tech,213.3,213.3
Utah St,212.3,212.3
App State,212.0,212.0
Minnesota,211.3,209.3
Arizona St,206.0,206.0
Tennessee,203.3,203.3
North Carolina,218.7,200.5
Wisconsin,200.0,200.0
UCLA,185.3,200.0
UTSA,199.0,199.0
Georgia St,248.0,198.0
Wake Forest,197.3,197.3
Michigan St,196.7,196.7
Syracuse,196.0,196.0
Navy,191.7,191.7
Wyoming,190.3,190.3
N Illinois,190.3,190.3
Georgia So,189.7,189.7
Florida St,186.7,186.7
Cincinnati,182.5,182.5
Georgia,197.0,178.0
Kansas St,177.0,177.0
Oklahoma St,174.3,174.3
Liberty,172.3,172.3
Louisiana,171.7,171.7
Kansas,171.0,171.0
Colorado St,171.0,171.0
Texas A&M,124.0,169.3
Charlotte,168.3,168.3
BYU,170.3,168.0
Tulsa,168.0,168.0
Buffalo,167.7,167.7
Nebraska,167.7,165.8
UAB,164.3,164.3
Iowa St,162.3,162.3
N Texas,161.3,161.3
Utah,159.3,159.3
Louisville,159.0,159.0
NC State,158.3,158.3
Rutgers,155.3,155.3
Kent St,151.7,151.7
Virginia Tech,151.3,151.3
Illinois,147.0,150.8
Texas Tech,150.0,150.0
Alabama,149.7,149.7
E Michigan,147.3,147.3
Florida Atlantic,147.3,147.3
Marshall,147.3,147.3
Maryland,145.7,145.7
C Michigan,144.0,144.0
Memphis,142.7,142.7
W Michigan,142.0,142.0
Ohio,141.7,141.7
California,141.3,141.3
Old Dominion,140.3,140.3
Toledo,139.0,139.0
Vanderbilt,134.7,134.7
Missouri,134.3,134.3
Pittsburgh,131.0,131.0
New Mexico,130.0,130.0
S Florida,129.0,129.0
Temple,124.7,124.7
Penn St,124.3,124.3
Oklahoma,124.3,124.3
Iowa,109.0,121.3
Rice,121.0,121.0
Indiana,121.0,121.0
E Carolina,121.0,121.0
Texas St,120.7,120.7
UTEP,119.3,119.3
USC,103.0,117.3
Houston,116.0,116.0
Washington,114.0,114.0
Hawai'i,143.3,114.0
Stanford,137.3,112.8
Colorado,111.7,111.7
Arizona,111.3,111.3
Tulane,109.7,109.7
Fresno St,90.7,107.8
Washington St,106.0,106.0
Miami,105.0,105.0
Louisiana Tech,104.0,104.0
Ball St,103.0,103.0
UMass,120.7,101.0
Miami OH,100.3,100.3
West Virginia,96.3,96.3
UConn,116.7,96.3
New Mexico St,92.7,94.8
Purdue,95.3,93.5
UNLV,93.3,93.3
Akron,89.3,89.3
Clemson,88.0,88.0
Boise St,110.0,87.5
South Carolina,84.7,84.7
Virginia,84.3,84.3
Notre Dame,85.0,80.0
Florida Intl,79.3,79.3
S Alabama,72.5,72.5
UL Monroe,70.0,70.0
Southern Miss,69.0,69.0
W Kentucky,67.5,67.5
Middle Tenn,65.7,65.7
LSU,65.3,65.3
Mississippi St,62.0,62.8
Arkansas St,61.3,61.3
San Jose St,61.3,61.3
Troy,45.7,45.7
Nevada,43.0,43.0
Bowling Green,21.0,21.0
