team,L3,Year
Washington St,413.7,430.0
Hawai'i,350.7,362.3
LSU,313.7,361.9
Alabama,268.7,338.6
Iowa St,329.7,335.6
Oklahoma,331.0,335.3
UCF,313.3,323.4
San Jose St,312.3,323.4
Southern Miss,318.3,318.3
Wake Forest,324.7,316.8
Troy,261.0,311.5
Texas,310.0,308.8
Colorado St,319.7,308.6
Louisiana Tech,322.3,304.4
SMU,323.3,301.4
Purdue,294.3,301.3
USC,302.7,296.1
Boise St,275.0,295.7
Indiana,327.3,294.4
Arizona,241.7,289.6
E Michigan,325.3,289.3
Arkansas St,255.7,286.7
Baylor,310.7,286.7
Texas Tech,290.7,284.7
N Texas,341.7,284.4
Florida St,225.3,277.1
UAB,278.7,274.8
Florida,259.0,274.0
Tulsa,268.7,272.5
Clemson,285.7,271.8
Oregon,259.0,270.6
North Carolina,317.0,268.0
Florida Atlantic,264.7,266.3
Memphis,342.3,266.0
NC State,284.0,262.7
Colorado,198.7,262.1
BYU,265.3,258.9
Liberty,253.7,257.2
Miami,178.7,254.0
Pittsburgh,215.3,252.4
Iowa,241.7,246.9
Texas A&M,223.3,246.3
Missouri,211.0,244.4
Notre Dame,212.7,243.6
W Michigan,168.0,242.0
Syracuse,242.7,241.9
N Illinois,215.7,239.9
C Michigan,235.0,239.8
Penn St,162.7,239.1
Arkansas,137.0,238.4
Kansas,318.3,237.0
UCLA,201.3,236.9
Oregon St,209.3,235.8
Michigan St,173.0,233.0
Washington,246.0,232.9
Minnesota,183.3,232.0
Virginia,212.7,231.9
Virginia Tech,180.0,231.2
Ohio St,191.3,230.5
Temple,229.3,229.0
UL Monroe,215.3,228.3
Arizona St,218.3,228.3
Stanford,249.3,228.0
W Kentucky,241.0,227.3
Louisville,178.3,226.9
New Mexico St,195.7,226.6
Texas St,173.7,225.2
Georgia,206.0,224.8
Michigan,201.3,224.6
Utah St,142.7,223.5
Ohio,244.3,222.4
E Carolina,254.7,222.0
Fresno St,212.7,221.5
Tennessee,211.7,220.9
Utah,226.7,220.6
West Virginia,235.7,220.3
Ball St,190.0,219.7
Nebraska,209.3,219.6
Akron,148.7,219.1
Nevada,273.0,218.7
Oklahoma St,242.3,217.1
South Carolina,214.7,215.0
Coastal Car,184.3,213.0
Charlotte,216.3,212.4
Tulane,266.7,212.1
UConn,205.7,210.9
Cincinnati,194.7,210.4
Florida Intl,180.0,210.1
Houston,273.0,209.6
Vanderbilt,169.0,207.7
Middle Tenn,205.0,206.7
UNLV,228.0,205.9
Boston College,162.3,203.0
Marshall,214.7,201.9
Georgia St,181.0,201.3
TCU,210.7,200.2
App State,183.0,200.2
Maryland,186.3,198.9
New Mexico,195.0,198.7
Mississippi,163.3,196.3
Wisconsin,184.0,195.5
Kent St,206.7,195.4
Mississippi St,192.7,192.1
Auburn,165.0,189.0
Louisiana,159.0,189.0
San Diego St,160.7,187.0
Toledo,189.7,178.9
Miami OH,237.0,174.3
UMass,179.0,174.0
Duke,174.3,172.9
Kansas St,201.0,172.0
California,141.7,168.3
Rice,175.0,168.3
Illinois,130.7,168.1
S Florida,121.3,163.1
Kentucky,56.0,154.0
Bowling Green,162.3,150.4
Rutgers,80.3,150.4
Georgia Tech,171.7,150.3
UTEP,186.3,149.5
S Alabama,143.0,143.4
Buffalo,147.0,143.4
Old Dominion,122.7,143.4
Wyoming,138.7,135.6
UTSA,117.3,131.8
Air Force,91.3,131.3
Northwestern,105.3,126.0
Navy,42.0,87.2
Army,79.7,74.7
Georgia So,47.3,46.3
