team,L3,Year
Army,265.0,329.9
New Mexico,357.3,258.7
Jacksonville St,262.7,258.2
Boise St,221.0,249.4
Liberty,307.0,247.1
UCF,222.0,241.6
Navy,187.0,241.0
Tulane,254.7,225.7
UNLV,243.7,220.8
Tennessee,192.3,218.4
Notre Dame,233.3,216.7
Air Force,243.7,214.2
N Illinois,230.7,209.4
Ohio,224.0,208.7
Texas St,256.3,207.3
Iowa,204.0,204.6
Penn St,206.7,200.0
Texas A&M,198.3,199.1
Sam Houston,146.3,197.8
Marshall,166.7,194.6
Kansas St,156.3,194.0
J Madison,214.3,192.6
Alabama,219.0,191.9
Louisiana,195.7,191.8
UConn,213.7,191.7
North Carolina,218.0,190.6
Arizona St,149.0,190.5
Baylor,265.0,188.4
Kansas,167.3,185.8
Georgia Tech,143.7,185.8
Virginia Tech,129.3,185.3
West Virginia,185.7,185.2
Clemson,149.0,184.6
Ohio St,174.0,183.9
Colorado St,203.3,183.3
S Florida,268.0,182.8
Old Dominion,198.7,182.5
C Michigan,126.3,181.7
Oregon St,103.7,180.2
S Alabama,202.3,179.9
Memphis,165.3,178.8
W Michigan,222.0,178.7
Washington St,196.3,177.6
New Mexico St,223.0,176.9
Iowa St,121.0,175.4
South Carolina,203.0,173.5
Oregon,164.0,172.3
Cincinnati,205.0,171.9
Auburn,205.7,171.4
Miami,148.0,171.2
SMU,170.7,171.1
Arkansas,189.3,169.3
Wisconsin,111.7,169.1
Mississippi,111.3,166.2
Nevada,123.3,164.4
Missouri,148.7,163.7
Utah St,218.7,163.3
BYU,178.0,161.7
Texas,151.0,161.6
Boston College,215.7,161.6
Arkansas St,218.3,160.6
Indiana,116.7,160.4
UL Monroe,154.0,159.3
Texas Tech,140.7,159.1
Coastal Car,144.7,158.8
Michigan,97.7,155.5
E Carolina,230.3,153.4
Buffalo,170.7,153.2
N Texas,128.0,152.7
Rutgers,120.7,151.7
USC,161.0,150.5
App State,171.3,149.8
Louisville,167.0,149.2
UMass,185.7,149.0
E Michigan,133.3,145.8
Florida,141.7,145.2
Florida Atlantic,146.3,144.8
Kentucky,127.3,144.7
Houston,161.3,143.2
Bowling Green,207.3,141.6
Miami OH,222.0,141.1
Mississippi St,194.0,140.7
Wyoming,218.3,140.0
Troy,219.0,140.0
UTSA,168.7,138.3
Stanford,138.7,136.4
Virginia,101.7,135.8
Charlotte,108.0,135.4
Washington,103.7,134.6
Tulsa,118.7,133.7
Utah,89.3,133.3
Vanderbilt,102.0,133.2
Illinois,132.3,130.8
Wake Forest,133.0,129.9
Pittsburgh,106.0,126.6
California,131.7,125.4
Purdue,76.7,125.2
UTEP,148.7,124.8
Nebraska,117.7,122.3
W Kentucky,121.7,122.1
LSU,86.0,120.9
Kennesaw St,133.0,119.9
Toledo,142.7,118.0
Georgia,104.0,117.6
Georgia So,98.0,117.4
Oklahoma,107.3,116.8
Georgia St,73.3,113.9
Louisiana Tech,152.7,113.7
NC State,131.3,112.8
Maryland,103.0,110.9
Florida Intl,132.7,110.4
Southern Miss,126.0,109.6
San Diego St,118.0,109.4
Ball St,138.0,108.9
TCU,132.3,108.1
Michigan St,72.0,107.8
Arizona,65.3,106.7
Oklahoma St,97.7,106.7
UAB,103.7,105.8
Duke,69.7,104.1
Minnesota,102.0,103.3
Temple,114.7,97.6
Northwestern,71.7,95.1
Syracuse,105.7,92.1
San Jose St,68.7,91.7
Rice,105.3,89.2
Fresno St,46.7,88.6
Hawai'i,80.3,88.1
UCLA,134.7,85.6
Akron,114.7,85.4
Florida St,98.3,80.5
Colorado,82.7,79.0
Kent St,94.7,76.4
Middle Tenn,83.0,75.2
