team,L3,Year
Alabama,-9.0,-9.0
Ohio,6.0,6.0
Hawai'i,17.0,17.0
Stanford,27.0,27.0
Florida,30.0,30.0
Ohio St,35.0,35.0
Marshall,42.0,42.0
Bowling Green,52.0,52.0
Illinois,60.0,60.0
BYU,64.0,64.0
Minnesota,67.0,67.0
Southern Miss,68.0,68.0
California,68.0,68.0
West Virginia,72.0,72.0
Missouri,76.0,76.0
Utah St,78.0,78.0
Texas A&M,79.0,79.0
Syracuse,80.0,80.0
South Carolina,85.0,85.0
Mississippi,91.0,91.0
New Mexico,92.0,92.0
UL Monroe,92.0,92.0
W Kentucky,93.0,93.0
LSU,95.0,95.0
Michigan,96.0,96.0
Florida Intl,97.0,97.0
Florida St,99.0,99.0
Ball St,103.0,103.0
Northwestern,104.0,104.0
Oklahoma St,108.0,108.0
USC,110.0,110.0
S Florida,117.0,117.0
Wake Forest,121.0,121.0
Notre Dame,126.0,126.0
Pittsburgh,127.0,127.0
Oklahoma,129.0,129.0
Georgia,129.0,129.0
Texas,130.0,130.0
Purdue,130.0,130.0
Boise St,137.0,137.0
San Jose St,141.0,141.0
Kentucky,141.0,141.0
Wisconsin,146.0,146.0
TCU,150.0,150.0
Colorado St,150.0,150.0
Fresno St,152.0,152.0
Louisiana Tech,153.0,153.0
UCLA,159.0,159.0
Miami OH,162.0,162.0
Mississippi St,164.0,164.0
Clemson,165.0,165.0
Colorado,165.0,165.0
Oregon,175.0,175.0
Kent St,183.0,183.0
Idaho,187.0,187.0
W Michigan,190.0,190.0
Florida Atlantic,197.0,197.0
Troy,197.0,197.0
Middle Tenn,201.0,201.0
Arkansas St,202.0,202.0
N Texas,208.0,208.0
Louisiana,208.0,208.0
Indiana,210.0,210.0
SMU,212.0,212.0
Baylor,215.0,215.0
E Carolina,220.0,220.0
Akron,224.0,224.0
Boston College,227.0,227.0
Auburn,227.0,227.0
Rice,229.0,229.0
Buffalo,231.0,231.0
Houston,232.0,232.0
New Mexico St,241.0,241.0
UNLV,241.0,241.0
Tulsa,246.0,246.0
Army,289.0,289.0
N Illinois,303.0,303.0
Memphis,309.0,309.0
