team,L3,Year
Hawai'i,477.0,477.0
Texas Tech,464.0,464.0
Arkansas,408.0,408.0
SMU,388.5,388.5
Houston,366.0,366.0
Cincinnati,363.5,363.5
Texas A&M,341.5,341.5
BYU,338.3,338.3
Kansas,329.0,329.0
Miami,328.0,328.0
Notre Dame,324.0,324.0
West Virginia,318.0,318.0
Toledo,313.0,313.0
Bowling Green,309.3,309.3
Texas,307.0,307.0
Northwestern,286.0,286.0
Michigan St,284.5,284.5
UNLV,284.0,284.0
Middle Tenn,276.7,276.7
California,275.0,275.0
Washington,270.3,270.3
Buffalo,270.0,270.0
Penn St,264.0,264.0
North Carolina,259.0,259.0
Idaho,253.3,253.3
Wisconsin,253.0,253.0
Auburn,251.3,251.3
Colorado,251.0,251.0
W Michigan,249.0,249.0
Missouri,248.5,248.5
Troy,247.3,247.3
Florida St,246.5,246.5
Georgia,246.0,246.0
Louisville,245.0,245.0
Alabama,244.7,244.7
Rice,244.3,244.3
Washington St,244.3,244.3
Florida,243.5,243.5
Nebraska,241.7,241.7
Oklahoma,241.5,241.5
San Diego St,239.5,239.5
Rutgers,238.5,238.5
Fresno St,238.0,238.0
Utah,237.0,237.0
Tulsa,234.0,234.0
Minnesota,233.3,233.3
Duke,232.5,232.5
Boise St,230.7,230.7
C Michigan,230.0,230.0
South Carolina,230.0,230.0
Purdue,229.7,229.7
Utah St,227.5,227.5
Maryland,227.5,227.5
Tulane,225.0,225.0
Oregon St,223.0,223.0
Florida Atlantic,222.5,222.5
Ohio St,220.7,220.7
Arizona St,220.0,220.0
Iowa,220.0,220.0
Syracuse,216.0,216.0
Virginia,216.0,216.0
Florida Intl,215.5,215.5
Illinois,215.0,215.0
Miami OH,214.7,214.7
Stanford,213.3,213.3
Kentucky,210.5,210.5
S Florida,208.0,208.0
Pittsburgh,207.5,207.5
Temple,205.0,205.0
Nevada,202.5,202.5
Oklahoma St,200.7,200.7
UTEP,200.3,200.3
Colorado St,199.0,199.0
Ball St,197.5,197.5
USC,194.3,194.3
Southern Miss,191.5,191.5
Kansas St,190.0,190.0
Kent St,187.0,187.0
San Jose St,186.7,186.7
UAB,185.3,185.3
E Carolina,183.5,183.5
Indiana,180.0,180.0
Ohio,177.5,177.5
TCU,177.0,177.0
N Texas,176.0,176.0
Mississippi,175.0,175.0
Wake Forest,175.0,175.0
Clemson,174.0,174.0
Louisiana,174.0,174.0
N Illinois,174.0,174.0
Wyoming,170.0,170.0
Michigan,168.3,168.3
UCLA,167.3,167.3
New Mexico St,166.0,166.0
LSU,162.0,162.0
UL Monroe,161.5,161.5
Akron,161.5,161.5
UCF,160.0,160.0
Tennessee,154.3,154.3
Arizona,153.5,153.5
Louisiana Tech,152.5,152.5
Virginia Tech,148.0,148.0
E Michigan,145.7,145.7
Baylor,144.0,144.0
New Mexico,142.7,142.7
Iowa St,141.5,141.5
UConn,132.7,132.7
Arkansas St,131.0,131.0
Memphis,130.0,130.0
Oregon,126.3,126.3
Georgia Tech,125.0,125.0
Boston College,124.0,124.0
Navy,116.0,116.0
Marshall,113.0,113.0
Vanderbilt,106.0,106.0
Mississippi St,105.5,105.5
Air Force,99.0,99.0
NC State,74.0,74.0
W Kentucky,66.5,66.5
Army,61.7,61.7
