team,L3,Year
Auburn,12.7,12.7
Ohio St,12.2,12.2
Oklahoma,11.5,11.5
Penn St,10.7,10.7
Clemson,10.1,10.1
Georgia,9.9,9.9
TCU,9.7,9.7
Notre Dame,9.4,9.4
Iowa,9.3,9.3
Alabama,9.2,9.2
Florida St,8.9,8.9
Stanford,7.9,7.9
Wake Forest,7.8,7.8
Oklahoma St,7.7,7.7
Michigan,7.6,7.6
Texas,7.6,7.6
NC State,7.2,7.2
Michigan St,7.2,7.2
Iowa St,7.1,7.1
Wisconsin,7.0,7.0
Boston College,6.9,6.9
USC,6.9,6.9
Miami,6.9,6.9
Louisville,6.1,6.1
Georgia Tech,6.0,6.0
Mississippi St,6.0,6.0
UCLA,5.7,5.7
West Virginia,5.5,5.5
Texas Tech,5.4,5.4
Purdue,5.3,5.3
Northwestern,5.2,5.2
Virginia Tech,5.0,5.0
Maryland,4.9,4.9
Washington St,4.9,4.9
LSU,4.7,4.7
Kansas St,4.4,4.4
Arizona St,4.4,4.4
Nebraska,4.3,4.3
Syracuse,4.2,4.2
Duke,4.1,4.1
Utah,4.1,4.1
Washington,4.0,4.0
Indiana,3.9,3.9
Oregon,3.6,3.6
Pittsburgh,3.6,3.6
California,3.1,3.1
Florida,3.1,3.1
Texas A&M,2.9,2.9
Virginia,2.3,2.3
North Carolina,2.3,2.3
Baylor,2.0,2.0
South Carolina,1.6,1.6
Arizona,1.5,1.5
Arkansas,1.5,1.5
Minnesota,1.2,1.2
Navy,1.2,1.2
Colorado,0.8,0.8
Missouri,0.3,0.3
Rutgers,0.1,0.1
Kentucky,-0.1,-0.1
Memphis,-0.2,-0.2
Mississippi,-0.2,-0.2
Oregon St,-0.2,-0.2
Tennessee,-0.7,-0.7
Vanderbilt,-0.7,-0.7
UCF,-1.2,-1.2
Boise St,-1.3,-1.3
Houston,-1.4,-1.4
Fresno St,-2.4,-2.4
Illinois,-2.5,-2.5
SMU,-2.6,-2.6
Tulsa,-3.3,-3.3
Air Force,-3.9,-3.9
Tulane,-4.0,-4.0
San Diego St,-4.1,-4.1
Kansas,-4.2,-4.2
Temple,-4.7,-4.7
N Illinois,-4.9,-4.9
Army,-5.1,-5.1
Toledo,-5.2,-5.2
W Michigan,-5.3,-5.3
E Michigan,-5.5,-5.5
BYU,-5.8,-5.8
Utah St,-5.9,-5.9
Nevada,-6.0,-6.0
Akron,-6.4,-6.4
Colorado St,-6.5,-6.5
Wyoming,-6.5,-6.5
UConn,-6.6,-6.6
S Florida,-6.6,-6.6
C Michigan,-6.7,-6.7
New Mexico,-7.1,-7.1
Cincinnati,-7.1,-7.1
Florida Atlantic,-7.1,-7.1
Bowling Green,-7.1,-7.1
Ohio,-7.4,-7.4
E Carolina,-7.7,-7.7
Buffalo,-8.2,-8.2
N Texas,-8.7,-8.7
Troy,-8.8,-8.8
Kent St,-9.3,-9.3
Marshall,-9.6,-9.6
UNLV,-9.6,-9.6
App State,-10.1,-10.1
UL Monroe,-10.4,-10.4
Hawai'i,-10.4,-10.4
Middle Tenn,-10.6,-10.6
Miami OH,-10.6,-10.6
San Jose St,-10.7,-10.7
UMass,-10.7,-10.7
Louisiana Tech,-10.7,-10.7
Rice,-10.8,-10.8
Arkansas St,-11.1,-11.1
UTEP,-11.2,-11.2
Georgia So,-11.4,-11.4
Southern Miss,-12.0,-12.0
New Mexico St,-12.0,-12.0
Florida Intl,-12.3,-12.3
Ball St,-12.3,-12.3
S Alabama,-12.5,-12.5
Old Dominion,-13.0,-13.0
Coastal Car,-13.1,-13.1
Idaho,-13.2,-13.2
Charlotte,-13.3,-13.3
UTSA,-13.3,-13.3
W Kentucky,-13.5,-13.5
Louisiana,-14.0,-14.0
Texas St,-14.9,-14.9
Georgia St,-15.0,-15.0
UAB,-15.6,-15.6
