team,L3,Year
Air Force,343.7,318.8
Liberty,279.7,271.3
UCF,212.0,256.3
Toledo,255.7,238.3
Tennessee,213.7,232.0
Louisiana,251.0,231.5
Navy,221.7,221.7
Jacksonville St,225.7,221.3
App State,219.0,219.0
Cincinnati,218.7,218.0
Miami,216.7,216.7
TCU,192.3,209.8
Nebraska,214.0,209.0
Wake Forest,203.0,203.0
S Florida,145.3,202.5
Wisconsin,164.0,201.5
California,149.3,201.3
UNLV,247.0,200.5
Oregon,225.0,197.0
Auburn,166.3,197.0
Old Dominion,183.7,194.0
Minnesota,205.0,193.2
Texas,232.0,191.8
Oregon St,188.0,190.3
Mississippi,224.0,190.3
Kansas St,188.7,188.7
Kansas,163.0,187.8
Notre Dame,190.3,186.4
Wyoming,190.3,185.8
Kentucky,208.0,185.0
Army,185.0,185.0
New Mexico St,176.7,185.0
Michigan,206.3,184.0
Duke,177.0,182.5
N Texas,180.3,180.3
UL Monroe,179.0,179.0
SMU,167.7,178.0
Tulsa,181.0,177.8
Rutgers,195.7,177.3
Marshall,177.0,177.0
Boise St,186.0,174.0
USC,162.7,172.6
LSU,191.7,172.0
Syracuse,176.3,170.5
Alabama,175.7,167.8
North Carolina,167.0,167.3
Texas Tech,191.0,167.0
Penn St,171.0,164.8
West Virginia,169.7,163.8
Tulane,169.7,162.8
Clemson,145.0,162.0
Texas A&M,190.3,160.4
Georgia St,129.7,159.8
Boston College,162.3,158.3
Ohio St,157.7,157.7
Oklahoma,126.3,157.6
Texas St,161.7,157.0
Louisville,132.7,156.3
Maryland,126.0,155.3
New Mexico,171.7,151.5
Memphis,150.7,150.5
Purdue,154.3,150.2
Southern Miss,164.7,149.5
Florida St,152.0,147.8
Arizona,166.3,147.5
Georgia,161.3,145.8
W Michigan,160.0,144.3
Illinois,139.3,144.0
UTSA,122.3,143.8
C Michigan,149.7,143.0
Georgia Tech,131.3,142.3
Stanford,135.3,141.0
UCLA,140.0,140.0
UMass,144.3,138.7
J Madison,129.0,138.5
UConn,160.0,138.0
Bowling Green,119.3,137.3
N Illinois,126.3,136.3
Florida Intl,122.3,136.3
Houston,127.0,133.0
Arkansas,118.7,132.0
Missouri,137.3,131.0
Akron,149.7,130.8
NC State,104.0,130.3
E Michigan,142.0,126.8
Virginia Tech,170.7,126.6
Buffalo,125.7,124.8
S Alabama,140.3,124.0
UTEP,120.0,124.0
E Carolina,130.0,123.3
Ohio,130.0,123.0
Washington,142.7,123.0
Utah,127.7,122.0
Arkansas St,143.0,119.3
Georgia So,118.3,118.3
Fresno St,117.7,117.3
Coastal Car,134.7,115.0
Charlotte,110.7,114.3
UAB,120.7,113.5
Oklahoma St,112.7,112.7
Baylor,111.3,110.5
San Diego St,113.7,109.8
Louisiana Tech,134.3,109.6
Michigan St,103.7,109.5
Iowa,111.7,107.0
Mississippi St,93.3,106.3
Middle Tenn,114.3,105.3
Nevada,120.7,102.8
San Jose St,70.3,102.3
Florida,129.3,100.3
Miami OH,113.7,98.0
Troy,104.7,96.0
W Kentucky,82.3,94.0
Washington St,92.3,92.3
Utah St,84.3,92.3
Pittsburgh,92.7,90.3
Northwestern,80.3,87.4
Iowa St,87.3,87.3
Indiana,88.7,84.3
Colorado,101.0,83.2
South Carolina,109.7,81.8
Arizona St,66.7,77.5
Virginia,87.7,75.2
Vanderbilt,73.7,73.8
Kent St,63.7,71.5
BYU,52.0,67.3
Sam Houston,74.7,65.8
Florida Atlantic,61.7,61.7
Ball St,54.0,58.5
Colorado St,57.3,57.3
Hawai'i,68.7,48.2
Temple,41.0,46.0
Rice,35.7,33.5
