team,L3,Year
USC,9.0,9.0
Texas A&M,21.0,21.0
Penn St,28.0,28.0
Oklahoma,28.0,28.0
Colorado St,29.0,29.0
Boise St,31.0,31.0
Tennessee,34.0,34.0
Michigan,38.0,38.0
Tulsa,39.0,39.0
UCLA,39.0,39.0
Army,40.0,40.0
South Carolina,59.0,59.0
UConn,61.0,61.0
Kentucky,62.0,62.0
Alabama,64.0,64.0
Bowling Green,67.0,67.0
Purdue,70.0,70.0
Arizona,74.0,74.0
Troy,78.0,78.0
Minnesota,90.0,90.0
Clemson,92.0,92.0
Oklahoma St,95.0,95.0
Auburn,96.0,96.0
Wisconsin,100.0,100.0
Texas,101.0,101.0
Stanford,102.0,102.0
Idaho,107.0,107.0
NC State,108.0,108.0
Missouri,110.0,110.0
Syracuse,112.0,112.0
Illinois,117.0,117.0
BYU,118.0,118.0
Nebraska,122.0,122.0
Baylor,126.0,126.0
Mississippi,135.0,135.0
Akron,136.0,136.0
California,136.0,136.0
Buffalo,139.0,139.0
San Diego St,144.0,144.0
Washington,149.0,149.0
UTEP,150.0,150.0
N Illinois,152.0,152.0
Navy,153.0,153.0
Notre Dame,153.0,153.0
UAB,156.0,156.0
LSU,157.0,157.0
Oregon,164.0,164.0
Colorado,168.0,168.0
N Texas,169.0,169.0
New Mexico St,171.0,171.0
Georgia,172.0,172.0
Memphis,174.0,174.0
Nevada,178.0,178.0
Ohio St,186.0,186.0
Wake Forest,197.0,197.0
Tulane,201.0,201.0
Middle Tenn,202.0,202.0
UL Monroe,205.0,205.0
Utah,221.0,221.0
Utah St,233.0,233.0
W Michigan,242.0,242.0
Maryland,244.0,244.0
Miami OH,245.0,245.0
New Mexico,245.0,245.0
C Michigan,246.0,246.0
Florida Atlantic,259.0,259.0
Ohio,259.0,259.0
Virginia Tech,268.0,268.0
Washington St,288.0,288.0
Rice,295.0,295.0
Ball St,296.0,296.0
E Michigan,300.0,300.0
Louisiana Tech,301.0,301.0
Toledo,315.0,315.0
San Jose St,343.0,343.0
W Kentucky,380.0,380.0
