team,L3,Year
Miami,47.0,46.4
Boise St,37.7,44.3
Indiana,44.7,42.8
N Texas,40.7,41.6
Clemson,39.3,39.4
Jacksonville St,42.3,38.6
Tulane,34.3,38.3
J Madison,28.3,38.1
Mississippi,38.3,37.9
Ohio St,24.0,37.8
SMU,38.7,37.8
Alabama,26.0,37.6
Texas,25.3,37.6
Army,36.3,37.3
Oregon,37.0,36.8
UNLV,35.7,36.7
Notre Dame,43.7,36.6
New Mexico,33.7,35.3
Navy,25.0,34.9
Texas Tech,30.7,34.5
BYU,38.7,34.3
Pittsburgh,27.7,34.0
Tennessee,25.0,33.7
Washington St,32.0,33.6
Memphis,40.3,33.5
Louisville,36.3,33.0
North Carolina,36.7,32.6
Texas St,24.0,32.3
Baylor,44.7,32.1
Iowa St,29.3,31.9
Louisiana,30.3,31.7
Colorado,32.0,31.4
LSU,28.7,31.1
Arizona St,27.7,31.1
TCU,27.3,31.1
Georgia,35.0,31.0
Virginia Tech,31.3,30.8
Penn St,24.7,30.8
USC,30.3,30.6
South Carolina,34.7,30.5
W Michigan,44.7,30.4
Syracuse,25.0,30.3
UCF,38.3,30.3
Kansas St,31.0,30.0
Iowa,34.0,29.6
Coastal Car,18.3,29.6
S Alabama,33.7,29.1
E Carolina,36.0,28.7
W Kentucky,35.3,28.7
NC State,33.3,28.6
E Michigan,29.0,28.4
Arkansas,33.0,28.4
Texas A&M,30.7,28.3
Liberty,25.3,28.2
UConn,23.7,27.9
Cincinnati,22.0,27.9
Georgia So,27.0,27.6
Oklahoma St,28.0,27.6
San Jose St,19.3,27.6
Marshall,28.7,27.6
Kansas,33.3,27.4
UTSA,42.3,27.4
Maryland,20.7,27.3
Florida,28.3,27.3
Vanderbilt,21.7,27.3
Duke,27.0,26.6
Toledo,22.7,26.6
Utah St,35.3,26.6
California,27.3,25.9
West Virginia,21.7,25.9
Oregon St,23.0,25.9
Mississippi St,31.3,25.8
Ohio,31.3,25.6
Fresno St,25.7,25.5
Old Dominion,30.3,25.4
App State,28.3,25.3
Bowling Green,25.0,25.1
Virginia,21.7,25.1
Minnesota,31.3,25.0
Sam Houston,11.0,24.9
Wisconsin,15.3,24.9
S Florida,27.3,24.6
Wake Forest,21.3,24.6
Missouri,22.0,24.4
Georgia Tech,20.0,23.8
UAB,31.3,23.6
Illinois,15.7,23.5
Buffalo,32.7,23.5
Rutgers,19.7,23.1
Florida Intl,20.7,22.8
Miami OH,38.0,22.8
Ball St,25.3,22.7
Wyoming,29.3,22.6
Arkansas St,29.0,22.6
Georgia St,24.3,22.3
Nebraska,14.7,22.3
Boston College,20.7,22.1
Arizona,15.0,22.1
Washington,19.7,22.1
Nevada,18.3,21.9
Colorado St,25.3,21.8
Florida Atlantic,27.3,21.6
C Michigan,22.0,21.4
Oklahoma,8.7,21.1
Michigan,16.0,21.0
Troy,26.0,21.0
UL Monroe,26.0,21.0
Temple,24.7,20.9
Louisiana Tech,15.7,20.7
Charlotte,16.0,20.6
Tulsa,25.7,20.1
Auburn,16.0,19.4
San Diego St,25.7,19.3
New Mexico St,19.7,19.1
Utah,13.3,19.0
N Illinois,15.3,19.0
Kentucky,16.0,19.0
UCLA,26.3,18.6
Stanford,20.7,17.9
Northwestern,14.3,17.8
Hawai'i,21.7,17.4
Akron,26.3,17.4
Michigan St,19.7,17.3
Kent St,20.7,17.0
Purdue,23.0,16.1
Rice,14.7,16.0
UTEP,17.7,15.6
Southern Miss,21.3,15.4
Middle Tenn,18.0,15.4
Houston,18.3,15.2
Kennesaw St,15.3,15.1
UMass,14.3,14.7
Florida St,13.7,14.4
Air Force,17.7,12.7
