team,L3,Year
New Mexico,367.3,354.8
Navy,455.3,333.5
Air Force,419.0,315.6
S Florida,348.3,299.3
Army,203.7,286.1
San Diego St,282.0,285.5
Tulsa,287.0,274.0
Auburn,154.7,262.8
Ohio St,227.7,258.3
Louisville,242.3,256.8
Baylor,193.0,253.2
Alabama,212.3,253.1
App State,326.7,247.1
Georgia Tech,244.7,244.1
Pittsburgh,257.7,242.8
Kentucky,286.0,240.7
Texas,215.0,240.2
UNLV,257.3,238.0
LSU,302.3,237.6
W Michigan,253.0,237.1
Arizona,310.0,236.2
N Illinois,251.0,234.2
West Virginia,258.0,232.8
Mississippi St,252.0,232.0
Kansas St,308.0,230.0
Oklahoma,239.3,228.2
Oregon,216.0,224.2
Michigan,138.0,223.3
Ball St,176.3,222.5
Colorado St,296.0,221.3
Utah,199.3,217.1
Stanford,337.3,215.0
Wyoming,185.7,213.9
Texas A&M,166.7,212.1
Florida St,254.3,210.2
Tulane,157.7,209.1
USC,193.3,206.5
Georgia So,186.7,205.9
Tennessee,312.7,205.5
Washington,128.7,204.7
BYU,234.3,203.7
Toledo,180.0,201.9
Wisconsin,264.7,201.5
TCU,295.0,199.5
Missouri,246.0,199.4
Maryland,124.0,195.5
Colorado,180.3,195.5
Old Dominion,229.7,194.7
Middle Tenn,259.7,193.4
Temple,222.7,193.0
Virginia Tech,187.3,190.5
Florida Atlantic,228.7,189.8
Bowling Green,328.0,189.3
Georgia,211.0,188.3
Oregon St,198.3,186.7
Iowa,230.0,184.5
Ohio,145.7,184.5
Penn St,164.3,182.3
Boise St,200.3,182.1
Nebraska,142.7,178.3
Minnesota,114.7,176.8
Nevada,207.3,174.0
UL Monroe,223.3,173.5
UTEP,228.0,173.5
Iowa St,233.3,172.9
Michigan St,197.7,172.8
Memphis,198.3,172.0
Charlotte,110.0,171.7
Louisiana,183.3,170.9
W Kentucky,222.7,169.1
Kent St,139.0,168.2
Clemson,184.7,167.7
Oklahoma St,241.3,167.3
Rice,181.3,166.9
Louisiana Tech,138.0,165.5
Southern Miss,168.0,163.5
Notre Dame,205.0,163.3
Troy,132.0,160.3
Hawai'i,150.3,159.4
Arkansas,198.3,158.9
Indiana,108.7,155.2
California,128.3,154.3
UTSA,95.0,154.2
Arkansas St,165.3,153.2
SMU,163.7,152.1
New Mexico St,194.0,152.0
Northwestern,198.0,150.6
Florida Intl,152.3,148.6
NC State,187.3,148.2
UCF,102.3,147.8
Vanderbilt,186.3,147.6
Mississippi,150.0,147.6
Utah St,207.0,147.5
E Michigan,209.3,147.0
Buffalo,127.3,146.6
North Carolina,174.0,144.2
Florida,118.3,141.6
Duke,110.3,139.5
Miami,174.3,138.1
Houston,89.0,136.9
Wake Forest,98.0,133.5
Boston College,114.3,132.8
San Jose St,181.7,132.7
Miami OH,161.3,132.6
Idaho,162.3,132.2
Washington St,152.0,130.8
Akron,122.7,130.5
Illinois,72.3,127.2
Rutgers,98.3,124.0
Virginia,126.3,120.5
S Alabama,182.7,120.4
Syracuse,97.7,119.9
E Carolina,123.3,119.5
N Texas,111.0,119.2
Arizona St,58.7,118.7
Cincinnati,113.7,116.2
Kansas,152.3,114.4
South Carolina,109.3,112.2
UConn,89.7,109.8
Fresno St,129.0,108.5
C Michigan,65.0,106.9
Texas Tech,102.0,101.6
Marshall,124.0,98.3
UMass,67.0,94.6
UCLA,100.7,84.3
Purdue,81.0,81.4
Georgia St,69.7,79.4
Texas St,81.3,74.2
