team,L3,Year
Ohio St,161.7,153.4
Rutgers,117.7,157.8
Notre Dame,136.7,161.6
Troy,167.0,173.3
LSU,194.0,175.1
Michigan,152.0,175.4
Pittsburgh,167.3,177.3
South Carolina,214.0,177.9
Clemson,267.7,179.5
Auburn,157.7,180.0
Mississippi St,153.0,180.3
USC,175.7,181.8
Utah,184.0,188.1
Virginia Tech,170.0,193.9
West Virginia,285.7,195.0
UConn,167.7,196.9
Arkansas St,183.7,197.3
Temple,204.0,198.8
Vanderbilt,204.3,200.4
UNLV,177.3,203.3
Texas Tech,253.7,204.5
Wisconsin,263.7,206.7
BYU,206.3,206.9
Wyoming,278.0,207.7
Bowling Green,201.7,207.7
Miami OH,150.3,208.7
Virginia,189.3,210.3
TCU,302.0,210.6
Georgia,193.3,211.3
Kentucky,229.7,211.9
Miami,277.7,212.2
Colorado St,265.0,212.3
NC State,241.3,212.7
Army,190.7,212.8
S Florida,282.3,213.7
Georgia Tech,206.3,215.1
Middle Tenn,234.7,215.3
Alabama,126.0,216.7
Mississippi,183.0,217.0
North Carolina,234.7,217.0
Ohio,216.7,217.2
Michigan St,247.7,217.3
New Mexico,178.3,218.4
Penn St,257.7,218.7
Ball St,273.0,221.8
N Illinois,181.7,222.9
Maryland,288.3,223.2
Louisiana,114.7,224.4
Boise St,287.0,224.4
Akron,270.0,224.9
California,181.0,225.3
Southern Miss,268.0,227.1
Arizona St,252.0,228.7
Iowa,278.0,229.2
Arkansas,252.7,229.4
Memphis,255.7,229.9
Buffalo,238.7,230.9
Houston,308.0,232.3
UCF,214.3,232.4
E Michigan,249.3,232.5
Hawai'i,191.3,232.7
Oklahoma,268.0,233.2
Fresno St,293.3,234.2
W Kentucky,204.0,234.5
Florida Atlantic,247.0,234.5
UCLA,215.3,235.5
Florida St,237.3,236.0
Arizona,234.7,237.6
W Michigan,192.0,237.7
Air Force,273.3,238.5
UAB,237.0,239.3
Kansas,281.7,239.5
San Diego St,208.7,240.8
Toledo,235.7,240.8
Oregon St,250.0,241.3
Wake Forest,295.0,242.1
Kent St,267.0,242.4
Florida Intl,231.3,242.7
Purdue,230.7,243.5
Duke,162.3,244.1
Tennessee,243.7,244.5
Nebraska,305.0,244.7
Washington,248.0,246.3
San Jose St,277.0,246.9
Indiana,305.7,248.7
Florida,271.0,249.0
Oregon,236.3,250.8
Northwestern,241.0,251.8
Utah St,284.0,254.2
Illinois,236.0,256.4
Marshall,279.3,257.2
Washington St,238.3,257.7
N Texas,181.3,259.4
Nevada,377.3,260.3
Texas A&M,288.3,260.5
Louisville,198.3,260.8
Syracuse,293.3,260.9
Iowa St,321.0,261.0
Colorado,367.3,261.8
Navy,274.7,263.5
Idaho,250.0,264.7
Stanford,265.3,266.8
Missouri,284.0,268.0
UL Monroe,295.7,269.2
Boston College,253.7,271.2
Kansas St,372.0,271.3
Baylor,348.3,274.3
Texas,419.3,275.5
Louisiana Tech,287.0,276.5
Cincinnati,250.0,281.2
New Mexico St,247.7,282.1
Tulsa,331.7,285.2
Tulane,294.3,288.5
C Michigan,249.3,289.8
E Carolina,294.0,290.6
Oklahoma St,254.3,294.5
Minnesota,160.7,298.3
SMU,309.7,301.4
UTEP,249.7,312.1
Rice,264.7,332.9
