team,L3,Year
Army,359.7,398.9
Air Force,327.3,349.4
Oregon,376.7,331.6
New Mexico,363.3,296.6
Georgia Tech,282.3,289.3
Navy,335.7,252.3
Ohio St,246.3,247.9
Louisiana Tech,270.3,247.6
Nebraska,194.7,246.9
N Illinois,234.3,245.5
Nevada,224.7,240.9
Tulsa,259.0,238.3
Florida St,226.7,237.1
Texas A&M,256.3,233.7
Northwestern,245.7,231.4
Kent St,229.3,228.0
Cincinnati,239.7,216.2
UCLA,170.7,216.1
LSU,173.0,215.6
Kansas St,172.0,215.1
Ohio,187.7,214.9
San Diego St,215.0,214.5
Alabama,258.0,214.4
Oklahoma St,157.7,213.0
Toledo,241.3,210.0
Michigan,203.7,206.6
Rice,248.3,203.6
North Carolina,220.3,202.5
Ball St,208.3,202.4
Arkansas St,189.3,198.0
Texas,178.7,197.9
Notre Dame,211.7,196.5
Florida,165.3,196.3
Georgia,105.0,195.9
S Florida,243.7,195.1
Middle Tenn,175.3,191.4
Mississippi,145.3,188.6
UCF,229.7,182.9
Wisconsin,274.3,182.0
Arizona,207.3,181.6
Clemson,146.7,179.9
UL Monroe,147.0,179.0
W Kentucky,138.0,176.4
Arizona St,224.3,176.3
Kansas,202.0,176.0
Buffalo,137.7,174.0
Houston,155.3,172.8
Southern Miss,175.3,171.3
Troy,157.0,167.3
Utah St,198.7,166.3
Boise St,188.7,165.8
Louisiana,158.7,165.2
Bowling Green,190.0,165.1
Texas St,180.7,164.5
Baylor,158.7,164.0
N Texas,228.0,163.9
Marshall,170.0,161.4
Stanford,173.0,161.3
Purdue,142.7,159.3
Mississippi St,140.0,159.0
Louisville,130.7,158.1
E Michigan,198.3,156.7
Tennessee,127.7,155.1
Indiana,141.0,155.0
BYU,110.0,154.9
USC,149.0,154.6
TCU,184.3,153.9
California,158.0,153.8
Fresno St,122.0,153.5
West Virginia,137.7,153.3
Virginia Tech,169.3,152.7
UNLV,157.7,151.9
Minnesota,155.3,151.9
W Michigan,173.7,149.8
South Carolina,72.3,145.1
Texas Tech,116.7,144.7
Oklahoma,150.3,144.2
Syracuse,168.3,143.7
Pittsburgh,142.0,140.7
Florida Intl,113.3,140.0
Temple,150.0,138.5
S Alabama,153.7,136.3
Illinois,135.7,135.1
Penn St,136.0,134.6
UTEP,147.0,133.1
Memphis,157.3,131.4
Vanderbilt,187.0,131.3
Michigan St,107.3,131.2
Iowa St,114.0,124.4
Iowa,88.3,124.4
Rutgers,106.7,124.1
SMU,149.7,124.0
Wyoming,129.7,123.6
Duke,119.7,123.4
Auburn,109.3,122.5
Virginia,134.0,120.1
Florida Atlantic,121.3,118.6
E Carolina,139.7,117.8
Kentucky,124.3,117.2
Arkansas,148.0,116.1
Colorado St,117.3,114.6
Washington,108.0,114.3
C Michigan,147.0,114.3
Miami,97.7,114.1
Wake Forest,75.7,113.9
UTSA,85.3,113.6
Akron,113.3,111.6
Missouri,113.0,109.3
Colorado,109.3,108.6
Oregon St,93.0,108.4
Utah,132.7,104.3
Hawai'i,124.3,102.3
UMass,74.0,101.4
NC State,57.7,99.6
New Mexico St,117.3,98.1
San Jose St,96.7,98.0
Miami OH,58.3,92.1
Maryland,100.3,91.4
UAB,110.0,90.9
UConn,45.0,86.9
Idaho,77.7,80.1
Boston College,45.3,71.3
Tulane,90.0,42.9
Washington St,13.3,22.9
