team,L3,Year
Georgia Tech,346.3,323.2
Navy,420.3,322.5
Nevada,290.7,314.3
Air Force,335.7,309.9
Auburn,221.3,286.8
Oregon,305.7,286.6
Nebraska,184.7,266.3
TCU,232.0,259.6
N Illinois,280.7,258.3
Army,205.3,256.7
Illinois,346.0,250.4
Michigan,184.0,248.3
Wisconsin,343.3,240.0
Ohio St,244.0,221.7
Mississippi St,207.7,217.8
Tulsa,240.3,216.0
Stanford,176.7,212.4
Virginia Tech,210.3,208.4
Kansas St,220.3,206.4
N Texas,248.0,205.5
Mississippi,165.7,205.5
Baylor,241.7,202.6
Southern Miss,231.7,202.1
Boise St,157.3,202.0
Miami,235.0,194.3
UCF,178.0,191.1
Florida Intl,174.0,190.6
USC,155.0,189.7
Oklahoma St,144.7,185.8
Louisville,141.7,182.2
LSU,165.3,180.1
UCLA,119.0,177.0
W Kentucky,240.0,176.1
Louisiana Tech,240.3,175.7
E Michigan,229.0,175.3
UConn,173.0,169.4
Alabama,115.3,168.1
Michigan St,151.7,167.9
Florida St,106.0,167.7
Texas A&M,175.7,167.1
Middle Tenn,186.0,166.5
Ohio,146.3,165.5
BYU,203.7,164.7
Washington,227.7,164.5
Missouri,199.7,162.4
Utah St,218.0,162.1
West Virginia,151.7,162.1
Florida,153.0,160.8
Rice,287.3,160.4
Toledo,187.7,158.7
Pittsburgh,171.7,158.1
South Carolina,154.3,157.5
Kentucky,182.7,157.4
UAB,127.3,157.3
Utah,99.3,156.8
Houston,97.3,156.5
Purdue,124.3,155.7
Troy,153.0,155.0
Temple,83.0,153.9
California,141.7,153.5
Arkansas St,171.0,152.8
Texas,181.0,152.6
Fresno St,87.0,152.1
Northwestern,149.7,150.4
Iowa St,103.0,150.3
Arkansas,225.0,148.7
Cincinnati,187.3,148.3
San Diego St,116.7,147.5
S Florida,142.3,147.0
Ball St,129.0,145.9
Georgia,122.7,145.8
Oklahoma,114.3,145.7
UTEP,156.3,145.4
Penn St,122.7,144.5
Clemson,137.7,143.2
Vanderbilt,160.3,143.2
Colorado,168.0,142.7
SMU,137.7,142.4
Iowa,93.7,140.7
Arizona St,148.0,139.0
Kansas,94.0,138.5
Wake Forest,130.7,136.1
Virginia,95.7,134.4
Texas Tech,169.3,133.8
Boston College,184.7,132.9
Minnesota,144.7,132.5
Wyoming,246.7,131.8
New Mexico St,106.3,130.9
Arizona,78.0,130.4
Tulane,114.0,128.9
E Carolina,143.3,128.3
W Michigan,209.7,127.5
NC State,98.7,125.5
Syracuse,84.0,124.8
North Carolina,122.0,124.5
Notre Dame,145.0,122.8
UL Monroe,180.0,122.0
Oregon St,111.3,121.8
Hawai'i,181.0,119.3
Maryland,97.0,117.5
Buffalo,86.3,115.6
Colorado St,59.7,113.8
Kent St,169.0,113.5
New Mexico,118.7,111.8
Duke,43.7,105.5
Akron,141.3,104.9
UNLV,90.7,104.1
Louisiana,144.0,103.1
C Michigan,80.3,101.2
Miami OH,180.0,100.9
Tennessee,113.7,100.5
Florida Atlantic,77.0,99.9
Marshall,91.0,98.5
Indiana,110.3,96.4
Memphis,55.3,92.2
Washington St,146.0,89.8
Rutgers,68.3,88.4
Idaho,99.7,85.6
San Jose St,82.0,77.7
Bowling Green,69.0,65.7
