team,L3,Year
Tulsa,59.0,55.7
Texas,46.3,48.1
Oklahoma,43.0,45.2
Missouri,35.3,44.8
Oklahoma St,39.3,44.7
Texas Tech,46.0,43.2
Penn St,38.0,42.4
USC,47.0,41.5
Arizona,37.7,40.4
Rice,50.0,39.9
Oregon,34.7,39.7
Utah,40.0,39.3
Florida,39.7,38.5
California,31.0,37.3
Nevada,46.0,37.2
Houston,43.3,36.7
Louisiana,43.7,35.7
Ball St,32.0,35.7
Oregon St,42.7,34.6
Illinois,40.0,34.3
Kansas St,28.3,34.0
Nebraska,27.7,33.3
Fresno St,36.7,33.2
Kansas,32.0,33.2
Alabama,27.3,32.3
BYU,20.7,32.2
S Florida,35.7,32.0
UTEP,33.0,31.4
W Michigan,34.3,30.6
Georgia,26.7,29.5
Miami,36.0,29.3
Boise St,29.7,29.2
LSU,26.3,29.2
Minnesota,21.3,29.0
Southern Miss,28.0,28.9
TCU,28.7,28.7
North Carolina,26.7,28.2
Akron,35.0,28.1
Air Force,30.3,28.0
Pittsburgh,34.0,27.8
Louisville,32.7,27.6
Iowa,32.0,27.4
Boston College,33.3,27.4
Florida St,35.3,27.3
Buffalo,26.7,27.0
C Michigan,29.7,27.0
Michigan St,20.0,26.9
UNLV,27.7,26.9
Mississippi,25.0,26.8
Cincinnati,21.0,26.8
Northwestern,30.0,26.7
New Mexico,32.3,25.9
Navy,26.0,25.8
N Illinois,21.3,25.7
Troy,29.0,25.6
Notre Dame,30.0,25.5
New Mexico St,28.7,25.4
E Carolina,24.7,25.3
Memphis,23.7,25.0
Arkansas St,25.7,25.0
Bowling Green,26.0,24.9
Duke,20.7,24.6
Ohio St,27.0,24.6
Baylor,20.3,24.5
Virginia Tech,28.3,24.5
Georgia Tech,28.7,24.4
Maryland,15.3,24.3
Texas A&M,27.7,24.1
Wisconsin,13.3,23.9
Stanford,21.7,23.8
Kentucky,17.3,23.3
Vanderbilt,14.0,23.0
San Jose St,27.0,23.0
UL Monroe,33.0,22.7
UConn,16.0,22.7
Iowa St,16.7,22.3
South Carolina,24.0,22.3
SMU,28.7,22.0
Florida Intl,32.0,21.4
Toledo,6.7,21.0
UAB,24.3,20.7
UCLA,25.0,20.4
Tulane,22.7,20.3
Kent St,22.0,20.2
Tennessee,20.3,19.7
Colorado,14.0,19.7
Ohio,18.0,19.3
Colorado St,21.3,19.3
Auburn,16.3,19.1
Purdue,11.7,19.0
Utah St,12.7,18.7
Wake Forest,9.7,18.7
Army,28.3,18.7
Michigan,15.7,18.6
Indiana,9.7,18.2
Middle Tenn,19.3,18.1
UCF,19.3,17.8
Washington,18.3,17.7
E Michigan,24.0,17.6
Idaho,20.0,17.4
Arkansas,17.3,17.3
Temple,15.0,17.1
West Virginia,22.7,17.0
Arizona St,8.0,17.0
Louisiana Tech,21.0,17.0
Virginia,27.3,17.0
N Texas,21.0,16.9
Florida Atlantic,18.0,16.6
Marshall,11.3,16.5
Hawai'i,21.0,16.2
NC State,19.3,16.2
Syracuse,14.3,15.7
Clemson,13.7,15.6
San Diego St,8.0,15.3
Miami OH,16.7,14.8
Rutgers,13.0,13.2
Mississippi St,14.7,11.2
W Kentucky,13.3,10.5
Washington St,5.3,9.0
Wyoming,7.7,7.8
