team,L3,Year
Mississippi,9.9,9.9
Utah,9.8,9.8
UCLA,9.5,9.5
Georgia,9.3,9.3
Arizona St,9.0,9.0
Washington,8.9,8.9
Stanford,8.6,8.6
Florida,7.4,7.4
South Carolina,7.4,7.4
Alabama,7.3,7.3
Wisconsin,7.0,7.0
Texas,6.6,6.6
LSU,6.5,6.5
BYU,6.3,6.3
Texas A&M,6.2,6.2
Oregon,6.2,6.2
USC,5.7,5.7
Tennessee,5.4,5.4
Missouri,5.1,5.1
TCU,5.1,5.1
Kansas St,5.0,5.0
Auburn,4.9,4.9
Florida St,4.6,4.6
Georgia Tech,4.3,4.3
North Carolina,3.9,3.9
Notre Dame,3.8,3.8
Washington St,3.4,3.4
Kentucky,3.4,3.4
Virginia Tech,3.2,3.2
Utah St,2.9,2.9
Clemson,2.8,2.8
Arizona,2.4,2.4
Boise St,2.3,2.3
Baylor,2.1,2.1
Vanderbilt,2.0,2.0
Mississippi St,1.9,1.9
Oklahoma,1.8,1.8
Iowa St,1.7,1.7
UCF,1.5,1.5
Ohio St,1.3,1.3
Oregon St,0.9,0.9
West Virginia,0.8,0.8
Indiana,0.7,0.7
California,0.6,0.6
Virginia,0.4,0.4
Oklahoma St,0.2,0.2
Penn St,-0.1,-0.1
Miami,-0.2,-0.2
Arkansas,-0.5,-0.5
Boston College,-0.5,-0.5
Iowa,-0.7,-0.7
Pittsburgh,-0.9,-0.9
Northwestern,-1.3,-1.3
Texas Tech,-1.8,-1.8
Syracuse,-1.9,-1.9
Duke,-2.5,-2.5
Houston,-2.6,-2.6
Illinois,-2.8,-2.8
Toledo,-2.8,-2.8
Michigan St,-3.1,-3.1
Memphis,-3.3,-3.3
Florida Atlantic,-3.3,-3.3
Michigan,-3.8,-3.8
Hawai'i,-3.9,-3.9
Idaho,-3.9,-3.9
Purdue,-4.0,-4.0
San Jose St,-4.0,-4.0
Navy,-4.1,-4.1
Kansas,-4.2,-4.2
Louisville,-4.3,-4.3
SMU,-4.4,-4.4
Middle Tenn,-4.6,-4.6
UTSA,-4.8,-4.8
Rutgers,-4.9,-4.9
Minnesota,-4.9,-4.9
Colorado,-5.1,-5.1
Maryland,-5.1,-5.1
Wake Forest,-5.1,-5.1
Louisiana,-5.1,-5.1
Nebraska,-5.5,-5.5
Tulsa,-5.6,-5.6
S Florida,-6.2,-6.2
Rice,-6.4,-6.4
Temple,-6.6,-6.6
E Carolina,-6.6,-6.6
N Texas,-6.7,-6.7
W Kentucky,-6.7,-6.7
Arkansas St,-6.8,-6.8
Marshall,-7.0,-7.0
NC State,-7.0,-7.0
San Diego St,-7.2,-7.2
UConn,-7.3,-7.3
Nevada,-7.3,-7.3
Kent St,-7.6,-7.6
Air Force,-7.6,-7.6
Akron,-8.0,-8.0
Bowling Green,-8.5,-8.5
Colorado St,-8.5,-8.5
Fresno St,-8.6,-8.6
S Alabama,-9.5,-9.5
UL Monroe,-9.8,-9.8
Tulane,-9.8,-9.8
Troy,-9.8,-9.8
Buffalo,-10.0,-10.0
UNLV,-10.1,-10.1
Army,-10.4,-10.4
Ball St,-10.8,-10.8
Ohio,-11.2,-11.2
C Michigan,-11.3,-11.3
Wyoming,-11.7,-11.7
N Illinois,-11.8,-11.8
New Mexico,-11.8,-11.8
E Michigan,-11.9,-11.9
Southern Miss,-12.4,-12.4
W Michigan,-12.6,-12.6
UAB,-13.0,-13.0
Miami OH,-13.1,-13.1
Texas St,-13.8,-13.8
Cincinnati,-14.3,-14.3
Louisiana Tech,-14.3,-14.3
UMass,-14.6,-14.6
UTEP,-14.6,-14.6
New Mexico St,-16.7,-16.7
Georgia St,-16.9,-16.9
Florida Intl,-16.9,-16.9
