team,L3,Year
Cincinnati,0.7,0.7
Notre Dame,0.7,0.7
Air Force,0.3,0.7
Virginia,0.7,0.8
N Illinois,0.7,0.8
Wyoming,1.0,0.8
Oregon St,0.7,0.8
LSU,1.0,0.9
Navy,0.7,1.0
Temple,1.0,1.0
Arkansas,0.3,1.0
C Michigan,0.3,1.0
California,1.0,1.0
Pittsburgh,1.7,1.0
Utah St,0.7,1.0
Alabama,2.0,1.1
Bowling Green,1.0,1.1
South Carolina,1.3,1.1
Virginia Tech,1.3,1.1
Louisiana Tech,1.3,1.2
Oklahoma St,0.3,1.2
Houston,0.7,1.2
Boise St,0.7,1.2
Tulsa,0.7,1.2
Rutgers,1.0,1.2
Idaho,2.3,1.3
Vanderbilt,1.3,1.3
Iowa,0.7,1.3
Georgia Tech,2.0,1.3
Indiana,1.0,1.3
UAB,0.3,1.3
TCU,1.3,1.3
Stanford,0.7,1.4
Texas A&M,2.3,1.4
Colorado St,2.0,1.4
Auburn,2.3,1.5
Kansas St,1.0,1.5
Florida Atlantic,0.7,1.5
E Michigan,0.7,1.6
Penn St,0.3,1.6
Marshall,2.0,1.6
UTEP,1.7,1.6
Duke,1.3,1.6
Army,1.7,1.6
Miami,2.0,1.7
Florida St,1.3,1.7
Kansas,2.0,1.7
Wake Forest,0.7,1.7
USC,1.3,1.7
Florida Intl,1.3,1.7
Southern Miss,1.0,1.7
Middle Tenn,1.7,1.7
Kentucky,1.0,1.7
Michigan St,1.0,1.7
Washington,2.3,1.8
San Jose St,2.0,1.8
E Carolina,2.0,1.8
Baylor,2.0,1.8
Arizona St,2.7,1.8
UCF,0.7,1.8
UCLA,2.3,1.9
Iowa St,0.3,1.9
Ohio St,2.3,1.9
Missouri,3.0,2.0
UNLV,1.7,2.0
UConn,2.0,2.0
Tennessee,1.0,2.0
Memphis,1.7,2.0
Oklahoma,2.3,2.0
Wisconsin,2.7,2.0
Oregon,1.0,2.0
Fresno St,2.0,2.0
Ohio,2.0,2.0
Arizona,3.0,2.0
Utah,2.0,2.0
Illinois,1.7,2.0
North Carolina,2.3,2.0
BYU,0.7,2.1
Nebraska,4.0,2.1
Texas,2.0,2.1
Clemson,2.7,2.1
Florida,2.3,2.2
San Diego St,0.7,2.2
Louisiana,1.3,2.2
Louisville,2.3,2.2
Arkansas St,2.3,2.2
Toledo,2.3,2.3
Minnesota,2.3,2.3
Nevada,0.7,2.3
Northwestern,2.0,2.3
Boston College,2.7,2.3
Texas Tech,2.0,2.3
W Michigan,1.3,2.3
Troy,2.0,2.3
UL Monroe,2.3,2.3
NC State,3.3,2.4
S Florida,2.7,2.4
New Mexico,2.0,2.4
Kent St,2.0,2.4
New Mexico St,1.7,2.4
Georgia,1.7,2.4
Michigan,3.7,2.4
W Kentucky,3.0,2.5
Rice,3.0,2.5
Mississippi,2.7,2.5
N Texas,2.3,2.6
Ball St,3.0,2.6
Buffalo,1.7,2.6
Tulane,3.0,2.7
Akron,3.3,2.7
SMU,1.3,2.7
Mississippi St,2.3,2.7
Syracuse,3.7,2.8
Washington St,2.3,2.9
Maryland,2.3,2.9
Colorado,3.0,2.9
Purdue,2.0,2.9
West Virginia,1.7,3.2
Hawai'i,3.7,3.2
Miami OH,2.7,3.3
