team,L3,Year
Michigan St,131.7,105.3
UCF,114.7,114.7
South Carolina,82.0,150.8
Alabama,172.3,152.0
Vanderbilt,163.0,163.0
Kentucky,143.3,163.6
Navy,164.3,164.3
San Diego St,168.0,168.0
Penn St,169.7,168.0
Florida,197.7,168.2
Air Force,169.0,169.0
Akron,127.7,169.0
Washington St,169.3,169.3
Miami,172.0,172.0
West Virginia,194.3,174.5
Michigan,128.7,176.8
Georgia,149.3,177.3
Texas,206.3,178.3
Miami OH,199.0,181.5
E Carolina,201.3,183.8
Kent St,146.0,184.3
Tennessee,186.3,186.3
Boise St,170.0,186.5
Wisconsin,203.3,189.0
Mississippi St,208.3,189.0
BYU,226.3,189.2
Ohio St,203.7,191.6
W Michigan,227.3,195.0
Virginia Tech,218.0,195.3
Temple,186.3,196.5
Oregon St,197.7,197.7
Colorado St,204.7,198.3
Tulane,182.7,198.5
Georgia Tech,202.3,200.5
Arkansas St,179.3,202.3
Army,217.0,203.4
W Kentucky,205.3,205.3
E Michigan,207.3,207.3
Indiana,223.3,210.8
Florida St,211.7,211.7
Virginia,228.3,214.0
New Mexico St,208.3,214.8
Utah St,215.0,215.0
Nevada,178.0,216.3
Southern Miss,230.7,217.0
Oklahoma,201.7,219.0
Baylor,219.0,219.0
Mississippi,218.3,220.0
Colorado,220.7,222.0
Ohio,175.7,222.3
San Jose St,245.7,222.8
Wake Forest,227.0,227.0
LSU,223.3,227.5
Clemson,219.7,229.3
Notre Dame,228.7,230.4
Iowa St,231.0,231.0
UCLA,243.7,231.2
Auburn,248.3,232.8
Kansas St,233.0,233.0
Fresno St,224.0,234.5
Nebraska,232.3,237.8
Texas Tech,239.0,239.0
NC State,239.0,239.0
Buffalo,260.3,240.0
Maryland,241.0,241.0
Oregon,243.0,243.0
Houston,216.7,243.0
SMU,244.3,244.8
Louisville,246.3,246.3
Stanford,263.0,249.8
S Florida,202.7,249.8
UL Monroe,252.3,252.3
Middle Tenn,263.7,252.5
Illinois,240.7,253.0
Ball St,207.7,253.4
Louisiana,185.7,253.8
Arizona St,234.3,255.5
Hawai'i,266.3,255.5
Arkansas,273.3,255.5
Florida Atlantic,251.0,256.0
Northwestern,257.3,257.3
Oklahoma St,274.7,259.0
Marshall,246.0,259.2
Toledo,283.7,260.0
Rutgers,260.3,260.3
Bowling Green,271.7,260.8
Florida Intl,249.3,263.0
UConn,304.0,263.3
Boston College,286.3,264.0
USC,302.0,267.2
Utah,277.7,277.7
Rice,278.0,277.8
Pittsburgh,279.3,278.5
Purdue,278.7,278.7
C Michigan,336.3,280.8
Kansas,281.7,281.7
N Illinois,341.0,282.3
Minnesota,276.7,283.5
North Carolina,298.7,284.8
Washington,269.7,285.5
Iowa,285.7,285.7
Louisiana Tech,308.3,287.8
UTEP,305.0,289.8
TCU,249.3,290.5
Troy,304.7,296.3
Wyoming,297.0,297.0
UAB,329.3,300.0
Duke,300.7,300.3
California,305.3,305.3
Cincinnati,278.3,310.0
Tulsa,319.0,310.0
Syracuse,307.7,312.3
Arizona,298.0,322.8
New Mexico,371.7,323.3
N Texas,302.3,332.6
Memphis,336.3,336.3
Texas A&M,359.7,336.8
UNLV,337.7,337.7
Missouri,343.3,343.3
Idaho,361.0,343.5
