team,L3,Year
Oklahoma St,424.0,424.0
Marshall,422.5,422.5
Syracuse,396.0,396.0
Baylor,393.0,393.0
Texas Tech,391.0,391.0
Boston College,366.0,366.0
Troy,356.0,356.0
Arizona,353.5,353.5
Houston,346.7,346.7
Indiana,343.0,343.0
TCU,335.0,335.0
Duke,329.5,329.5
UL Monroe,328.5,328.5
West Virginia,324.0,324.0
San Jose St,322.5,322.5
Kentucky,322.0,322.0
North Carolina,317.0,317.0
Louisiana Tech,314.5,314.5
UCLA,310.7,310.7
Wyoming,309.0,309.0
Fresno St,305.5,305.5
Washington St,303.5,303.5
S Florida,302.5,302.5
Tennessee,295.0,295.0
Georgia,295.0,295.0
Clemson,290.0,290.0
Texas A&M,290.0,290.0
Akron,284.5,284.5
SMU,282.5,282.5
UAB,282.5,282.5
Pittsburgh,280.5,280.5
USC,278.3,278.3
Oregon St,276.0,276.0
Toledo,273.0,273.0
Ohio,271.7,271.7
California,271.5,271.5
Idaho,263.0,263.0
Louisville,263.0,263.0
South Carolina,262.0,262.0
Iowa St,261.0,261.0
Texas,255.7,255.7
BYU,254.5,254.5
Michigan St,252.3,252.3
E Carolina,252.0,252.0
Arizona St,250.5,250.5
Nevada,250.5,250.5
NC State,249.7,249.7
Arkansas St,248.0,248.0
Virginia Tech,247.5,247.5
Miami OH,245.5,245.5
Minnesota,243.0,243.0
Tulsa,242.5,242.5
Bowling Green,241.7,241.7
Memphis,239.5,239.5
Nebraska,237.7,237.7
Oregon,237.0,237.0
W Michigan,237.0,237.0
Florida Intl,237.0,237.0
Boise St,236.5,236.5
Colorado St,235.0,235.0
UNLV,233.5,233.5
Penn St,233.3,233.3
Notre Dame,233.0,233.0
Mississippi St,233.0,233.0
Michigan,233.0,233.0
Virginia,231.0,231.0
Missouri,230.5,230.5
UCF,230.0,230.0
Kent St,227.0,227.0
Florida St,227.0,227.0
Kansas,223.5,223.5
S Alabama,222.5,222.5
Wake Forest,222.5,222.5
Oklahoma,222.0,222.0
Florida Atlantic,221.5,221.5
Kansas St,220.0,220.0
Middle Tenn,219.0,219.0
Mississippi,218.5,218.5
Louisiana,218.5,218.5
Rutgers,217.5,217.5
Ohio St,216.0,216.0
Vanderbilt,215.5,215.5
UTSA,215.0,215.0
Miami,214.5,214.5
Utah,212.5,212.5
New Mexico St,212.5,212.5
Alabama,212.3,212.3
Tulane,212.0,212.0
UTEP,210.7,210.7
Ball St,209.7,209.7
Rice,208.3,208.3
Hawai'i,208.0,208.0
Stanford,207.0,207.0
Cincinnati,205.0,205.0
Northwestern,204.3,204.3
LSU,203.0,203.0
Utah St,198.5,198.5
N Illinois,198.0,198.0
Purdue,191.0,191.0
Washington,189.5,189.5
Iowa,182.5,182.5
Colorado,180.0,180.0
Arkansas,180.0,180.0
Temple,178.0,178.0
Florida,176.3,176.3
N Texas,175.5,175.5
C Michigan,173.0,173.0
San Diego St,171.5,171.5
W Kentucky,169.0,169.0
Texas St,168.5,168.5
UConn,166.3,166.3
E Michigan,165.0,165.0
Navy,164.0,164.0
Auburn,160.7,160.7
Southern Miss,154.0,154.0
Maryland,149.5,149.5
Buffalo,148.0,148.0
UMass,129.7,129.7
Air Force,127.0,127.0
Wisconsin,125.0,125.0
Illinois,117.0,117.0
Georgia Tech,114.5,114.5
New Mexico,39.0,39.0
Army,29.0,29.0
