team,L3,Year
Oklahoma,48.0,48.0
N Illinois,68.5,68.5
Florida St,83.0,83.0
Texas Tech,92.0,92.0
Vanderbilt,100.0,100.0
UConn,123.0,123.0
Maryland,124.0,124.0
San Diego St,136.0,136.0
Arizona St,146.5,146.5
Iowa,147.5,147.5
Alabama,152.3,152.3
Utah St,153.5,153.5
Michigan,157.7,157.7
LSU,158.0,158.0
Clemson,161.0,161.0
Washington,161.5,161.5
Minnesota,162.5,162.5
Fresno St,169.5,169.5
Virginia,171.0,171.0
Oregon St,172.0,172.0
Michigan St,173.3,173.3
Nebraska,174.0,174.0
W Michigan,175.0,175.0
Texas,180.0,180.0
UTSA,182.0,182.0
Texas A&M,184.0,184.0
UCF,188.3,188.3
Virginia Tech,189.5,189.5
Temple,190.0,190.0
Notre Dame,192.3,192.3
Akron,194.5,194.5
Georgia,200.0,200.0
Syracuse,200.0,200.0
UCLA,204.0,204.0
Air Force,208.0,208.0
Indiana,210.0,210.0
N Texas,211.0,211.0
San Jose St,211.0,211.0
Utah,211.0,211.0
Kentucky,211.3,211.3
Missouri,212.5,212.5
BYU,212.5,212.5
Boise St,213.0,213.0
Navy,214.0,214.0
Arkansas St,214.0,214.0
Georgia Tech,214.5,214.5
Kansas St,215.0,215.0
Iowa St,217.0,217.0
UL Monroe,222.0,222.0
Tulane,222.5,222.5
Auburn,225.0,225.0
Tulsa,225.5,225.5
E Michigan,225.5,225.5
Florida,227.7,227.7
Wyoming,228.0,228.0
Wisconsin,228.5,228.5
Purdue,234.0,234.0
Pittsburgh,235.0,235.0
S Alabama,236.0,236.0
Mississippi St,237.0,237.0
Boston College,237.0,237.0
California,239.5,239.5
UTEP,240.0,240.0
Penn St,241.0,241.0
Rice,241.0,241.0
Troy,246.7,246.7
Rutgers,248.0,248.0
USC,248.3,248.3
Wake Forest,249.0,249.0
Idaho,252.5,252.5
Tennessee,253.5,253.5
UAB,256.5,256.5
Buffalo,258.0,258.0
UMass,259.7,259.7
Marshall,262.0,262.0
South Carolina,262.3,262.3
Southern Miss,262.5,262.5
NC State,266.7,266.7
Oregon,269.0,269.0
Bowling Green,273.0,273.0
Miami OH,274.0,274.0
S Florida,274.0,274.0
Colorado,275.0,275.0
Ohio,275.7,275.7
Stanford,276.0,276.0
Cincinnati,278.0,278.0
Army,278.5,278.5
W Kentucky,278.5,278.5
Memphis,281.0,281.0
Florida Atlantic,281.5,281.5
Ohio St,283.3,283.3
Kansas,285.5,285.5
Houston,289.7,289.7
Illinois,291.5,291.5
Florida Intl,291.7,291.7
Middle Tenn,292.5,292.5
Oklahoma St,293.0,293.0
Mississippi,300.0,300.0
New Mexico St,300.5,300.5
TCU,303.0,303.0
Colorado St,308.0,308.0
Texas St,308.0,308.0
Nevada,309.0,309.0
Arkansas,312.5,312.5
Duke,314.5,314.5
E Carolina,315.0,315.0
Toledo,315.0,315.0
Arizona,316.5,316.5
North Carolina,320.5,320.5
Louisville,321.5,321.5
C Michigan,322.0,322.0
UNLV,323.5,323.5
Miami,325.5,325.5
Northwestern,326.0,326.0
Washington St,327.0,327.0
Ball St,327.0,327.0
New Mexico,331.0,331.0
Kent St,354.0,354.0
Baylor,362.0,362.0
SMU,386.5,386.5
Louisiana Tech,392.5,392.5
Hawai'i,394.0,394.0
West Virginia,413.0,413.0
Louisiana,470.0,470.0
