team,L3,Year
Washington,7.1,7.1
LSU,6.4,6.4
Florida,6.3,6.3
Oregon,6.2,6.2
Colorado,5.9,5.9
Oregon St,5.3,5.3
California,5.3,5.3
Auburn,5.0,5.0
S Florida,5.0,5.0
Washington St,4.8,4.8
Missouri,4.0,4.0
Notre Dame,3.9,3.9
Georgia,3.8,3.8
USC,3.7,3.7
Arizona St,3.7,3.7
Alabama,3.7,3.7
Oklahoma,3.4,3.4
Oklahoma St,3.4,3.4
UCLA,3.3,3.3
Tennessee,3.3,3.3
Stanford,3.2,3.2
Kansas St,3.1,3.1
Nebraska,3.1,3.1
Virginia Tech,3.0,3.0
Kentucky,2.9,2.9
South Carolina,2.8,2.8
Arizona,2.8,2.8
Florida St,2.6,2.6
Duke,2.5,2.5
West Virginia,2.5,2.5
Ohio St,2.2,2.2
Colorado St,2.1,2.1
Penn St,2.0,2.0
Texas,1.9,1.9
Texas A&M,1.6,1.6
Louisville,1.6,1.6
Cincinnati,1.5,1.5
Mississippi St,0.9,0.9
NC State,0.8,0.8
Georgia Tech,0.8,0.8
Rutgers,0.6,0.6
Michigan,0.5,0.5
Kansas,0.3,0.3
Wisconsin,0.2,0.2
Maryland,0.2,0.2
Illinois,0.2,0.2
Utah,0.1,0.1
Arkansas,-0.2,-0.2
Mississippi,-0.4,-0.4
North Carolina,-0.5,-0.5
Clemson,-0.5,-0.5
Texas Tech,-0.7,-0.7
Vanderbilt,-0.8,-0.8
Syracuse,-0.8,-0.8
Purdue,-0.8,-0.8
Boston College,-1.0,-1.0
BYU,-1.0,-1.0
UNLV,-1.1,-1.1
Virginia,-1.2,-1.2
Michigan St,-1.2,-1.2
TCU,-1.3,-1.3
Iowa,-1.4,-1.4
UConn,-1.7,-1.7
Wake Forest,-2.1,-2.1
Miami,-2.3,-2.3
Iowa St,-2.4,-2.4
New Mexico,-2.5,-2.5
San Diego St,-2.7,-2.7
Troy,-2.8,-2.8
Pittsburgh,-2.9,-2.9
Wyoming,-3.1,-3.1
Indiana,-3.2,-3.2
Air Force,-3.3,-3.3
E Carolina,-3.7,-3.7
Florida Intl,-3.7,-3.7
Houston,-3.8,-3.8
UCF,-4.0,-4.0
Minnesota,-4.1,-4.1
Baylor,-4.7,-4.7
Boise St,-5.4,-5.4
Northwestern,-5.7,-5.7
Utah St,-6.0,-6.0
Fresno St,-6.2,-6.2
Ball St,-6.4,-6.4
Navy,-6.7,-6.7
C Michigan,-6.9,-6.9
Miami OH,-6.9,-6.9
Marshall,-7.1,-7.1
Tulsa,-7.2,-7.2
San Jose St,-7.3,-7.3
Southern Miss,-7.4,-7.4
Louisiana Tech,-7.5,-7.5
Akron,-8.0,-8.0
UTEP,-8.2,-8.2
SMU,-8.6,-8.6
W Michigan,-8.8,-8.8
Bowling Green,-8.9,-8.9
Nevada,-8.9,-8.9
Middle Tenn,-9.0,-9.0
Buffalo,-9.1,-9.1
UAB,-9.6,-9.6
Florida Atlantic,-9.7,-9.7
E Michigan,-9.8,-9.8
Rice,-9.9,-9.9
Kent St,-10.2,-10.2
Army,-10.4,-10.4
UL Monroe,-10.5,-10.5
New Mexico St,-10.8,-10.8
Temple,-11.5,-11.5
Toledo,-11.5,-11.5
Idaho,-11.7,-11.7
Arkansas St,-11.7,-11.7
N Texas,-12.0,-12.0
Ohio,-12.1,-12.1
Tulane,-12.6,-12.6
Memphis,-13.0,-13.0
Hawai'i,-13.1,-13.1
N Illinois,-13.2,-13.2
Louisiana,-13.6,-13.6
W Kentucky,-14.5,-14.5
