team,L3,Year
Florida,407.0,386.4
UCF,283.7,373.0
Arkansas St,432.3,361.6
Clemson,356.7,357.4
Mississippi,449.7,356.5
Fresno St,419.0,356.3
Alabama,304.7,347.7
SMU,289.7,334.2
BYU,303.3,327.4
Toledo,368.0,325.8
Nevada,260.7,325.1
Kent St,358.3,323.5
USC,296.7,319.2
Memphis,235.3,314.9
Mississippi St,332.3,312.9
Purdue,312.7,309.0
Oklahoma,278.0,307.5
North Carolina,328.3,307.4
LSU,241.3,298.6
Troy,258.7,285.9
Boston College,346.3,284.2
W Michigan,257.0,283.8
Ohio St,271.0,281.4
Ball St,306.3,279.0
Oregon,283.3,277.8
E Michigan,307.3,276.2
San Jose St,255.7,276.0
N Texas,250.0,275.3
West Virginia,246.0,275.0
Texas,253.7,274.0
Missouri,312.7,269.7
Miami,266.0,269.1
Houston,215.0,268.1
Wake Forest,301.0,264.4
Maryland,261.0,264.0
NC State,258.7,261.4
Stanford,249.7,258.4
Indiana,245.3,258.0
Pittsburgh,276.7,254.8
Tulsa,278.7,251.9
Michigan,211.0,250.3
Texas Tech,252.7,247.9
S Alabama,260.0,247.2
Penn St,194.0,247.1
Washington St,246.0,246.0
Boise St,221.3,245.3
Virginia,252.3,244.8
Louisville,257.3,244.0
Hawai'i,245.3,243.4
Iowa St,286.0,241.8
N Illinois,244.0,240.5
Arkansas,240.3,240.2
Notre Dame,282.3,239.3
Michigan St,224.0,238.9
Texas St,304.7,238.4
Miami OH,238.3,238.3
Cincinnati,286.7,237.4
Georgia,279.7,232.8
Oklahoma St,279.7,232.5
S Florida,281.3,230.9
Middle Tenn,263.3,230.4
UCLA,228.3,229.8
UL Monroe,224.7,229.0
E Carolina,200.7,228.9
Liberty,213.3,228.5
Texas A&M,189.0,228.5
Georgia St,286.0,227.3
Washington,255.0,226.5
Southern Miss,182.7,225.6
Charlotte,191.7,222.8
Duke,194.3,221.9
Baylor,232.7,219.9
Vanderbilt,220.3,219.9
Marshall,243.0,218.9
Coastal Car,196.3,218.7
Rice,200.3,215.2
Louisiana,173.3,214.4
Arizona,173.3,213.0
Arizona St,212.7,212.7
Auburn,165.3,212.3
UTEP,189.7,211.2
Louisiana Tech,227.3,210.9
Oregon St,228.7,209.2
Rutgers,167.3,208.0
Temple,137.7,208.0
Tennessee,270.0,206.4
Colorado,165.7,202.6
Minnesota,204.0,202.3
C Michigan,196.0,202.3
Virginia Tech,230.7,200.6
Colorado St,191.7,199.5
Georgia Tech,182.3,199.1
New Mexico,146.7,198.0
App State,193.0,197.7
Iowa,208.0,197.6
TCU,177.3,196.3
Wisconsin,200.3,195.2
Utah,186.0,193.5
California,216.3,192.8
UTSA,188.0,192.2
UAB,158.0,190.6
Florida St,180.7,187.9
South Carolina,155.3,187.2
UNLV,209.0,185.8
Kansas St,112.7,185.7
Northwestern,181.0,180.9
Nebraska,186.3,180.9
Tulane,175.7,177.5
Syracuse,161.3,173.3
W Kentucky,174.0,167.2
Buffalo,100.3,166.4
Illinois,170.3,157.6
Kansas,160.0,154.3
Wyoming,84.7,153.3
San Diego St,145.3,151.4
Ohio,146.0,146.0
Florida Atlantic,193.0,143.6
Bowling Green,159.7,142.4
Akron,113.3,139.7
Utah St,170.0,135.8
Florida Intl,132.3,133.3
Kentucky,127.7,124.1
UMass,133.7,120.3
Georgia So,96.3,106.1
Navy,41.3,97.4
Air Force,87.3,79.0
Army,28.7,41.4
