team,L3,Year
Georgia So,383.3,366.5
Baylor,287.0,326.0
Air Force,342.0,322.8
LSU,276.0,309.1
Houston,273.0,296.0
Navy,240.3,287.8
Army,250.7,279.0
Oregon,313.7,266.2
App State,272.3,262.0
Georgia Tech,236.0,255.9
Arizona,278.3,252.9
Ohio St,259.3,247.1
New Mexico,179.0,235.4
Notre Dame,169.3,235.3
S Florida,270.3,229.7
TCU,215.7,227.2
West Virginia,211.0,224.4
Stanford,270.7,221.0
North Carolina,213.0,220.2
Iowa,238.7,215.2
NC State,150.0,214.5
Toledo,263.7,213.1
N Illinois,302.7,212.3
San Diego St,262.3,212.1
Clemson,243.0,211.7
Nevada,237.7,209.1
Tennessee,157.3,209.0
Georgia,159.3,208.2
Texas,259.3,206.3
Louisiana,223.0,205.6
Texas St,197.0,200.8
Texas Tech,218.3,196.6
Iowa St,220.7,195.8
Oklahoma,234.7,194.0
UCLA,139.0,193.0
Arkansas St,288.3,192.0
Alabama,169.7,188.5
Cincinnati,191.0,186.2
Wyoming,165.7,185.7
Arkansas,181.7,184.3
Tulsa,170.0,184.1
Auburn,182.7,183.2
Michigan,153.7,181.4
Nebraska,160.3,180.9
E Michigan,200.0,179.8
Memphis,161.3,179.7
Utah,145.3,179.1
Charlotte,223.0,177.8
N Texas,199.0,177.8
Florida St,150.3,174.3
Oregon St,190.3,174.0
Marshall,217.7,173.0
Indiana,107.7,171.3
San Jose St,155.7,170.6
New Mexico St,154.0,170.3
Southern Miss,183.3,170.1
Utah St,174.0,170.0
South Carolina,112.7,168.1
Rutgers,151.7,168.0
Colorado,121.7,167.4
W Michigan,262.7,166.7
USC,152.0,165.1
Northwestern,81.7,163.6
UNLV,180.3,163.0
SMU,107.7,162.8
Duke,142.3,162.5
Vanderbilt,186.7,161.5
Bowling Green,159.7,161.1
Maryland,174.3,161.0
Rice,151.0,160.7
Louisiana Tech,124.0,159.4
Ball St,125.3,157.3
Minnesota,155.0,156.7
Akron,177.7,156.3
Michigan St,110.7,156.3
Colorado St,124.7,155.8
Florida Atlantic,139.7,155.3
Virginia Tech,180.7,153.6
Kentucky,140.3,153.5
California,112.3,153.3
Wisconsin,127.0,152.5
Mississippi,178.3,151.7
Boise St,147.3,151.3
Kansas St,142.7,151.2
UTEP,117.7,151.2
Temple,135.3,149.0
Penn St,132.3,148.0
UTSA,116.3,147.7
Texas A&M,94.7,147.1
Boston College,113.7,146.3
Pittsburgh,176.3,146.2
Old Dominion,198.7,144.0
Oklahoma St,128.3,143.0
Arizona St,146.0,140.7
Syracuse,131.0,139.0
Kent St,123.3,138.4
BYU,179.3,136.1
Buffalo,135.0,134.7
Ohio,101.0,133.7
E Carolina,123.7,132.3
Mississippi St,140.7,131.7
Virginia,167.7,128.0
S Alabama,153.7,127.7
Louisville,145.7,127.3
Florida,89.3,127.0
W Kentucky,183.7,125.8
Idaho,156.3,125.2
Troy,140.3,123.7
UConn,156.3,122.7
Illinois,77.3,122.2
Middle Tenn,118.7,118.6
Fresno St,144.3,117.1
Purdue,96.0,115.5
Miami,57.3,112.7
Wake Forest,98.3,107.6
C Michigan,143.0,106.4
Washington,142.7,106.3
UMass,88.0,105.1
Miami OH,99.3,104.1
Georgia St,68.3,101.6
Missouri,69.0,100.9
Florida Intl,98.0,95.1
Kansas,81.3,90.0
Washington St,121.3,89.0
Tulane,81.0,84.8
Hawai'i,102.3,83.4
UL Monroe,129.7,81.7
UCF,74.7,41.6
