team,L3,Year
Washington St,456.3,456.3
UCLA,438.7,451.8
Texas Tech,432.0,432.0
Oklahoma St,437.3,405.0
Oklahoma,367.7,399.8
Mississippi,396.0,396.0
West Virginia,373.7,373.7
Louisville,361.3,365.5
New Mexico St,338.3,353.3
Arkansas St,349.5,349.5
Toledo,344.7,344.7
NC State,337.0,337.0
SMU,333.0,333.0
Miami,333.0,333.0
Iowa St,332.0,332.0
E Carolina,331.7,331.7
Virginia,329.0,329.0
C Michigan,324.0,324.0
Arizona St,323.7,323.0
Ohio St,324.3,319.3
UConn,316.5,316.5
Virginia Tech,311.3,311.3
UCF,308.5,308.5
USC,312.0,306.3
Hawai'i,301.7,301.7
California,300.7,300.7
Oregon,299.0,299.0
Houston,298.7,298.7
Northwestern,298.7,298.7
Texas,296.7,296.7
Colorado St,296.7,296.7
Utah,294.7,294.7
N Texas,292.7,292.7
Baylor,287.7,287.7
Kansas,287.7,287.7
UMass,255.7,285.4
Penn St,269.3,282.5
North Carolina,300.7,280.8
Southern Miss,279.5,279.5
E Michigan,277.3,277.3
Louisiana,273.3,273.3
Indiana,267.3,267.3
W Kentucky,261.0,261.0
Marshall,260.3,260.3
Washington,257.3,257.3
Syracuse,256.3,256.3
Purdue,242.0,254.8
Idaho,254.3,254.3
TCU,253.0,253.0
Michigan St,252.0,252.0
South Carolina,262.0,250.3
Louisiana Tech,250.0,250.0
Memphis,247.5,247.5
Troy,246.3,246.3
Miami OH,245.3,245.3
Cincinnati,245.0,245.0
UL Monroe,244.7,244.7
Colorado,244.0,244.0
Florida St,244.0,244.0
Utah St,238.3,238.3
Clemson,213.7,238.3
Wisconsin,235.7,235.7
Boise St,242.3,234.3
Duke,230.3,230.3
Ball St,229.3,229.3
Ohio,229.0,229.0
App State,229.0,229.0
Bowling Green,228.0,228.0
Middle Tenn,247.7,227.3
Nebraska,220.0,224.5
Pittsburgh,224.3,224.3
Michigan,224.7,223.0
Tennessee,221.3,221.3
Buffalo,219.3,219.3
Oregon St,216.0,216.0
Akron,215.7,215.7
Arizona,214.0,214.0
Iowa,240.3,211.5
S Florida,211.0,211.0
Georgia St,210.0,210.0
Wake Forest,208.0,208.0
Fresno St,205.0,205.0
Texas A&M,202.0,202.0
Florida,200.7,200.7
Temple,200.7,200.7
UAB,198.0,198.0
Missouri,198.0,198.0
LSU,194.3,194.3
Nevada,193.7,193.7
Florida Atlantic,192.7,192.7
Stanford,133.3,192.3
Kentucky,188.3,188.3
Maryland,187.0,187.0
Florida Intl,186.5,186.5
Arkansas,184.5,184.5
UTSA,183.5,183.5
Texas St,182.7,182.7
Vanderbilt,179.7,179.7
Illinois,179.7,179.7
Alabama,207.0,179.3
Boston College,173.0,177.5
San Jose St,138.7,173.5
Minnesota,173.0,173.0
Tulsa,166.3,171.8
Rutgers,167.3,167.3
Notre Dame,159.7,165.8
N Illinois,165.5,165.5
Georgia,163.0,163.0
Auburn,160.7,160.7
Old Dominion,156.0,156.0
S Alabama,148.0,148.0
UTEP,165.3,147.5
New Mexico,147.0,147.0
San Diego St,146.7,146.7
UNLV,140.5,140.5
Mississippi St,138.3,138.3
Kansas St,132.5,132.5
W Michigan,128.3,128.3
BYU,127.7,127.7
Rice,130.7,121.8
Charlotte,117.0,117.0
Wyoming,110.7,110.7
Navy,98.3,98.3
Coastal Car,90.0,90.0
Georgia Tech,84.0,84.0
Tulane,76.0,76.0
Georgia So,70.5,70.5
Air Force,48.5,48.5
Kent St,43.0,43.0
Army,12.0,12.0
