team,L3,Year
Marshall,59.3,68.5
Northwestern,70.5,70.5
Georgia,94.7,80.0
Pittsburgh,84.7,80.5
Colorado St,84.0,84.0
Cincinnati,54.3,86.3
San Diego St,91.5,91.5
Rutgers,92.0,92.0
Notre Dame,76.0,93.7
Army,101.0,94.5
BYU,133.7,98.0
New Mexico,99.0,99.0
Wyoming,99.5,99.5
Clemson,113.3,102.2
West Virginia,94.0,102.4
Texas A&M,103.3,104.8
Florida Atlantic,106.7,106.7
Georgia So,101.7,109.0
Rice,109.0,109.0
Oklahoma,116.7,110.2
UTEP,80.7,112.5
Air Force,114.7,114.7
Iowa St,119.0,117.0
Iowa,123.5,123.5
Mississippi St,159.3,124.2
Penn St,124.5,124.5
Oklahoma St,148.7,125.2
App State,119.0,125.8
Virginia,129.7,126.8
Ohio St,127.0,127.0
Nevada,127.0,127.0
Michigan,127.5,127.5
Georgia St,116.0,127.6
Tulsa,124.3,128.0
Alabama,107.0,128.8
Michigan St,129.0,129.0
Coastal Car,145.0,129.8
Wisconsin,131.0,131.0
Texas,134.0,131.2
Liberty,130.0,131.2
Missouri,104.3,131.2
Florida,120.7,133.0
Illinois,133.5,133.5
Tulane,162.0,141.3
North Carolina,161.7,142.2
Kentucky,203.3,143.3
LSU,185.0,143.4
Memphis,184.0,150.4
Miami,155.0,150.8
Troy,159.7,152.0
Tennessee,183.3,153.0
S Alabama,145.3,154.5
South Carolina,187.0,154.8
TCU,137.7,155.4
Auburn,156.0,155.7
Duke,107.7,156.7
UAB,90.3,157.5
Boston College,187.3,157.9
Kansas St,162.0,163.2
Houston,199.0,166.8
Baylor,180.0,177.3
San Jose St,177.5,177.5
Florida Intl,177.5,177.5
Arkansas,227.7,178.2
Louisiana Tech,233.7,179.7
NC State,179.0,182.0
UTSA,193.0,184.7
Texas St,220.3,184.8
Indiana,185.5,185.5
Purdue,186.0,186.0
Texas Tech,172.7,186.0
UCF,169.0,190.5
Wake Forest,169.0,192.4
Louisiana,197.0,194.0
W Kentucky,188.3,194.2
Virginia Tech,164.7,195.2
Arkansas St,214.0,196.7
Hawai'i,200.5,200.5
Louisville,260.0,201.0
Georgia Tech,220.7,202.7
E Carolina,185.0,205.2
Vanderbilt,215.3,207.3
S Florida,194.3,210.6
Southern Miss,171.7,211.8
Charlotte,180.3,213.2
Temple,201.0,213.5
Nebraska,215.0,215.0
Kansas,204.3,216.0
UNLV,217.0,217.0
SMU,233.0,217.5
Syracuse,224.3,228.3
Mississippi,158.7,231.0
Fresno St,236.0,236.0
Florida St,276.0,237.8
Navy,203.0,244.3
Middle Tenn,305.0,247.0
UL Monroe,225.7,257.9
Boise St,263.0,263.0
Minnesota,267.0,267.0
N Texas,253.7,281.8
Utah St,289.0,289.0
Maryland,293.5,293.5
UMass,308.0,308.0
