team,L3,Year
Florida,4.7,4.7
Memphis,7.0,7.0
Wake Forest,8.5,8.5
Miami,10.0,10.0
Georgia Tech,10.5,10.5
West Virginia,11.0,11.0
Baylor,11.5,11.5
Stanford,11.5,11.5
Iowa,12.0,12.0
Ohio St,12.3,12.3
Washington,13.5,13.5
Toledo,13.5,13.5
Wisconsin,13.7,13.7
Army,13.7,13.7
Air Force,14.0,14.0
Tulane,14.0,14.0
Michigan,15.0,15.0
Georgia So,15.0,15.0
W Michigan,15.5,15.5
Kansas St,16.5,16.5
Indiana,16.5,16.5
South Carolina,17.3,17.3
Northwestern,17.5,17.5
BYU,17.7,17.7
LSU,18.0,18.0
Utah,18.0,18.0
S Florida,18.5,18.5
Clemson,18.5,18.5
Washington St,18.5,18.5
Tennessee,18.7,18.7
UConn,19.0,19.0
Boise St,19.0,19.0
Maryland,19.0,19.0
Navy,19.0,19.0
Mississippi St,19.3,19.3
Houston,19.5,19.5
Nebraska,19.7,19.7
Alabama,19.7,19.7
Texas A&M,20.0,20.0
Arkansas,20.3,20.3
Auburn,20.7,20.7
Louisville,20.7,20.7
UMass,21.0,21.0
UCLA,22.0,22.0
Virginia Tech,22.5,22.5
Arizona,23.0,23.0
Minnesota,23.0,23.0
Duke,24.0,24.0
App State,24.0,24.0
C Michigan,24.0,24.0
S Alabama,24.0,24.0
Boston College,24.3,24.3
E Carolina,25.0,25.0
Missouri,25.0,25.0
Vanderbilt,25.0,25.0
W Kentucky,25.3,25.3
Ball St,25.5,25.5
Georgia,25.5,25.5
Colorado,26.0,26.0
Nevada,26.5,26.5
Penn St,27.3,27.3
NC State,27.5,27.5
UTSA,27.5,27.5
Michigan St,28.0,28.0
North Carolina,28.0,28.0
Virginia,28.5,28.5
USC,28.7,28.7
Tulsa,29.0,29.0
Colorado St,29.0,29.0
Cincinnati,30.0,30.0
Oregon St,30.0,30.0
TCU,30.5,30.5
Oregon,30.5,30.5
SMU,30.5,30.5
Troy,30.5,30.5
Temple,31.0,31.0
Oklahoma,31.7,31.7
Notre Dame,32.0,32.0
Florida Intl,32.0,32.0
Utah St,32.5,32.5
Kent St,33.0,33.0
N Texas,33.0,33.0
San Diego St,34.0,34.0
Louisiana,34.0,34.0
Georgia St,34.0,34.0
Middle Tenn,34.0,34.0
Oklahoma St,34.0,34.0
New Mexico,34.5,34.5
Texas,34.7,34.7
Ohio,35.0,35.0
Southern Miss,36.0,36.0
Purdue,38.0,38.0
Buffalo,38.0,38.0
Miami OH,38.0,38.0
Rutgers,38.0,38.0
Rice,38.3,38.3
Arkansas St,38.7,38.7
San Jose St,39.5,39.5
California,39.7,39.7
Old Dominion,40.0,40.0
Kansas,40.0,40.0
E Michigan,40.0,40.0
Louisiana Tech,40.0,40.0
UCF,40.5,40.5
Illinois,41.0,41.0
UL Monroe,41.0,41.0
Iowa St,41.5,41.5
Arizona St,41.5,41.5
Pittsburgh,42.0,42.0
UNLV,43.0,43.0
UTEP,43.0,43.0
Wyoming,43.0,43.0
N Illinois,43.3,43.3
Kentucky,43.7,43.7
New Mexico St,43.7,43.7
Akron,46.0,46.0
Mississippi,46.5,46.5
Fresno St,47.5,47.5
Texas St,48.0,48.0
Florida St,48.5,48.5
Florida Atlantic,50.5,50.5
Syracuse,53.5,53.5
Charlotte,53.5,53.5
Hawai'i,53.7,53.7
Texas Tech,56.5,56.5
Idaho,57.5,57.5
Bowling Green,59.0,59.0
Marshall,65.0,65.0
