team,L3,Year
Tennessee,9.8,9.8
Troy,8.1,8.1
USC,7.9,7.9
Notre Dame,7.5,7.5
Nebraska,6.8,6.8
San Diego St,6.0,6.0
Oregon St,5.8,5.8
W Michigan,5.6,5.6
Utah,5.4,5.4
Bowling Green,5.1,5.1
Arkansas,4.7,4.7
UCLA,4.5,4.5
UL Monroe,4.5,4.5
Miami OH,4.2,4.2
BYU,4.0,4.0
TCU,3.7,3.7
Boston College,3.1,3.1
Colorado St,3.0,3.0
Middle Tenn,2.9,2.9
Wake Forest,2.9,2.9
Houston,2.9,2.9
Colorado,2.7,2.7
Toledo,2.7,2.7
San Jose St,2.6,2.6
Virginia Tech,2.5,2.5
UCF,2.5,2.5
Mississippi St,1.8,1.8
Washington,1.7,1.7
Louisville,0.7,0.7
LSU,0.4,0.4
Oregon,0.3,0.3
Air Force,0.3,0.3
Mississippi,0.1,0.1
UTEP,0.0,0.0
Fresno St,-0.2,-0.2
Florida St,-0.2,-0.2
Oklahoma St,-0.3,-0.3
C Michigan,-0.4,-0.4
Syracuse,-0.4,-0.4
Boise St,-0.5,-0.5
Alabama,-0.7,-0.7
Florida Intl,-0.7,-0.7
Cincinnati,-1.0,-1.0
Akron,-1.0,-1.0
Buffalo,-1.3,-1.3
Georgia Tech,-1.4,-1.4
Ohio St,-1.6,-1.6
Duke,-2.0,-2.0
Texas,-2.1,-2.1
Wyoming,-2.1,-2.1
Kentucky,-2.2,-2.2
California,-2.3,-2.3
UNLV,-3.1,-3.1
Auburn,-3.2,-3.2
Tulsa,-3.3,-3.3
Georgia,-3.5,-3.5
Miami,-3.7,-3.7
E Carolina,-3.7,-3.7
Tulane,-3.9,-3.9
Navy,-4.1,-4.1
South Carolina,-4.1,-4.1
Florida,-4.1,-4.1
S Florida,-4.2,-4.2
Utah St,-4.3,-4.3
Virginia,-4.3,-4.3
Michigan,-4.3,-4.3
Washington St,-4.4,-4.4
Oklahoma,-4.5,-4.5
E Michigan,-4.5,-4.5
New Mexico,-4.6,-4.6
Missouri,-4.8,-4.8
Southern Miss,-5.0,-5.0
Arkansas St,-5.1,-5.1
Florida Atlantic,-5.3,-5.3
Arizona,-5.4,-5.4
Louisiana Tech,-5.6,-5.6
West Virginia,-5.7,-5.7
N Texas,-5.8,-5.8
Nevada,-6.1,-6.1
NC State,-6.2,-6.2
Michigan St,-6.3,-6.3
Pittsburgh,-6.4,-6.4
Vanderbilt,-6.9,-6.9
Ball St,-7.4,-7.4
Temple,-7.4,-7.4
Marshall,-7.7,-7.7
Kansas St,-7.7,-7.7
Wisconsin,-7.8,-7.8
Idaho,-7.8,-7.8
Illinois,-7.9,-7.9
Stanford,-8.1,-8.1
UAB,-8.5,-8.5
Maryland,-8.7,-8.7
Clemson,-8.9,-8.9
Minnesota,-8.9,-8.9
SMU,-9.8,-9.8
Kent St,-9.9,-9.9
Hawai'i,-10.2,-10.2
North Carolina,-10.7,-10.7
New Mexico St,-10.7,-10.7
Rutgers,-11.6,-11.6
Ohio,-11.7,-11.7
Army,-11.8,-11.8
Texas Tech,-12.0,-12.0
Arizona St,-12.1,-12.1
Indiana,-12.5,-12.5
Iowa St,-12.9,-12.9
Louisiana,-13.0,-13.0
Purdue,-13.1,-13.1
Iowa,-13.3,-13.3
Texas A&M,-14.0,-14.0
N Illinois,-14.2,-14.2
Penn St,-14.9,-14.9
Baylor,-15.0,-15.0
Kansas,-15.1,-15.1
Rice,-15.1,-15.1
Memphis,-17.0,-17.0
Northwestern,-17.0,-17.0
W Kentucky,-17.2,-17.2
UConn,-17.3,-17.3
