team,L3,Year
Maryland,88.0,88.0
LSU,98.3,98.3
Rutgers,100.0,100.0
Army,101.5,101.5
Ball St,112.3,112.3
Notre Dame,114.0,114.0
Marshall,115.0,115.0
Fresno St,116.5,116.5
NC State,117.5,117.5
Kansas,128.5,128.5
Nebraska,130.7,130.7
Ohio St,135.0,135.0
Oklahoma,135.3,135.3
South Carolina,138.0,138.0
Iowa St,139.5,139.5
Arizona St,142.3,142.3
Wyoming,144.0,144.0
Pittsburgh,144.5,144.5
Clemson,145.0,145.0
UConn,148.5,148.5
Iowa,150.0,150.0
Mississippi St,151.7,151.7
Utah,158.3,158.3
N Illinois,161.0,161.0
Alabama,162.0,162.0
Akron,162.7,162.7
Temple,163.3,163.3
S Florida,165.0,165.0
Virginia Tech,165.3,165.3
Auburn,171.3,171.3
Colorado St,173.5,173.5
Vanderbilt,179.0,179.0
Houston,181.0,181.0
Kent St,183.0,183.0
Georgia,185.0,185.0
Syracuse,187.3,187.3
Oregon St,188.5,188.5
Michigan,189.0,189.0
Texas Tech,194.3,194.3
Miami,194.3,194.3
Troy,194.7,194.7
Hawai'i,196.5,196.5
Texas A&M,196.5,196.5
Michigan St,198.0,198.0
Utah St,198.3,198.3
Penn St,200.0,200.0
Memphis,201.0,201.0
Texas,204.7,204.7
Colorado,208.0,208.0
Stanford,208.5,208.5
Wisconsin,214.5,214.5
Boise St,218.0,218.0
Bowling Green,219.0,219.0
Nevada,219.5,219.5
E Michigan,220.3,220.3
TCU,221.0,221.0
Baylor,222.0,222.0
UNLV,223.7,223.7
Florida Intl,224.0,224.0
Kansas St,224.5,224.5
West Virginia,230.3,230.3
Florida St,230.7,230.7
Florida,233.3,233.3
Washington,234.0,234.0
Buffalo,235.7,235.7
Arkansas St,237.0,237.0
Oregon,239.3,239.3
Southern Miss,239.5,239.5
California,241.7,241.7
Virginia,245.7,245.7
Navy,247.3,247.3
Kentucky,247.5,247.5
Louisiana,251.0,251.0
Miami OH,255.3,255.3
Idaho,256.5,256.5
San Jose St,257.3,257.3
Purdue,259.0,259.0
Florida Atlantic,263.0,263.0
Tulane,263.5,263.5
W Michigan,264.7,264.7
Washington St,264.7,264.7
UCF,265.5,265.5
Oklahoma St,265.7,265.7
Tennessee,268.0,268.0
Cincinnati,270.5,270.5
Arkansas,270.5,270.5
Toledo,271.0,271.0
USC,272.0,272.0
Ohio,274.5,274.5
E Carolina,275.3,275.3
Wake Forest,277.0,277.0
North Carolina,279.5,279.5
BYU,279.7,279.7
Air Force,280.0,280.0
Georgia Tech,282.5,282.5
Louisville,282.5,282.5
Duke,285.7,285.7
Missouri,287.0,287.0
UL Monroe,287.7,287.7
Mississippi,291.0,291.0
Illinois,291.0,291.0
Northwestern,291.5,291.5
Middle Tenn,301.0,301.0
Tulsa,301.5,301.5
Indiana,302.0,302.0
New Mexico St,304.0,304.0
Boston College,307.0,307.0
Arizona,307.5,307.5
UAB,313.5,313.5
W Kentucky,325.0,325.0
UCLA,328.7,328.7
New Mexico,333.3,333.3
San Diego St,340.0,340.0
C Michigan,349.7,349.7
UTEP,369.3,369.3
N Texas,378.0,378.0
Louisiana Tech,389.0,389.0
Minnesota,431.0,431.0
SMU,446.7,446.7
Rice,452.0,452.0
