team,L3,Year
Michigan,5.0,10.0
Florida,19.3,12.0
Auburn,8.0,14.1
Wisconsin,17.7,14.3
Ohio St,21.3,14.4
Alabama,18.0,14.9
LSU,12.7,15.3
Washington,14.7,16.5
West Virginia,14.3,17.2
Wake Forest,19.7,17.3
Nebraska,17.3,17.7
Clemson,21.0,17.8
Iowa,19.7,18.3
Virginia Tech,16.7,18.7
Army,23.7,18.7
App State,7.3,18.9
W Michigan,20.3,19.0
Baylor,24.3,19.2
Miami,25.7,19.7
Colorado,14.0,19.7
Stanford,20.7,20.3
Troy,18.3,20.3
Boise St,23.7,20.4
San Diego St,4.3,20.5
South Carolina,26.7,21.3
Maryland,28.7,21.8
Vanderbilt,16.3,22.0
Minnesota,18.7,22.0
Louisville,23.0,22.7
Washington St,23.0,23.2
Memphis,27.7,23.5
S Alabama,23.0,23.5
Georgia Tech,32.0,23.8
USC,17.0,24.0
Northwestern,28.3,24.0
Houston,38.3,24.4
Kansas St,32.3,24.5
Duke,21.3,24.5
Texas A&M,28.0,24.7
Ohio,20.3,24.7
Utah,27.3,24.7
Indiana,29.7,25.1
NC State,27.0,25.3
BYU,21.0,25.5
Toledo,24.0,25.7
UConn,25.0,26.6
Georgia So,27.0,26.7
Boston College,29.0,26.7
UCLA,34.0,26.8
Navy,32.0,26.8
Georgia,21.7,26.8
North Carolina,20.3,26.9
Air Force,38.0,27.0
Ball St,26.7,27.0
Temple,29.7,27.3
Kent St,17.3,27.3
Cincinnati,28.0,27.3
Utah St,24.0,27.3
Penn St,20.3,27.4
Tulane,32.7,27.5
Nevada,26.0,27.6
UCF,23.7,27.7
Notre Dame,20.0,27.7
Miami OH,25.0,27.9
N Texas,23.0,28.3
Mississippi St,35.3,28.4
Georgia St,23.0,28.5
Louisiana,21.3,28.8
TCU,36.3,28.8
Colorado St,25.0,28.9
S Florida,31.7,29.6
Arkansas St,22.3,29.8
Tennessee,41.7,29.9
Oklahoma St,27.3,30.8
UTSA,32.3,30.8
Wyoming,25.7,31.7
Old Dominion,30.7,31.8
Virginia,33.3,32.0
C Michigan,26.7,32.3
Kentucky,28.3,32.3
Florida St,20.7,32.3
Illinois,27.3,32.5
Michigan St,37.7,32.5
Texas,25.0,32.6
W Kentucky,40.7,32.7
E Michigan,33.3,32.7
Louisiana Tech,34.7,32.7
SMU,34.7,33.0
UMass,42.0,33.4
Iowa St,36.7,33.8
Florida Intl,30.3,33.9
Tulsa,35.0,34.0
Middle Tenn,34.0,34.0
N Illinois,28.7,34.3
Arkansas,45.0,34.4
Mississippi,33.3,34.5
Southern Miss,42.7,34.5
Missouri,44.3,34.7
Akron,26.3,34.7
Purdue,35.7,34.8
UNLV,35.3,35.0
Arizona,43.0,35.0
Syracuse,21.7,35.1
Buffalo,39.7,35.3
Pittsburgh,30.7,35.5
Rice,33.3,35.8
New Mexico,35.3,36.0
Oregon St,34.7,36.5
E Carolina,38.7,36.7
Florida Atlantic,29.3,36.7
Oklahoma,38.7,36.7
San Jose St,28.7,36.7
Arizona St,32.3,37.4
Hawai'i,28.3,37.6
Fresno St,27.3,38.6
Idaho,30.3,38.6
UTEP,37.3,39.3
Charlotte,24.7,40.1
Rutgers,45.3,40.6
California,39.7,41.3
New Mexico St,36.0,41.6
Kansas,39.0,42.0
Marshall,28.7,42.2
UL Monroe,42.3,44.5
Texas St,36.0,44.7
Oregon,57.7,45.8
Bowling Green,37.3,47.9
Texas Tech,52.7,48.3
