team,L3,Year
Oklahoma,10.9,10.9
Florida St,10.4,10.4
Penn St,9.8,9.8
Clemson,9.7,9.7
Auburn,9.5,9.5
TCU,9.4,9.4
Ohio St,8.9,8.9
Iowa,8.7,8.7
Texas,8.5,8.5
Oklahoma St,8.4,8.4
Notre Dame,8.3,8.3
Wake Forest,8.1,8.1
Georgia,7.8,7.8
NC State,7.7,7.7
Michigan St,7.5,7.5
Mississippi St,7.4,7.4
Boston College,6.7,6.7
Iowa St,6.6,6.6
Michigan,6.2,6.2
USC,6.2,6.2
UCLA,6.0,6.0
Alabama,6.0,6.0
Stanford,5.9,5.9
Purdue,5.8,5.8
Miami,5.8,5.8
Louisville,5.7,5.7
Georgia Tech,5.4,5.4
Virginia Tech,5.4,5.4
Northwestern,5.4,5.4
Maryland,5.3,5.3
LSU,4.9,4.9
Nebraska,4.6,4.6
Syracuse,4.5,4.5
West Virginia,4.4,4.4
Texas Tech,4.2,4.2
Oregon,4.1,4.1
Arizona St,4.1,4.1
Utah,4.1,4.1
Kansas St,4.0,4.0
Indiana,3.6,3.6
Washington St,3.3,3.3
Wisconsin,3.2,3.2
Washington,3.1,3.1
Duke,3.1,3.1
Florida,2.9,2.9
California,2.7,2.7
Texas A&M,2.6,2.6
Pittsburgh,2.6,2.6
Arkansas,1.7,1.7
North Carolina,1.5,1.5
Virginia,1.5,1.5
Rutgers,1.2,1.2
Tennessee,1.0,1.0
Navy,0.9,0.9
Arizona,0.9,0.9
Baylor,0.9,0.9
Colorado,0.6,0.6
South Carolina,0.6,0.6
Minnesota,0.5,0.5
Missouri,0.4,0.4
Oregon St,0.3,0.3
Kentucky,-0.5,-0.5
Vanderbilt,-1.1,-1.1
Boise St,-1.7,-1.7
SMU,-1.7,-1.7
Mississippi,-1.7,-1.7
Houston,-1.8,-1.8
Memphis,-1.8,-1.8
Illinois,-1.9,-1.9
Tulsa,-2.3,-2.3
UCF,-2.4,-2.4
Air Force,-3.4,-3.4
San Diego St,-3.6,-3.6
E Michigan,-3.9,-3.9
Fresno St,-4.7,-4.7
Toledo,-4.8,-4.8
Tulane,-4.9,-4.9
Wyoming,-4.9,-4.9
Temple,-5.0,-5.0
BYU,-5.0,-5.0
Kansas,-5.0,-5.0
N Illinois,-5.1,-5.1
Nevada,-5.5,-5.5
Cincinnati,-5.6,-5.6
Colorado St,-5.8,-5.8
Utah St,-5.8,-5.8
Akron,-5.9,-5.9
Florida Atlantic,-6.0,-6.0
Army,-6.2,-6.2
UConn,-6.2,-6.2
W Michigan,-6.2,-6.2
C Michigan,-7.1,-7.1
New Mexico,-7.4,-7.4
Ohio,-7.6,-7.6
E Carolina,-8.1,-8.1
Bowling Green,-8.1,-8.1
Buffalo,-8.8,-8.8
N Texas,-8.8,-8.8
Marshall,-9.5,-9.5
Miami OH,-9.8,-9.8
Troy,-9.8,-9.8
App State,-10.0,-10.0
Georgia So,-10.0,-10.0
Hawai'i,-10.1,-10.1
UNLV,-10.1,-10.1
New Mexico St,-10.1,-10.1
Kent St,-10.2,-10.2
Middle Tenn,-10.3,-10.3
Louisiana Tech,-10.6,-10.6
UMass,-10.6,-10.6
S Florida,-10.7,-10.7
Rice,-11.0,-11.0
UTEP,-11.3,-11.3
Arkansas St,-11.5,-11.5
UL Monroe,-11.6,-11.6
San Jose St,-11.8,-11.8
Ball St,-11.9,-11.9
Coastal Car,-12.4,-12.4
S Alabama,-12.4,-12.4
Southern Miss,-12.7,-12.7
Florida Intl,-12.8,-12.8
Louisiana,-13.0,-13.0
Old Dominion,-13.1,-13.1
W Kentucky,-13.5,-13.5
Idaho,-13.8,-13.8
Charlotte,-13.9,-13.9
UTSA,-14.2,-14.2
Texas St,-14.5,-14.5
UAB,-14.8,-14.8
Georgia St,-15.0,-15.0
