team,L3,Year
Houston,37.7,50.3
Oklahoma St,47.0,49.3
Oregon,44.3,45.3
Stanford,29.7,43.6
Wisconsin,38.3,43.4
Boise St,44.3,43.3
Baylor,53.0,43.1
Toledo,51.7,40.8
TCU,42.0,40.5
Oklahoma,24.7,40.3
Texas A&M,45.3,39.6
N Illinois,27.3,37.6
LSU,45.0,37.6
Southern Miss,41.3,36.7
Arkansas,36.7,36.2
USC,42.7,35.8
W Michigan,51.7,35.4
Alabama,24.0,35.2
Kansas St,33.3,35.2
Michigan,38.7,34.2
Tulsa,44.0,34.1
Clemson,21.3,33.5
West Virginia,25.0,33.1
Nevada,31.0,32.9
Arizona St,30.7,32.6
Georgia Tech,27.0,32.4
Texas Tech,25.0,32.4
Utah St,22.7,31.9
Louisiana,30.0,31.8
Arkansas St,40.0,31.7
Washington,25.3,31.6
Air Force,35.7,31.3
Michigan St,41.7,31.1
Ohio,21.7,30.5
Notre Dame,25.0,30.5
Cincinnati,22.7,30.0
Georgia,20.0,29.9
Arizona,35.0,29.8
Temple,37.7,29.7
Nebraska,18.0,29.6
Hawai'i,25.3,29.4
South Carolina,26.3,29.1
Louisiana Tech,31.7,29.0
Florida St,19.0,28.9
Missouri,24.0,28.8
Navy,25.0,28.7
Fresno St,25.3,28.7
Texas,21.3,28.7
Northwestern,24.3,28.4
BYU,41.7,28.3
Iowa,19.7,28.2
San Diego St,32.0,28.2
North Carolina,19.3,27.1
California,32.7,26.8
Washington St,28.3,26.7
E Carolina,27.3,26.3
Florida Intl,33.3,26.3
UTEP,21.3,26.2
NC State,34.3,25.8
S Florida,18.0,25.5
Virginia Tech,24.0,25.4
Ball St,33.0,25.3
Vanderbilt,33.3,25.3
Ohio St,23.7,25.1
Pittsburgh,24.7,24.9
N Texas,39.3,24.8
Wake Forest,22.0,24.8
Miami,14.0,24.8
New Mexico St,9.3,24.5
San Jose St,29.0,24.5
Syracuse,16.7,24.5
SMU,17.0,24.4
Utah,25.0,24.4
Rutgers,23.0,24.4
UCF,30.3,23.9
Iowa St,22.0,23.8
UCLA,25.3,23.8
UL Monroe,28.3,23.6
Bowling Green,28.0,23.6
Wyoming,17.0,23.5
W Kentucky,27.0,23.5
Rice,16.3,23.3
Auburn,20.7,23.3
UConn,29.0,23.3
Purdue,26.7,23.1
Florida,15.0,23.0
Mississippi St,18.3,22.8
C Michigan,22.0,22.7
Maryland,24.0,22.6
Duke,24.3,22.6
Troy,22.0,22.4
Middle Tenn,14.7,22.3
Army,15.7,22.1
Marshall,24.7,22.0
Louisville,27.3,21.8
Virginia,15.0,21.6
Miami OH,18.7,21.3
Oregon St,21.7,21.3
Buffalo,32.0,21.0
Kansas,15.7,20.5
Colorado St,16.7,20.4
UAB,36.7,20.2
E Michigan,21.3,20.0
Indiana,16.0,19.9
Illinois,12.7,19.8
Colorado,23.7,19.8
Tulane,15.7,18.9
Tennessee,13.7,18.4
Idaho,17.3,18.1
Minnesota,17.7,17.9
Penn St,13.7,17.8
UNLV,13.3,17.4
Boston College,17.3,15.7
Kent St,26.3,15.6
Memphis,21.3,15.3
Kentucky,9.3,13.8
Mississippi,4.3,13.7
Florida Atlantic,15.0,12.9
Akron,10.7,12.2
New Mexico,10.3,9.0
