team,L3,Year
Michigan,12.3,11.7
Georgia,12.7,12.2
Minnesota,9.7,13.4
Air Force,7.3,13.9
Illinois,24.3,14.4
Iowa,7.7,14.6
Troy,14.0,16.6
Ohio St,17.0,16.9
Iowa St,16.0,17.1
Marshall,10.3,17.9
Penn St,8.0,18.2
Boise St,17.0,18.3
Alabama,20.7,18.9
Florida St,7.7,19.1
Oregon St,13.7,19.5
Louisville,17.0,19.6
Washington St,17.3,20.1
Notre Dame,15.3,20.3
NC State,22.3,20.3
LSU,17.0,20.3
Kansas St,22.7,20.6
S Alabama,24.0,20.6
Texas,19.3,20.6
UCF,25.3,20.7
Cincinnati,12.7,20.7
Clemson,20.3,20.8
Utah,15.7,21.3
San Jose St,31.3,21.3
Tulane,25.0,21.4
Kentucky,19.0,21.6
San Diego St,15.7,22.2
Duke,22.0,22.3
Wisconsin,16.0,22.3
W Kentucky,19.3,22.5
Liberty,26.0,23.0
Texas A&M,19.0,23.1
Miami OH,23.0,23.9
J Madison,25.7,24.0
Wyoming,17.7,24.1
Pittsburgh,14.0,24.1
Fresno St,19.0,24.3
Virginia,27.3,24.8
Syracuse,34.0,24.9
UAB,35.3,25.4
Louisiana,29.7,25.4
Missouri,33.7,25.6
Navy,23.0,25.8
Tennessee,38.0,25.8
Purdue,19.0,26.1
Mississippi St,36.0,26.1
Southern Miss,31.7,26.2
USC,32.3,26.3
Maryland,32.0,26.3
Mississippi,33.3,26.3
TCU,20.7,26.3
UTSA,17.3,26.3
Buffalo,34.3,26.3
UTEP,22.3,26.4
Virginia Tech,24.7,26.5
Old Dominion,25.3,26.5
Miami,33.0,26.6
Michigan St,25.0,26.7
W Michigan,15.7,26.8
E Carolina,31.0,26.8
Northwestern,23.0,26.8
Coastal Car,21.3,26.9
Baylor,31.7,27.1
Army,13.3,27.4
Texas St,27.3,27.5
Oklahoma,24.7,27.6
Washington,20.7,27.7
Oregon,21.3,27.7
Florida Atlantic,24.3,27.8
UConn,25.7,28.2
Colorado St,22.0,28.2
Florida,20.3,28.3
Ohio,21.0,28.6
California,33.0,28.6
Georgia Tech,26.3,28.7
Temple,31.3,28.8
Auburn,22.0,28.9
Nevada,39.0,28.9
Arkansas,20.3,28.9
Utah St,25.0,29.0
E Michigan,26.3,29.0
New Mexico St,22.3,29.0
South Carolina,34.3,29.0
Memphis,27.7,29.4
New Mexico,32.0,29.5
Texas Tech,24.0,29.6
App State,25.7,29.7
Nebraska,23.0,29.7
UNLV,27.3,29.9
C Michigan,20.3,30.0
Bowling Green,28.0,30.2
Middle Tenn,25.0,30.3
Ball St,26.7,30.5
Toledo,29.0,30.5
UCLA,39.3,30.5
Rutgers,44.7,30.7
Wake Forest,33.7,30.7
BYU,32.0,30.8
North Carolina,27.7,31.0
Kent St,21.3,31.1
Georgia St,29.0,31.5
Boston College,34.0,31.5
N Texas,22.7,31.7
Oklahoma St,26.3,32.1
N Illinois,28.3,32.2
UMass,27.3,32.6
Arkansas St,26.7,32.6
Houston,38.7,33.2
Georgia So,32.3,33.3
Arizona St,36.3,33.6
Stanford,40.3,34.1
Vanderbilt,27.7,34.5
Kansas,38.0,34.9
Tulsa,31.7,35.0
Indiana,44.0,35.5
West Virginia,33.0,36.9
SMU,48.3,36.9
Hawai'i,40.3,37.3
Rice,38.7,37.5
Arizona,34.7,37.5
Florida Intl,48.0,37.7
Akron,31.3,38.2
UL Monroe,30.7,38.6
Charlotte,34.7,39.3
Louisiana Tech,33.7,40.1
S Florida,47.7,42.8
Colorado,52.7,42.8
