team,L3,Year
Oklahoma,51.0,49.5
Alabama,37.0,47.8
Utah St,35.0,45.4
Clemson,44.3,45.2
UCF,44.0,44.7
Ohio St,53.0,43.5
Houston,31.0,41.8
West Virginia,48.0,41.3
Memphis,42.3,41.2
Ohio,42.7,40.3
Syracuse,33.0,38.8
Georgia,46.3,38.7
Toledo,46.3,38.3
Temple,47.7,37.3
Michigan,37.3,36.8
Oklahoma St,38.7,36.6
NC State,48.0,36.6
Washington St,38.3,36.5
Missouri,40.3,35.6
Boise St,31.3,35.4
Georgia Tech,26.0,35.1
Oregon,37.0,34.9
Penn St,26.7,34.6
App State,32.0,34.4
Notre Dame,34.0,33.8
Texas Tech,21.3,33.7
Buffalo,35.0,33.5
Army,34.7,33.4
Florida Intl,34.0,32.9
N Texas,26.0,32.7
Texas A&M,51.0,32.5
Cincinnati,34.7,32.4
Purdue,27.3,31.9
LSU,46.0,31.8
Wake Forest,36.3,31.3
Texas,25.0,31.3
Fresno St,27.0,31.2
South Carolina,31.3,31.1
Iowa,34.7,30.9
Louisiana,24.7,30.6
Arkansas St,36.0,30.3
Mississippi,18.7,30.1
UMass,35.0,30.1
Arizona St,30.0,29.9
Hawai'i,26.7,29.9
Georgia So,33.0,29.9
Liberty,17.3,29.9
Florida,31.0,29.8
Air Force,32.0,29.5
Stanford,40.0,29.5
Florida Atlantic,32.0,29.5
Boston College,16.3,29.3
Wisconsin,24.0,29.3
W Michigan,29.0,29.0
Nevada,33.0,28.7
Nebraska,30.3,28.6
Arizona,36.7,28.5
Minnesota,30.7,28.5
Maryland,28.7,28.5
Troy,21.3,28.3
UAB,22.3,28.2
Miami OH,28.3,28.1
S Florida,15.7,28.0
Marshall,28.7,27.9
Utah,22.7,27.7
SMU,34.7,27.5
Vanderbilt,34.0,27.4
Virginia,34.3,27.3
UNLV,29.7,27.2
BYU,40.3,27.0
Virginia Tech,29.7,26.8
Iowa St,26.7,26.8
Miami,27.7,26.7
Old Dominion,21.3,26.6
Indiana,25.0,26.4
USC,19.3,26.1
Pittsburgh,15.7,26.1
Mississippi St,29.0,26.0
UL Monroe,27.7,25.9
Baylor,19.3,25.8
Tulane,29.0,25.6
Middle Tenn,21.7,25.5
Colorado,11.7,25.5
Illinois,17.0,25.3
North Carolina,30.3,25.2
Auburn,28.0,25.1
Washington,26.7,25.1
E Michigan,25.3,25.0
Kentucky,32.3,24.6
Duke,18.3,24.6
UCLA,34.7,24.6
Oregon St,18.3,24.1
Kansas,24.7,23.9
Georgia St,17.7,23.9
Coastal Car,20.3,23.8
Northwestern,24.0,23.7
New Mexico,13.7,23.4
Southern Miss,27.7,23.3
Colorado St,17.7,23.2
Navy,25.0,22.8
Tulsa,25.7,22.8
New Mexico St,17.0,22.8
Bowling Green,19.7,22.7
E Carolina,21.3,22.7
Ball St,25.3,22.5
S Alabama,26.3,22.3
Louisiana Tech,22.0,22.3
Kansas St,26.7,22.1
TCU,19.0,21.9
Kent St,22.7,21.2
Wyoming,30.0,21.0
California,20.3,20.7
Florida St,16.3,20.6
Charlotte,25.0,20.5
W Kentucky,28.3,20.5
N Illinois,21.3,20.1
San Diego St,14.7,20.0
Michigan St,8.7,19.8
San Jose St,16.3,19.7
Tennessee,18.0,19.5
UConn,26.0,19.1
Louisville,14.3,18.7
Arkansas,7.7,18.6
UTEP,18.3,18.4
Texas St,7.0,18.3
Rice,16.7,17.9
Akron,12.3,16.9
C Michigan,11.0,14.8
UTSA,9.3,14.2
Rutgers,8.0,13.5
