,precision,recall,f1-score,support
0,0.6866295264623955,0.6885474860335196,0.6875871687587168,716.0
1,0.6876750700280112,0.6857541899441341,0.6867132867132867,716.0
accuracy,0.6871508379888268,0.6871508379888268,0.6871508379888268,0.6871508379888268
macro avg,0.6871522982452034,0.6871508379888268,0.6871502277360018,1432.0
weighted avg,0.6871522982452034,0.6871508379888268,0.6871502277360018,1432.0
