1,2
Southern Miss,2.4
SMU,2.4
Texas Tech,2.4
Louisville,2.3
Arizona,2.3
New Mexico St,2.3
Kansas St,2.3
N Texas,2.3
Indiana,2.3
Notre Dame,2.3
S Florida,2.3
BYU,2.1
Maryland,2.1
Tennessee,2.0
Marshall,2.0
TCU,2.0
Virginia,2.0
Memphis,1.9
Alabama,1.9
South Carolina,1.9
Fresno St,1.9
Pittsburgh,1.9
UNLV,1.9
Coastal Car,1.9
Duke,1.9
Michigan,1.8
Boise St,1.8
Old Dominion,1.8
West Virginia,1.8
San Diego St,1.7
LSU,1.7
Louisiana Tech,1.7
Texas,1.7
USC,1.6
Iowa,1.6
Missouri St,1.6
Miami,1.6
Oregon,1.6
Army,1.6
Akron,1.6
Troy,1.5
Temple,1.5
Bowling Green,1.5
Toledo,1.5
Auburn,1.4
San Jose St,1.4
Liberty,1.4
Navy,1.4
C Michigan,1.4
UConn,1.4
Sam Houston,1.4
Mississippi St,1.4
Wyoming,1.4
Miami OH,1.4
Tulane,1.4
Jacksonville St,1.3
Florida Intl,1.3
Washington,1.3
E Carolina,1.3
Florida St,1.3
Arizona St,1.3
Nebraska,1.3
Georgia So,1.3
Ohio,1.3
California,1.3
Iowa St,1.3
Louisiana,1.3
Colorado St,1.1
Wake Forest,1.1
Charlotte,1.1
Utah St,1.1
Middle Tenn,1.1
Florida,1.1
J Madison,1.1
Northwestern,1.1
Vanderbilt,1.1
App State,1.1
Ball St,1.1
Illinois,1.1
Boston College,1.1
Buffalo,1.1
W Michigan,1.1
W Kentucky,1.1
Kansas,1.1
Utah,1.1
N Illinois,1.0
Cincinnati,1.0
UCLA,1.0
Kentucky,1.0
UTEP,1.0
Colorado,1.0
Arkansas St,1.0
Tulsa,1.0
Clemson,1.0
Stanford,1.0
Nevada,1.0
Penn St,1.0
UTSA,1.0
Mississippi,0.9
Oklahoma,0.9
Rutgers,0.9
Oklahoma St,0.9
Purdue,0.9
NC State,0.9
Houston,0.9
S Alabama,0.9
Hawai'i,0.9
New Mexico,0.9
E Michigan,0.9
Syracuse,0.9
UCF,0.9
Ohio St,0.9
Kennesaw St,0.9
North Carolina,0.9
Oregon St,0.8
Minnesota,0.8
Rice,0.8
Kent St,0.8
UL Monroe,0.8
UMass,0.8
Texas A&M,0.8
Arkansas,0.8
Georgia,0.7
Delaware,0.7
Missouri,0.7
Virginia Tech,0.6
Michigan St,0.6
Baylor,0.6
Georgia Tech,0.6
Air Force,0.6
UAB,0.6
Wisconsin,0.5
Florida Atlantic,0.4
Washington St,0.4
Texas St,0.3
Georgia St,0.3
