week,date,winner,loser,point_diff,year
8,2016-10-15,Colorado,Arizona St,24,2016
8,2016-10-15,E Michigan,Ohio,7,2016
8,2016-10-15,Florida,Missouri,26,2016
8,2016-10-15,Florida Intl,Charlotte,1,2016
8,2016-10-15,Florida St,Wake Forest,11,2016
8,2016-10-15,Georgia Tech,Georgia So,11,2016
8,2016-10-15,Houston,Tulsa,7,2016
8,2016-10-15,Idaho,New Mexico St,32,2016
8,2016-10-15,Illinois,Rutgers,17,2016
8,2016-10-15,Iowa,Purdue,14,2016
8,2016-10-15,LSU,Southern Miss,35,2016
8,2016-10-15,Louisiana Tech,UMass,28,2016
8,2016-10-15,UL Monroe,Texas St,6,2016
8,2016-10-15,Marshall,Florida Atlantic,6,2016
8,2016-10-15,Miami OH,Kent St,4,2016
8,2016-10-15,Minnesota,Maryland,21,2016
8,2016-10-15,Nebraska,Indiana,5,2016
8,2016-10-15,UNLV,Hawai'i,3,2016
8,2016-10-15,New Mexico,Air Force,5,2016
8,2016-10-15,North Carolina,Miami,7,2016
8,2016-10-15,Northwestern,Michigan St,14,2016
8,2016-10-15,Ohio St,Wisconsin,7,2016
8,2016-10-15,Oklahoma,Kansas St,21,2016
8,2016-10-15,Pittsburgh,Virginia,14,2016
8,2016-10-15,San Jose St,Nevada,4,2016
8,2016-10-15,S Florida,UConn,15,2016
8,2016-10-15,USC,Arizona,34,2016
8,2016-10-15,Stanford,Notre Dame,7,2016
8,2016-10-15,Syracuse,Virginia Tech,14,2016
8,2016-10-15,Temple,UCF,1,2016
8,2016-10-15,Texas,Iowa St,21,2016
8,2016-10-15,UTSA,Rice,1,2016
8,2016-10-15,Toledo,Bowling Green,7,2016
8,2016-10-15,Troy,Georgia St,10,2016
8,2016-10-15,Utah,Oregon St,5,2016
8,2016-10-15,Vanderbilt,Georgia,1,2016
8,2016-10-15,Washington St,UCLA,6,2016
8,2016-10-15,West Virginia,Texas Tech,31,2016
8,2016-10-15,W Kentucky,Middle Tenn,1,2016
8,2016-10-15,W Michigan,Akron,41,2016
9,2016-10-20,Boise St,BYU,1,2016
9,2016-10-20,Troy,S Alabama,7,2016
9,2016-10-20,Virginia Tech,Miami,21,2016
9,2016-10-21,California,Oregon,3,2016
9,2016-10-21,San Diego St,San Jose St,39,2016
9,2016-10-21,Temple,S Florida,16,2016
9,2016-10-22,Akron,Ball St,10,2016
9,2016-10-22,Alabama,Texas A&M,19,2016
9,2016-10-22,App State,Idaho,18,2016
9,2016-10-22,Auburn,Arkansas,53,2016
9,2016-10-22,UCF,UConn,8,2016
9,2016-10-22,Charlotte,Marshall,3,2016
9,2016-10-22,Cincinnati,E Carolina,12,2016
9,2016-10-22,Colorado,Stanford,5,2016
9,2016-10-22,Colorado St,UNLV,19,2016
9,2016-10-22,Georgia So,New Mexico St,3,2016
9,2016-10-22,Georgia St,Tennessee-Martin,25,2016
9,2016-10-22,Hawai'i,Air Force,7,2016
9,2016-10-22,Kansas St,Texas,3,2016
9,2016-10-22,Kentucky,Mississippi St,2,2016
9,2016-10-22,Louisiana,Texas St,24,2016
9,2016-10-22,LSU,Mississippi,17,2016
9,2016-10-22,Louisiana Tech,Florida Intl,20,2016
9,2016-10-22,Louisville,NC State,41,2016
9,2016-10-22,Maryland,Michigan St,11,2016
9,2016-10-22,Miami OH,Bowling Green,14,2016
9,2016-10-22,Michigan,Illinois,33,2016
9,2016-10-22,Middle Tenn,Missouri,6,2016
9,2016-10-22,Minnesota,Rutgers,2,2016
9,2016-10-22,Navy,Memphis,14,2016
9,2016-10-22,Nebraska,Purdue,13,2016
9,2016-10-22,New Mexico,UL Monroe,42,2016
9,2016-10-22,North Carolina,Virginia,21,2016
9,2016-10-22,N Texas,Army,17,2016
9,2016-10-22,N Illinois,Buffalo,37,2016
9,2016-10-22,Northwestern,Indiana,10,2016
9,2016-10-22,Ohio,Kent St,4,2016
9,2016-10-22,Oklahoma,Texas Tech,7,2016
9,2016-10-22,Oklahoma St,Kansas,24,2016
9,2016-10-22,Penn St,Ohio St,3,2016
9,2016-10-22,Rice,Prairie View A&M,21,2016
9,2016-10-22,South Carolina,UMass,6,2016
9,2016-10-22,SMU,Houston,22,2016
9,2016-10-22,Syracuse,Boston College,8,2016
9,2016-10-22,UTEP,UTSA,3,2016
9,2016-10-22,Toledo,C Michigan,14,2016
9,2016-10-22,Tulsa,Tulane,23,2016
9,2016-10-22,Utah,UCLA,7,2016
9,2016-10-22,Utah St,Fresno St,18,2016
9,2016-10-22,Vanderbilt,Tennessee State,18,2016
9,2016-10-22,Washington,Oregon St,24,2016
9,2016-10-22,Washington St,Arizona St,5,2016
9,2016-10-22,West Virginia,TCU,24,2016
9,2016-10-22,W Kentucky,Old Dominion,35,2016
9,2016-10-22,W Michigan,E Michigan,14,2016
9,2016-10-22,Wisconsin,Iowa,8,2016
9,2016-10-22,Wyoming,Nevada,8,2016
10,2016-10-27,App State,Georgia So,24,2016
10,2016-10-27,Buffalo,Akron,21,2016
10,2016-10-27,Ohio,Toledo,5,2016
10,2016-10-27,USC,California,21,2016
10,2016-10-27,Virginia Tech,Pittsburgh,3,2016
10,2016-10-28,Air Force,Fresno St,10,2016
10,2016-10-28,San Diego St,Utah St,27,2016
10,2016-10-28,S Florida,Navy,7,2016
10,2016-10-29,Arkansas St,UL Monroe,41,2016
10,2016-10-29,Army,Wake Forest,8,2016
10,2016-10-29,Auburn,Mississippi,11,2016
10,2016-10-29,Boston College,NC State,7,2016
10,2016-10-29,Clemson,Florida St,3,2016
10,2016-10-29,Coastal Car,Presbyterian,31,2016
10,2016-10-29,E Carolina,UConn,38,2016
10,2016-10-29,Florida,Georgia,14,2016
10,2016-10-29,Georgia Tech,Duke,3,2016
10,2016-10-29,Houston,UCF,7,2016
10,2016-10-29,Indiana,Maryland,6,2016
10,2016-10-29,Kansas St,Iowa St,5,2016
10,2016-10-29,Kent St,C Michigan,3,2016
10,2016-10-29,Kentucky,Missouri,14,2016
10,2016-10-29,Louisiana Tech,Rice,45,2016
10,2016-10-29,Louisville,Virginia,7,2016
10,2016-10-29,UMass,Wagner,24,2016
10,2016-10-29,Miami OH,E Michigan,13,2016
10,2016-10-29,Michigan,Michigan St,9,2016
10,2016-10-29,Middle Tenn,Florida Intl,7,2016
10,2016-10-29,Minnesota,Illinois,23,2016
10,2016-10-29,Mississippi St,Samford,15,2016
10,2016-10-29,New Mexico,Hawai'i,7,2016
10,2016-10-29,Notre Dame,Miami,3,2016
10,2016-10-29,Ohio St,Northwestern,4,2016
10,2016-10-29,Oklahoma,Kansas,53,2016
10,2016-10-29,Oklahoma St,West Virginia,17,2016
10,2016-10-29,Old Dominion,UTEP,10,2016
10,2016-10-29,Oregon,Arizona St,19,2016
10,2016-10-29,Penn St,Purdue,38,2016
10,2016-10-29,San Jose St,UNLV,6,2016
10,2016-10-29,S Alabama,Georgia St,3,2016
10,2016-10-29,South Carolina,Tennessee,3,2016
10,2016-10-29,SMU,Tulane,4,2016
10,2016-10-29,Southern Miss,Marshall,10,2016
10,2016-10-29,Stanford,Arizona,24,2016
10,2016-10-29,Temple,Cincinnati,21,2016
10,2016-10-29,Texas,Baylor,1,2016
10,2016-10-29,Texas A&M,New Mexico St,42,2016
10,2016-10-29,Texas Tech,TCU,3,2016
10,2016-10-29,UTSA,N Texas,14,2016
10,2016-10-29,Tulsa,Memphis,29,2016
10,2016-10-29,Washington,Utah,7,2016
10,2016-10-29,Washington St,Oregon St,4,2016
10,2016-10-29,W Kentucky,Florida Atlantic,49,2016
10,2016-10-29,Wisconsin,Nebraska,6,2016
10,2016-10-29,Wyoming,Boise St,2,2016
11,2016-11-01,N Illinois,Bowling Green,25,2016
11,2016-11-01,W Michigan,Ball St,32,2016
11,2016-11-02,Toledo,Akron,31,2016
11,2016-11-03,Arkansas St,Georgia St,15,2016
11,2016-11-03,Colorado,UCLA,10,2016
11,2016-11-03,Ohio,Buffalo,24,2016
11,2016-11-03,Oklahoma,Iowa St,10,2016
11,2016-11-04,Boise St,San Jose St,14,2016
11,2016-11-04,Miami OH,C Michigan,20,2016
11,2016-11-04,Temple,UConn,21,2016
11,2016-11-05,Air Force,Army,19,2016
11,2016-11-05,Alabama,LSU,10,2016
11,2016-11-05,App State,Texas St,25,2016
11,2016-11-05,Arkansas,Florida,21,2016
11,2016-11-05,Auburn,Vanderbilt,7,2016
11,2016-11-05,BYU,Cincinnati,17,2016
11,2016-11-05,UCF,Tulane,31,2016
11,2016-11-05,Charlotte,Southern Miss,11,2016
11,2016-11-05,Clemson,Syracuse,54,2016
11,2016-11-05,Coastal Car,Monmouth,21,2016
11,2016-11-05,Colorado St,Fresno St,37,2016
11,2016-11-05,Florida Atlantic,Rice,17,2016
11,2016-11-05,Florida St,NC State,4,2016
11,2016-11-05,Georgia,Kentucky,3,2016
11,2016-11-05,Idaho,Louisiana,10,2016
11,2016-11-05,Illinois,Michigan St,4,2016
11,2016-11-05,Indiana,Rutgers,6,2016
11,2016-11-05,Louisiana Tech,N Texas,21,2016
11,2016-11-05,UL Monroe,S Alabama,7,2016
11,2016-11-05,Louisville,Boston College,45,2016
11,2016-11-05,Memphis,SMU,44,2016
11,2016-11-05,Miami,Pittsburgh,23,2016
11,2016-11-05,Michigan,Maryland,56,2016
11,2016-11-05,Minnesota,Purdue,13,2016
11,2016-11-05,Mississippi,Georgia So,10,2016
11,2016-11-05,Mississippi St,Texas A&M,7,2016
11,2016-11-05,Navy,Notre Dame,1,2016
11,2016-11-05,New Mexico,Nevada,9,2016
11,2016-11-05,North Carolina,Georgia Tech,28,2016
11,2016-11-05,Ohio St,Nebraska,59,2016
11,2016-11-05,Oklahoma St,Kansas St,6,2016
11,2016-11-05,Old Dominion,Marshall,24,2016
11,2016-11-05,Penn St,Iowa,27,2016
11,2016-11-05,San Diego St,Hawai'i,55,2016
11,2016-11-05,South Carolina,Missouri,10,2016
11,2016-11-05,USC,Oregon,25,2016
11,2016-11-05,Stanford,Oregon St,11,2016
11,2016-11-05,Tennessee,Tennessee Tech,55,2016
11,2016-11-05,Texas,Texas Tech,8,2016
11,2016-11-05,TCU,Baylor,40,2016
11,2016-11-05,UTEP,Houston Baptist,32,2016
11,2016-11-05,UTSA,Middle Tenn,20,2016
11,2016-11-05,Troy,UMass,21,2016
11,2016-11-05,Tulsa,E Carolina,21,2016
11,2016-11-05,Virginia Tech,Duke,3,2016
11,2016-11-05,Wake Forest,Virginia,7,2016
11,2016-11-05,Washington,California,39,2016
11,2016-11-05,Washington St,Arizona,62,2016
11,2016-11-05,West Virginia,Kansas,27,2016
11,2016-11-05,W Kentucky,Florida Intl,28,2016
11,2016-11-05,Wisconsin,Northwestern,14,2016
11,2016-11-05,Wyoming,Utah St,24,2016
12,2016-11-08,E Michigan,Ball St,7,2016
12,2016-11-08,W Michigan,Kent St,16,2016
12,2016-11-09,Bowling Green,Akron,10,2016
12,2016-11-09,Toledo,N Illinois,7,2016
12,2016-11-10,Duke,North Carolina,1,2016
12,2016-11-10,Louisiana,Georgia So,7,2016
12,2016-11-10,Utah,Arizona St,23,2016
12,2016-11-11,Florida St,Boston College,38,2016
12,2016-11-12,Air Force,Colorado St,3,2016
12,2016-11-12,Alabama,Mississippi St,48,2016
12,2016-11-12,Arkansas St,New Mexico St,19,2016
12,2016-11-12,Boise St,Hawai'i,36,2016
12,2016-11-12,BYU,Southern Utah,30,2016
12,2016-11-12,UCF,Cincinnati,21,2016
12,2016-11-12,Colorado,Arizona,25,2016
12,2016-11-12,Florida,South Carolina,13,2016
12,2016-11-12,Florida Atlantic,UTEP,4,2016
12,2016-11-12,Georgia,Auburn,6,2016
12,2016-11-12,Georgia Tech,Virginia Tech,10,2016
12,2016-11-12,Houston,Tulane,12,2016
12,2016-11-12,Idaho,Texas St,33,2016
12,2016-11-12,Iowa,Michigan,1,2016
12,2016-11-12,Iowa St,Kansas,7,2016
12,2016-11-12,LSU,Arkansas,28,2016
12,2016-11-12,Louisiana Tech,UTSA,28,2016
12,2016-11-12,UL Monroe,Georgia St,14,2016
12,2016-11-12,Louisville,Wake Forest,32,2016
12,2016-11-12,Marshall,Middle Tenn,25,2016
12,2016-11-12,Miami,Virginia,20,2016
12,2016-11-12,Miami OH,Buffalo,11,2016
12,2016-11-12,Michigan St,Rutgers,49,2016
12,2016-11-12,Mississippi,Texas A&M,1,2016
12,2016-11-12,Missouri,Vanderbilt,9,2016
12,2016-11-12,Navy,Tulsa,2,2016
12,2016-11-12,Nebraska,Minnesota,7,2016
12,2016-11-12,UNLV,Wyoming,3,2016
12,2016-11-12,New Mexico,Utah St,3,2016
12,2016-11-12,NC State,Syracuse,15,2016
12,2016-11-12,Northwestern,Purdue,28,2016
12,2016-11-12,Notre Dame,Army,38,2016
12,2016-11-12,Ohio St,Maryland,59,2016
12,2016-11-12,Oklahoma,Baylor,21,2016
12,2016-11-12,Oklahoma St,Texas Tech,1,2016
12,2016-11-12,Old Dominion,Southern Miss,16,2016
12,2016-11-12,Penn St,Indiana,14,2016
12,2016-11-12,Pittsburgh,Clemson,1,2016
12,2016-11-12,Rice,Charlotte,1,2016
12,2016-11-12,San Diego St,Nevada,30,2016
12,2016-11-12,S Florida,Memphis,7,2016
12,2016-11-12,USC,Washington,13,2016
12,2016-11-12,SMU,E Carolina,24,2016
12,2016-11-12,Stanford,Oregon,25,2016
12,2016-11-12,Tennessee,Kentucky,13,2016
12,2016-11-12,Troy,App State,4,2016
12,2016-11-12,UCLA,Oregon St,14,2016
12,2016-11-12,Washington St,California,35,2016
12,2016-11-12,West Virginia,Texas,4,2016
12,2016-11-12,W Kentucky,N Texas,38,2016
12,2016-11-12,Wisconsin,Illinois,45,2016
13,2016-11-15,Bowling Green,Kent St,35,2016
13,2016-11-15,C Michigan,Ohio,7,2016
13,2016-11-16,N Illinois,E Michigan,7,2016
13,2016-11-16,Toledo,Ball St,18,2016
13,2016-11-17,Arkansas St,Troy,32,2016
13,2016-11-17,Coastal Car,Liberty,35,2016
13,2016-11-17,Houston,Louisville,26,2016
13,2016-11-18,Boise St,UNLV,17,2016
13,2016-11-18,Memphis,Cincinnati,27,2016
13,2016-11-19,Air Force,San Jose St,3,2016
13,2016-11-19,Alabama,Chattanooga,28,2016
13,2016-11-19,App State,UL Monroe,25,2016
13,2016-11-19,Arkansas,Mississippi St,16,2016
13,2016-11-19,Army,Morgan State,57,2016
13,2016-11-19,Auburn,Alabama A&M,55,2016
13,2016-11-19,Boston College,UConn,30,2016
13,2016-11-19,BYU,UMass,42,2016
13,2016-11-19,Clemson,Wake Forest,22,2016
13,2016-11-19,Colorado,Washington St,14,2016
13,2016-11-19,Colorado St,New Mexico,18,2016
13,2016-11-19,Florida,LSU,6,2016
13,2016-11-19,Florida Intl,Marshall,17,2016
13,2016-11-19,Florida St,Syracuse,31,2016
13,2016-11-19,Georgia,Louisiana,14,2016
13,2016-11-19,Georgia St,Georgia So,6,2016
13,2016-11-19,Georgia Tech,Virginia,14,2016
13,2016-11-19,Hawai'i,Fresno St,1,2016
13,2016-11-19,Iowa,Illinois,28,2016
13,2016-11-19,Iowa St,Texas Tech,56,2016
13,2016-11-19,Kansas,Texas,3,2016
13,2016-11-19,Kansas St,Baylor,21,2016
13,2016-11-19,Kentucky,Austin Peay,36,2016
13,2016-11-19,Miami,NC State,14,2016
13,2016-11-19,Michigan,Indiana,10,2016
13,2016-11-19,Middle Tenn,Charlotte,7,2016
13,2016-11-19,Minnesota,Northwestern,17,2016
13,2016-11-19,Navy,E Carolina,35,2016
13,2016-11-19,Nebraska,Maryland,21,2016
13,2016-11-19,Nevada,Utah St,1,2016
13,2016-11-19,New Mexico St,Texas St,40,2016
13,2016-11-19,North Carolina,Citadel,34,2016
13,2016-11-19,N Texas,Southern Miss,6,2016
13,2016-11-19,Ohio St,Michigan St,1,2016
13,2016-11-19,Oklahoma,West Virginia,28,2016
13,2016-11-19,Oklahoma St,TCU,25,2016
13,2016-11-19,Old Dominion,Florida Atlantic,18,2016
13,2016-11-19,Oregon,Utah,2,2016
13,2016-11-19,Oregon St,Arizona,25,2016
13,2016-11-19,Penn St,Rutgers,39,2016
13,2016-11-19,Pittsburgh,Duke,42,2016
13,2016-11-19,Rice,UTEP,20,2016
13,2016-11-19,S Alabama,Presbyterian,24,2016
13,2016-11-19,South Carolina,Western Carolina,13,2016
13,2016-11-19,S Florida,SMU,8,2016
13,2016-11-19,USC,UCLA,22,2016
13,2016-11-19,Stanford,California,14,2016
13,2016-11-19,Temple,Tulane,31,2016
13,2016-11-19,Tennessee,Missouri,26,2016
13,2016-11-19,Texas A&M,UTSA,13,2016
13,2016-11-19,Tulsa,UCF,15,2016
13,2016-11-19,Vanderbilt,Mississippi,21,2016
13,2016-11-19,Virginia Tech,Notre Dame,3,2016
13,2016-11-19,Washington,Arizona St,26,2016
13,2016-11-19,W Michigan,Buffalo,38,2016
13,2016-11-19,Wisconsin,Purdue,29,2016
13,2016-11-19,Wyoming,San Diego St,1,2016
14,2016-11-22,E Michigan,C Michigan,5,2016
14,2016-11-22,Miami OH,Ball St,1,2016
14,2016-11-22,Ohio,Akron,6,2016
14,2016-11-24,LSU,Texas A&M,15,2016
14,2016-11-25,Air Force,Boise St,7,2016
14,2016-11-25,Arizona,Arizona St,21,2016
14,2016-11-25,Bowling Green,Buffalo,8,2016
14,2016-11-25,Iowa,Nebraska,30,2016
14,2016-11-25,Memphis,Houston,4,2016
14,2016-11-25,Missouri,Arkansas,4,2016
14,2016-11-25,NC State,North Carolina,7,2016
14,2016-11-25,N Illinois,Kent St,10,2016
14,2016-11-25,Southern Miss,Louisiana Tech,15,2016
14,2016-11-25,TCU,Texas,22,2016
14,2016-11-25,Texas Tech,Baylor,19,2016
14,2016-11-25,Tulsa,Cincinnati,3,2016
14,2016-11-25,Washington,Washington St,28,2016
14,2016-11-25,W Michigan,Toledo,20,2016
14,2016-11-26,Alabama,Auburn,18,2016
14,2016-11-26,App State,New Mexico St,30,2016
14,2016-11-26,Boston College,Wake Forest,3,2016
14,2016-11-26,BYU,Utah St,18,2016
14,2016-11-26,California,UCLA,26,2016
14,2016-11-26,Clemson,South Carolina,49,2016
14,2016-11-26,Coastal Car,Hampton,19,2016
14,2016-11-26,Colorado,Utah,5,2016
14,2016-11-26,Colorado St,San Diego St,32,2016
14,2016-11-26,Florida St,Florida,18,2016
14,2016-11-26,Georgia Tech,Georgia,1,2016
14,2016-11-26,Hawai'i,UMass,6,2016
14,2016-11-26,Idaho,S Alabama,7,2016
14,2016-11-26,Indiana,Purdue,2,2016
14,2016-11-26,Kansas St,Kansas,15,2016
14,2016-11-26,Kentucky,Louisville,3,2016
14,2016-11-26,Louisiana,Arkansas St,5,2016
14,2016-11-26,Maryland,Rutgers,18,2016
14,2016-11-26,Miami,Duke,19,2016
14,2016-11-26,Middle Tenn,Florida Atlantic,21,2016
14,2016-11-26,Mississippi St,Mississippi,35,2016
14,2016-11-26,Navy,SMU,44,2016
14,2016-11-26,Nevada,UNLV,35,2016
14,2016-11-26,New Mexico,Wyoming,21,2016
14,2016-11-26,Northwestern,Illinois,21,2016
14,2016-11-26,Ohio St,Michigan,3,2016
14,2016-11-26,Old Dominion,Florida Intl,14,2016
14,2016-11-26,Oregon St,Oregon,10,2016
14,2016-11-26,Penn St,Michigan St,33,2016
14,2016-11-26,Pittsburgh,Syracuse,15,2016
14,2016-11-26,San Jose St,Fresno St,2,2016
14,2016-11-26,S Florida,UCF,17,2016
14,2016-11-26,USC,Notre Dame,18,2016
14,2016-11-26,Stanford,Rice,24,2016
14,2016-11-26,Temple,E Carolina,27,2016
14,2016-11-26,UTEP,N Texas,28,2016
14,2016-11-26,UTSA,Charlotte,19,2016
14,2016-11-26,Troy,Texas St,33,2016
14,2016-11-26,Tulane,UConn,25,2016
14,2016-11-26,Vanderbilt,Tennessee,11,2016
14,2016-11-26,Virginia Tech,Virginia,42,2016
14,2016-11-26,West Virginia,Iowa St,30,2016
14,2016-11-26,W Kentucky,Marshall,54,2016
14,2016-11-26,Wisconsin,Minnesota,14,2016
15,2016-12-02,Washington,Colorado,31,2016
15,2016-12-02,W Michigan,Ohio,6,2016
15,2016-12-03,Alabama,Florida,38,2016
15,2016-12-03,Arkansas St,Texas St,22,2016
15,2016-12-03,Clemson,Virginia Tech,7,2016
15,2016-12-03,Georgia So,Troy,4,2016
15,2016-12-03,Idaho,Georgia St,25,2016
15,2016-12-03,Kansas St,TCU,24,2016
15,2016-12-03,Louisiana,UL Monroe,27,2016
15,2016-12-03,Oklahoma,Oklahoma St,18,2016
15,2016-12-03,Penn St,Wisconsin,7,2016
15,2016-12-03,San Diego St,Wyoming,3,2016
15,2016-12-03,S Alabama,New Mexico St,7,2016
15,2016-12-03,Temple,Navy,24,2016
15,2016-12-03,West Virginia,Baylor,3,2016
15,2016-12-03,W Kentucky,Louisiana Tech,14,2016
16,2016-12-10,Army,Navy,4,2016
17,2016-12-17,App State,Toledo,3,2016
17,2016-12-17,Arkansas St,UCF,18,2016
17,2016-12-17,New Mexico,UTSA,3,2016
17,2016-12-17,San Diego St,Houston,24,2016
17,2016-12-17,Southern Miss,Louisiana,7,2016
17,2016-12-19,Tulsa,C Michigan,45,2016
18,2016-12-20,W Kentucky,Memphis,20,2016
18,2016-12-21,BYU,Wyoming,3,2016
18,2016-12-22,Idaho,Colorado St,11,2016
18,2016-12-23,Louisiana Tech,Navy,3,2016
18,2016-12-23,Old Dominion,E Michigan,4,2016
18,2016-12-23,Troy,Ohio,5,2016
18,2016-12-24,Hawai'i,Middle Tenn,17,2016
18,2016-12-26,Boston College,Maryland,6,2016
18,2016-12-26,Mississippi St,Miami OH,1,2016
18,2016-12-26,NC State,Vanderbilt,24,2016
19,2016-12-27,Army,N Texas,7,2016
19,2016-12-27,Baylor,Boise St,19,2016
19,2016-12-27,Minnesota,Washington St,5,2016
19,2016-12-27,Wake Forest,Temple,8,2016
19,2016-12-28,Kansas St,Texas A&M,5,2016
19,2016-12-28,Miami,West Virginia,17,2016
19,2016-12-28,Northwestern,Pittsburgh,7,2016
19,2016-12-28,Utah,Indiana,2,2016
19,2016-12-29,Oklahoma St,Colorado,30,2016
19,2016-12-29,S Florida,South Carolina,7,2016
19,2016-12-29,Virginia Tech,Arkansas,11,2016
19,2016-12-30,Air Force,S Alabama,24,2016
19,2016-12-30,Florida St,Michigan,1,2016
19,2016-12-30,Georgia,TCU,8,2016
19,2016-12-30,Stanford,North Carolina,2,2016
19,2016-12-30,Tennessee,Nebraska,14,2016
19,2016-12-31,Alabama,Washington,17,2016
19,2016-12-31,Clemson,Ohio St,31,2016
19,2016-12-31,Georgia Tech,Kentucky,15,2016
19,2016-12-31,LSU,Louisville,20,2016
20,2017-01-02,Florida,Iowa,27,2016
20,2017-01-02,Oklahoma,Auburn,16,2016
20,2017-01-02,USC,Penn St,3,2016
20,2017-01-02,Wisconsin,W Michigan,8,2016
21,2017-01-09,Clemson,Alabama,4,2016
1,2017-08-26,BYU,Portland State,14,2017
1,2017-08-26,Colorado St,Oregon St,31,2017
1,2017-08-26,Hawai'i,UMass,3,2017
1,2017-08-26,S Florida,San Jose St,20,2017
1,2017-08-26,Stanford,Rice,55,2017
1,2017-08-27,Stanford,Rice,55,2017
2,2017-08-31,Arizona St,New Mexico St,6,2017
2,2017-08-31,Arkansas,Florida A&M,42,2017
2,2017-08-31,UCF,Florida Intl,44,2017
2,2017-08-31,C Michigan,Rhode Island,3,2017
2,2017-08-31,Cincinnati,Austin Peay,12,2017
2,2017-08-31,UConn,Holy Cross,7,2017
2,2017-08-31,Idaho,Sacramento State,22,2017
2,2017-08-31,Memphis,UL Monroe,8,2017
2,2017-08-31,Minnesota,Buffalo,10,2017
2,2017-08-31,Ohio St,Indiana,28,2017
2,2017-08-31,Oklahoma St,Tulsa,35,2017
2,2017-08-31,Tennessee State,Georgia St,7,2017
2,2017-08-31,Toledo,Elon,34,2017
2,2017-08-31,Utah,North Dakota,21,2017
2,2017-08-31,Wake Forest,Presbyterian,44,2017
2,2017-09-01,Army,Fordham,58,2017
2,2017-09-01,Boston College,N Illinois,3,2017
2,2017-09-01,Colorado,Colorado St,14,2017
2,2017-09-01,E Michigan,Charlotte,17,2017
2,2017-09-01,Navy,Florida Atlantic,23,2017
2,2017-09-01,Syracuse,Central Connecticut State,43,2017
2,2017-09-01,Washington,Rutgers,16,2017
2,2017-09-01,Wisconsin,Utah St,49,2017
2,2017-09-02,Air Force,Virginia Military Institute,62,2017
2,2017-09-02,Alabama,Florida St,17,2017
2,2017-09-02,UAB,Alabama A&M,31,2017
2,2017-09-02,Arizona,Northern Arizona,38,2017
2,2017-09-02,Auburn,Georgia So,34,2017
2,2017-09-02,Boise St,Troy,11,2017
2,2017-09-02,California,North Carolina,5,2017
2,2017-09-02,Clemson,Kent St,53,2017
2,2017-09-02,Coastal Car,UMass,10,2017
2,2017-09-02,Duke,North Carolina Central,53,2017
2,2017-09-02,Fresno St,Incarnate Word,66,2017
2,2017-09-02,Georgia,App State,21,2017
2,2017-09-02,Hawai'i,Western Carolina,23,2017
2,2017-09-02,Howard,UNLV,3,2017
2,2017-09-02,Illinois,Ball St,3,2017
2,2017-09-02,Iowa,Wyoming,21,2017
2,2017-09-02,Iowa St,Northern Iowa,18,2017
2,2017-09-02,J Madison,E Carolina,20,2017
2,2017-09-02,Kansas,Southeast Missouri State,22,2017
2,2017-09-02,Kansas St,Central Arkansas,36,2017
2,2017-09-02,Kentucky,Southern Miss,7,2017
2,2017-09-02,Liberty,Baylor,3,2017
2,2017-09-02,Louisiana,Southeastern Louisiana,3,2017
2,2017-09-02,LSU,BYU,27,2017
2,2017-09-02,Louisiana Tech,Northwestern State,28,2017
2,2017-09-02,Louisville,Purdue,7,2017
2,2017-09-02,Marshall,Miami OH,5,2017
2,2017-09-02,Maryland,Texas,10,2017
2,2017-09-02,Miami,Bethune-Cookman,28,2017
2,2017-09-02,Michigan,Florida,16,2017
2,2017-09-02,Michigan St,Bowling Green,25,2017
2,2017-09-02,Mississippi,S Alabama,20,2017
2,2017-09-02,Mississippi St,Charleston Southern,49,2017
2,2017-09-02,Missouri,Missouri St,29,2017
2,2017-09-02,Nebraska,Arkansas St,7,2017
2,2017-09-02,New Mexico,Abilene Christian,24,2017
2,2017-09-02,N Texas,Lamar,45,2017
2,2017-09-02,Northwestern,Nevada,11,2017
2,2017-09-02,Notre Dame,Temple,33,2017
2,2017-09-02,Ohio,Hampton,59,2017
2,2017-09-02,Oklahoma,UTEP,49,2017
2,2017-09-02,Old Dominion,Albany,14,2017
2,2017-09-02,Oregon,Southern Utah,56,2017
2,2017-09-02,Oregon St,Portland State,3,2017
2,2017-09-02,Penn St,Akron,52,2017
2,2017-09-02,Pittsburgh,Youngstown State,7,2017
2,2017-09-02,San Diego St,California-Davis,21,2017
2,2017-09-02,San Jose St,Cal Poly,21,2017
2,2017-09-02,South Carolina,NC State,7,2017
2,2017-09-02,S Florida,Stony Brook,14,2017
2,2017-09-02,USC,W Michigan,18,2017
2,2017-09-02,SMU,Stephen F. Austin,44,2017
2,2017-09-02,TCU,Jackson State,63,2017
2,2017-09-02,Texas St,Houston Baptist,9,2017
2,2017-09-02,Texas Tech,Eastern Washington,46,2017
2,2017-09-02,Tulane,Grambling State,29,2017
2,2017-09-02,Vanderbilt,Middle Tenn,22,2017
2,2017-09-02,Virginia,William & Mary,18,2017
2,2017-09-02,Washington St,Montana State,31,2017
2,2017-09-02,W Kentucky,Eastern Kentucky,14,2017
2,2017-09-03,UCLA,Texas A&M,1,2017
2,2017-09-03,Virginia Tech,West Virginia,7,2017
2,2017-09-04,Tennessee,Georgia Tech,1,2017
3,2017-09-07,Utah St,Idaho State,38,2017
3,2017-09-08,Florida Intl,Alcorn State,7,2017
