team,L3,Year
Air Force,6.5,6.5
Rice,5.5,5.5
Florida Atlantic,5.1,5.1
Hawai'i,4.7,4.7
Notre Dame,3.9,3.9
Utah St,3.5,3.5
Iowa St,3.4,3.4
USC,3.3,3.3
Tulane,3.1,3.1
Minnesota,2.7,2.7
N Texas,2.1,2.1
LSU,2.1,2.1
California,2.0,2.0
Boston College,1.9,1.9
Temple,1.9,1.9
Ohio St,1.8,1.8
Auburn,1.8,1.8
Tennessee,1.6,1.6
Virginia,1.0,1.0
San Diego St,0.9,0.9
Nebraska,0.7,0.7
Clemson,0.5,0.5
Oregon,0.4,0.4
Arkansas St,0.2,0.2
Miami,0.2,0.2
Fresno St,0.1,0.1
Ohio,0.0,0.0
Florida,-0.1,-0.1
Mississippi,-0.3,-0.3
C Michigan,-0.3,-0.3
UTEP,-0.3,-0.3
Stanford,-0.4,-0.4
Kent St,-0.5,-0.5
Washington,-0.5,-0.5
UAB,-0.6,-0.6
Michigan,-0.8,-0.8
Arizona,-0.9,-0.9
E Carolina,-1.0,-1.0
Kentucky,-1.0,-1.0
Texas Tech,-1.0,-1.0
Cincinnati,-1.1,-1.1
Penn St,-1.1,-1.1
UCLA,-1.1,-1.1
Washington St,-1.1,-1.1
Army,-1.1,-1.1
Oklahoma,-1.3,-1.3
Troy,-1.3,-1.3
Vanderbilt,-1.5,-1.5
Texas,-1.6,-1.6
Florida St,-1.6,-1.6
Arkansas,-1.6,-1.6
E Michigan,-1.6,-1.6
Syracuse,-1.8,-1.8
TCU,-2.1,-2.1
Boise St,-2.1,-2.1
Miami OH,-2.3,-2.3
Nevada,-2.4,-2.4
BYU,-2.5,-2.5
Marshall,-2.6,-2.6
Akron,-2.7,-2.7
Louisville,-3.1,-3.1
Alabama,-3.1,-3.1
Wyoming,-3.2,-3.2
Wake Forest,-3.4,-3.4
Southern Miss,-3.4,-3.4
Arizona St,-3.5,-3.5
Michigan St,-3.7,-3.7
Mississippi St,-3.8,-3.8
Duke,-4.0,-4.0
Tulsa,-4.1,-4.1
Baylor,-4.3,-4.3
UNLV,-4.4,-4.4
Wisconsin,-4.4,-4.4
Florida Intl,-4.4,-4.4
Louisiana,-4.5,-4.5
North Carolina,-4.6,-4.6
Iowa,-4.8,-4.8
Utah,-4.9,-4.9
UConn,-5.1,-5.1
Buffalo,-5.4,-5.4
Bowling Green,-5.4,-5.4
Toledo,-5.4,-5.4
New Mexico,-5.6,-5.6
UL Monroe,-5.6,-5.6
Illinois,-5.7,-5.7
NC State,-5.7,-5.7
Colorado,-5.7,-5.7
Louisiana Tech,-5.7,-5.7
Pittsburgh,-6.2,-6.2
W Michigan,-6.2,-6.2
N Illinois,-6.2,-6.2
Oregon St,-6.3,-6.3
Indiana,-6.3,-6.3
SMU,-6.9,-6.9
West Virginia,-7.0,-7.0
Middle Tenn,-7.1,-7.1
Idaho,-7.2,-7.2
Oklahoma St,-7.4,-7.4
Purdue,-7.5,-7.5
Maryland,-7.6,-7.6
Missouri,-7.7,-7.7
Georgia,-7.7,-7.7
S Florida,-7.9,-7.9
UCF,-7.9,-7.9
Houston,-8.3,-8.3
Kansas St,-8.4,-8.4
Kansas,-8.7,-8.7
Memphis,-8.8,-8.8
Navy,-9.1,-9.1
Northwestern,-9.1,-9.1
Georgia Tech,-9.4,-9.4
Ball St,-9.4,-9.4
South Carolina,-9.7,-9.7
Colorado St,-9.8,-9.8
Texas A&M,-9.9,-9.9
Rutgers,-10.6,-10.6
San Jose St,-11.8,-11.8
Virginia Tech,-11.9,-11.9
New Mexico St,-19.3,-19.3
