team,L3,Year
Michigan,10.7,18.5
Texas,29.3,24.0
Florida,16.3,42.0
TCU,42.5,42.5
Miami,48.0,48.0
Missouri,49.3,49.3
UConn,49.5,49.5
Louisville,62.7,52.5
W Michigan,55.3,59.3
USC,60.7,60.7
Michigan St,56.7,70.8
UCLA,71.3,71.3
Florida St,96.0,72.5
Boise St,73.0,73.0
Rutgers,76.3,76.3
Wake Forest,71.7,76.5
Air Force,78.0,78.0
Clemson,88.7,78.3
Duke,79.5,79.5
Auburn,69.3,83.0
LSU,73.0,83.0
Colorado,83.7,83.7
Nebraska,85.7,85.7
Kansas,88.3,88.3
Virginia Tech,89.3,89.3
Georgia,92.3,92.3
Penn St,93.7,93.7
S Florida,94.0,94.0
New Mexico,95.7,95.7
BYU,105.7,96.0
Baylor,96.3,96.3
Georgia Tech,96.7,96.7
Washington St,33.7,98.5
Alabama,125.0,99.3
Navy,103.0,103.0
Mississippi St,111.3,103.8
Northwestern,105.0,105.0
West Virginia,105.7,105.7
New Mexico St,109.0,109.0
Southern Miss,110.0,110.0
Iowa St,134.3,112.0
Kansas St,112.3,112.3
Wisconsin,114.3,114.3
Utah,115.0,115.0
Ohio St,103.3,115.3
Akron,128.3,115.3
Houston,117.0,117.0
Purdue,117.3,117.3
Oklahoma St,118.3,118.3
Iowa,120.7,120.7
Colorado St,123.0,123.0
Florida Intl,133.7,123.3
Indiana,123.3,123.3
SMU,125.0,125.0
Boston College,129.3,127.8
Oklahoma,128.0,129.8
Virginia,137.3,129.8
Washington,160.3,132.8
Cincinnati,133.7,133.7
Syracuse,96.7,133.8
UTEP,135.0,135.0
Hawai'i,135.3,135.3
Wyoming,163.0,136.0
Arizona St,136.0,136.0
Texas A&M,137.7,137.7
UAB,136.0,137.8
South Carolina,138.3,138.3
N Texas,114.0,138.5
Texas Tech,139.3,139.3
Middle Tenn,140.7,140.7
Pittsburgh,140.7,140.7
Fresno St,145.0,145.0
C Michigan,167.0,146.5
Tennessee,176.0,148.0
N Illinois,149.7,149.7
Minnesota,156.7,150.5
UCF,152.0,152.0
Arizona,152.3,152.3
Arkansas St,155.3,155.3
Toledo,156.7,156.7
Notre Dame,175.3,161.3
Ball St,163.3,163.3
Miami OH,155.0,164.5
Nevada,149.7,165.3
Oregon,171.0,171.0
Arkansas,164.3,171.3
Tulane,171.3,171.3
San Diego St,172.3,172.3
Illinois,174.0,174.0
Mississippi,182.7,174.3
UNLV,175.5,175.5
Bowling Green,169.3,176.3
Maryland,178.0,178.0
Tulsa,179.0,179.0
Oregon St,179.5,179.5
NC State,182.3,182.3
Vanderbilt,183.3,183.3
Army,174.0,186.0
California,187.3,187.3
E Michigan,198.7,188.8
UL Monroe,190.0,190.0
E Carolina,124.0,193.8
Kent St,152.7,195.0
Marshall,195.7,195.7
Ohio,196.0,196.0
Louisiana,197.5,197.5
Utah St,192.0,199.3
Louisiana Tech,202.5,202.5
Memphis,208.5,208.5
Florida Atlantic,222.3,216.5
North Carolina,219.3,219.3
Troy,227.0,227.0
Temple,248.3,228.3
Idaho,231.0,231.0
San Jose St,242.5,242.5
Rice,298.0,247.5
Buffalo,320.3,260.3
Kentucky,267.7,267.7
Stanford,316.7,312.0
